學年度,設立別,學校類別,學校統計處代碼,學校名稱,學制班別,前一學年度錄取1年級在學學生人數(A),當學年度2年級在學學生數(B),前一學年度學生就學穩定率(%)(C)(C=B/A)
110,私立,技專校院,1055,中華醫事科技大學,學士班(進修),567,383,67.5500
110,私立,技專校院,1056,東南科技大學,學士班(日間),779,636,81.6400
110,私立,技專校院,1056,東南科技大學,學士班(進修),137,92,67.1500
110,私立,技專校院,1057,德明財經科技大學,學士班(日間),1381,1220,88.3400
110,私立,技專校院,1057,德明財經科技大學,學士班(進修),144,114,79.1700
110,私立,一般大學,1058,明道學校財團法人明道大學,學士班(日間),204,168,82.3500
110,私立,一般大學,1058,明道學校財團法人明道大學,學士班(進修),100,83,83.0000
110,私立,技專校院,1060,南開科技大學,二專(進修),44,31,70.4500
110,私立,技專校院,1060,南開科技大學,五專,70,64,91.4300
110,私立,技專校院,1060,南開科技大學,學士班(日間),359,320,89.1400
110,私立,技專校院,1060,南開科技大學,學士班(進修),236,184,77.9700
110,私立,技專校院,1061,中華學校財團法人中華科技大學,二專(進修),66,55,83.3300
110,私立,技專校院,1061,中華學校財團法人中華科技大學,學士班(日間),634,512,80.7600
110,私立,技專校院,1061,中華學校財團法人中華科技大學,學士班(進修),405,275,67.9000
110,私立,技專校院,1062,僑光科技大學,學士班(日間),1408,1237,87.8600
110,私立,技專校院,1062,僑光科技大學,學士班(進修),1087,737,67.8000
110,私立,技專校院,1063,廣亞學校財團法人育達科技大學,學士班(日間),305,259,84.9200
110,私立,技專校院,1063,廣亞學校財團法人育達科技大學,學士班(進修),718,593,82.5900
110,私立,技專校院,1064,美和學校財團法人美和科技大學,二專(進修),82,57,69.5100
110,私立,技專校院,1064,美和學校財團法人美和科技大學,五專,336,313,93.1500
110,私立,技專校院,1064,美和學校財團法人美和科技大學,學士班(日間),498,445,89.3600
110,私立,技專校院,1064,美和學校財團法人美和科技大學,學士班(進修),713,569,79.8000
110,私立,技專校院,1065,吳鳳科技大學,二專(進修),121,104,85.9500
110,私立,技專校院,1065,吳鳳科技大學,學士班(日間),542,486,89.6700
110,私立,技專校院,1065,吳鳳科技大學,學士班(進修),617,527,85.4100
110,私立,技專校院,1066,環球學校財團法人環球科技大學,二專(進修),77,34,44.1600
110,私立,技專校院,1066,環球學校財團法人環球科技大學,學士班(日間),376,297,78.9900
110,私立,技專校院,1066,環球學校財團法人環球科技大學,學士班(進修),354,253,71.4700
110,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,學士班(日間),99,82,82.8300
110,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,學士班(進修),33,23,69.7000
110,私立,技專校院,1068,中州學校財團法人中州科技大學,二專(進修),50,40,80.0000
110,私立,技專校院,1068,中州學校財團法人中州科技大學,學士班(日間),90,71,78.8900
110,私立,技專校院,1068,中州學校財團法人中州科技大學,學士班(進修),666,533,80.0300
110,私立,技專校院,1069,修平學校財團法人修平科技大學,學士班(日間),681,559,82.0900
110,私立,技專校院,1069,修平學校財團法人修平科技大學,學士班(進修),455,286,62.8600
110,私立,技專校院,1070,長庚學校財團法人長庚科技大學,學士班(日間),1605,1571,97.8800
110,私立,技專校院,1070,長庚學校財團法人長庚科技大學,學士班(進修),612,542,88.5600
110,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,二專(進修),197,151,76.6500
110,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,五專,171,141,82.4600
110,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,學士班(日間),1433,1234,86.1100
110,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,學士班(進修),550,373,67.8200
110,私立,技專校院,1072,大華學校財團法人敏實科技大學,五專,23,21,91.3000
110,私立,技專校院,1072,大華學校財團法人敏實科技大學,學士班(日間),68,62,91.1800
110,私立,技專校院,1072,大華學校財團法人敏實科技大學,學士班(進修),33,14,42.4200
110,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,二專(進修),109,81,74.3100
110,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,五專,42,39,92.8600
110,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,學士班(日間),1215,1039,85.5100
110,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,學士班(進修),512,273,53.3200
110,私立,技專校院,1075,文藻學校財團法人文藻外語大學,五專,365,355,97.2600
110,私立,技專校院,1075,文藻學校財團法人文藻外語大學,學士班(日間),1104,986,89.3100
110,私立,技專校院,1075,文藻學校財團法人文藻外語大學,學士班(進修),485,353,72.7800
110,私立,技專校院,1076,華夏學校財團法人華夏科技大學,二專(進修),98,83,84.6900
110,私立,技專校院,1076,華夏學校財團法人華夏科技大學,五專,141,133,94.3300
110,私立,技專校院,1076,華夏學校財團法人華夏科技大學,學士班(日間),293,220,75.0900
110,私立,技專校院,1076,華夏學校財團法人華夏科技大學,學士班(進修),555,451,81.2600
110,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,五專,304,287,94.4100
110,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,學士班(日間),413,382,92.4900
110,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,學士班(進修),92,76,82.6100
110,私立,技專校院,1078,致理學校財團法人致理科技大學,五專,331,316,95.4700
110,私立,技專校院,1078,致理學校財團法人致理科技大學,學士班(日間),1625,1523,93.7200
110,私立,技專校院,1078,致理學校財團法人致理科技大學,學士班(進修),817,581,71.1100
110,私立,一般大學,1079,康寧學校財團法人康寧大學,二專(進修),93,84,90.3200
110,私立,一般大學,1079,康寧學校財團法人康寧大學,五專,589,539,91.5100
110,私立,一般大學,1079,康寧學校財團法人康寧大學,學士班(日間),59,52,88.1400
110,私立,一般大學,1079,康寧學校財團法人康寧大學,學士班(進修),99,85,85.8600
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,二專(進修),25,21,84.0000
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,五專,250,209,83.6000
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,學士班(日間),445,356,80.0000
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,學士班(進修),707,537,75.9500
110,私立,技專校院,1081,東方學校財團法人東方設計大學,二專(進修),63,36,57.1400
110,私立,技專校院,1081,東方學校財團法人東方設計大學,五專,67,54,80.6000
110,私立,技專校院,1081,東方學校財團法人東方設計大學,學士班(日間),68,23,33.8200
110,私立,技專校院,1081,東方學校財團法人東方設計大學,學士班(進修),145,98,67.5900
110,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,二專(進修),133,124,93.2300
110,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,學士班(日間),285,194,68.0700
110,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,學士班(進修),136,129,94.8500
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,二專(日間),28,27,96.4300
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,二專(進修),37,28,75.6800
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,五專,153,96,62.7500
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,學士班(日間),514,411,79.9600
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,學士班(進修),330,278,84.2400
110,私立,技專校院,1084,亞東學校財團法人亞東科技大學,學士班(日間),1025,957,93.3700
110,私立,技專校院,1084,亞東學校財團法人亞東科技大學,學士班(進修),50,46,92.0000
110,私立,一般大學,1125,中信學校財團法人中信金融管理學院,學士班(日間),227,185,81.5000
110,私立,技專校院,1148,大漢技術學院,二專(進修),59,47,79.6600
110,私立,技專校院,1148,大漢技術學院,學士班(日間),48,37,77.0800
110,私立,技專校院,1148,大漢技術學院,學士班(進修),245,170,69.3900
110,私立,技專校院,1159,和春技術學院,二專(進修),45,38,84.4400
110,私立,技專校院,1159,和春技術學院,學士班(日間),19,17,89.4700
110,私立,技專校院,1159,和春技術學院,學士班(進修),102,88,86.2700
110,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,二專(進修),28,23,82.1400
110,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,五專,30,26,86.6700
110,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,學士班(日間),328,288,87.8000
110,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,學士班(進修),699,587,83.9800
110,私立,技專校院,1182,蘭陽技術學院,五專,16,11,68.7500
110,私立,技專校院,1182,蘭陽技術學院,學士班(日間),27,17,62.9600
110,私立,技專校院,1182,蘭陽技術學院,學士班(進修),66,63,95.4500
110,私立,技專校院,1183,黎明技術學院,五專,79,70,88.6100
110,私立,技專校院,1183,黎明技術學院,學士班(日間),629,490,77.9000
110,私立,技專校院,1183,黎明技術學院,學士班(進修),482,251,52.0700
110,私立,技專校院,1185,經國管理暨健康學院,二專(進修),113,92,81.4200
110,私立,技專校院,1185,經國管理暨健康學院,五專,194,175,90.2100
110,私立,技專校院,1185,經國管理暨健康學院,學士班(日間),413,336,81.3600
110,私立,技專校院,1185,經國管理暨健康學院,學士班(進修),376,340,90.4300
110,私立,技專校院,1188,大同技術學院,二專(進修),27,14,51.8500
110,私立,技專校院,1188,大同技術學院,五專,9,7,77.7800
110,私立,技專校院,1188,大同技術學院,學士班(日間),64,52,81.2500
110,私立,技專校院,1188,大同技術學院,學士班(進修),191,120,62.8300
110,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,學士班(日間),152,142,93.4200
110,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,學士班(進修),39,39,100.0000
110,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,學士班(日間),6,5,83.3300
110,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,二專(進修),118,62,52.5400
110,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,五專,822,752,91.4800
110,私立,技專校院,1283,仁德醫護管理專科學校,二專(進修),262,152,58.0200
110,私立,技專校院,1283,仁德醫護管理專科學校,五專,1289,1183,91.7800
110,私立,技專校院,1284,樹人醫護管理專科學校,二專(進修),231,208,90.0400
110,私立,技專校院,1284,樹人醫護管理專科學校,五專,1475,1369,92.8100
110,私立,技專校院,1285,慈惠醫護管理專科學校,二專(日間),40,31,77.5000
110,私立,技專校院,1285,慈惠醫護管理專科學校,二專(進修),127,92,72.4400
110,私立,技專校院,1285,慈惠醫護管理專科學校,五專,529,475,89.7900
110,私立,技專校院,1286,耕莘健康管理專科學校,二專(進修),59,53,89.8300
110,私立,技專校院,1286,耕莘健康管理專科學校,五專,807,746,92.4400
110,私立,技專校院,1287,敏惠醫護管理專科學校,二專(進修),33,29,87.8800
110,私立,技專校院,1287,敏惠醫護管理專科學校,五專,806,767,95.1600
110,私立,技專校院,1289,育英醫護管理專科學校,五專,404,368,91.0900
110,私立,技專校院,1291,聖母醫護管理專科學校,二專(日間),18,17,94.4400
110,私立,技專校院,1291,聖母醫護管理專科學校,二專(進修),22,22,100.0000
110,私立,技專校院,1291,聖母醫護管理專科學校,五專,336,290,86.3100
110,私立,技專校院,1292,新生醫護管理專科學校,二專(進修),38,32,84.2100
110,私立,技專校院,1292,新生醫護管理專科學校,五專,1281,1199,93.6000
110,私立,技專校院,1293,崇仁醫護管理專科學校,五專,643,609,94.7100
110,私立,宗教研修學院,1R03,臺北基督學院,學士班(日間),18,14,77.7800
110,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,學士班(日間),24,10,41.6700
110,公立,一般大學,3002,臺北市立大學,學士班(日間),1247,1145,91.8200
