學年度,設立別,學校類別,學校統計處代碼,學校名稱,學校財團法人名稱,類別,性別,姓名,屆數,任期起迄年月日
108,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,馬偕學校財團法人,董事,女,簡黃美嬌,5,2018-10-03~2022-10-02
108,私立,技專校院,1283,仁德醫護管理專科學校,財團法人仁德醫護管理專科學校,董事長,男,鍾佳穎,15,2019-06-05~2022-08-07
108,私立,技專校院,1283,仁德醫護管理專科學校,財團法人仁德醫護管理專科學校,監察人,男,康勝松,15,2015-12-14~2019-12-13
108,私立,技專校院,1283,仁德醫護管理專科學校,財團法人仁德醫護管理專科學校,監察人,男,劉順寬,15,2019-05-02~2023-05-01
108,私立,技專校院,1283,仁德醫護管理專科學校,財團法人仁德醫護管理專科學校,董事,男,朱　曦,15,2018-08-08~2022-08-07
108,私立,技專校院,1283,仁德醫護管理專科學校,財團法人仁德醫護管理專科學校,董事,女,何依倫,15,2018-08-08~2022-08-07
108,私立,技專校院,1283,仁德醫護管理專科學校,財團法人仁德醫護管理專科學校,董事,男,吳容明,15,2018-08-08~2022-08-07
108,私立,技專校院,1283,仁德醫護管理專科學校,財團法人仁德醫護管理專科學校,董事,男,林修禾,15,2018-08-08~2022-08-07
108,私立,技專校院,1283,仁德醫護管理專科學校,財團法人仁德醫護管理專科學校,董事,男,張春雄,15,2018-08-08~2022-08-07
108,私立,技專校院,1283,仁德醫護管理專科學校,財團法人仁德醫護管理專科學校,董事,男,董國樑,15,2019-06-05~2022-08-07
108,私立,技專校院,1283,仁德醫護管理專科學校,財團法人仁德醫護管理專科學校,董事,女,趙莊敏,15,2018-08-08~2022-08-07
108,私立,技專校院,1283,仁德醫護管理專科學校,財團法人仁德醫護管理專科學校,董事,男,簡宏平,15,2018-08-08~2022-08-07
108,私立,技專校院,1283,仁德醫護管理專科學校,財團法人仁德醫護管理專科學校,董事,男,藍文謙,15,2018-08-08~2022-08-07
108,私立,技專校院,1283,仁德醫護管理專科學校,財團法人仁德醫護管理專科學校,董事,男,饒邦安,15,2019-05-02~2022-08-07
108,私立,技專校院,1284,樹人醫護管理專科學校,財團法人樹人醫護管理專科學校,董事長,男,林寬碩,16,2019-09-11~2022-02-06
108,私立,技專校院,1284,樹人醫護管理專科學校,財團法人樹人醫護管理專科學校,監察人,男,朱光興,16,2019-01-12~2023-01-11
108,私立,技專校院,1284,樹人醫護管理專科學校,財團法人樹人醫護管理專科學校,董事,男,林寬榮,16,2018-02-07~2022-02-06
108,私立,技專校院,1284,樹人醫護管理專科學校,財團法人樹人醫護管理專科學校,董事,男,林蔡慶,16,2019-08-23~2022-02-06
108,私立,技專校院,1284,樹人醫護管理專科學校,財團法人樹人醫護管理專科學校,董事,男,孫鴻志,16,2018-02-07~2022-02-06
108,私立,技專校院,1284,樹人醫護管理專科學校,財團法人樹人醫護管理專科學校,董事,男,許俊顯,16,2018-02-07~2022-02-06
108,私立,技專校院,1284,樹人醫護管理專科學校,財團法人樹人醫護管理專科學校,董事,男,陳金雄,16,2018-02-07~2022-02-06
108,私立,技專校院,1284,樹人醫護管理專科學校,財團法人樹人醫護管理專科學校,董事,女,黃銹垣,16,2018-02-07~2022-02-06
108,私立,技專校院,1284,樹人醫護管理專科學校,財團法人樹人醫護管理專科學校,董事,男,劉澄,16,2018-02-07~2022-02-06
108,私立,技專校院,1284,樹人醫護管理專科學校,財團法人樹人醫護管理專科學校,董事,女,賴欣欣,16,2019-05-27~2022-02-06
108,私立,技專校院,1285,慈惠醫護管理專科學校,慈惠醫護管理專科學校,董事長,女,郭蔡靜香,15,2017-11-11~2021-11-10
108,私立,技專校院,1285,慈惠醫護管理專科學校,慈惠醫護管理專科學校,監察人,女,陳淑姬,3,2018-02-22~2022-02-21
108,私立,技專校院,1285,慈惠醫護管理專科學校,慈惠醫護管理專科學校,董事,男,王仲翊,15,2017-11-11~2021-11-10
108,私立,技專校院,1285,慈惠醫護管理專科學校,慈惠醫護管理專科學校,董事,女,邱文靖,15,2017-11-11~2021-11-10
108,私立,技專校院,1285,慈惠醫護管理專科學校,慈惠醫護管理專科學校,董事,女,郭厚君,15,2017-11-11~2021-11-10
108,私立,技專校院,1285,慈惠醫護管理專科學校,慈惠醫護管理專科學校,董事,男,陳世釗,15,2017-11-11~2021-11-10
108,私立,技專校院,1285,慈惠醫護管理專科學校,慈惠醫護管理專科學校,董事,女,黃馨儀,15,2018-11-13~2021-11-10
108,私立,技專校院,1285,慈惠醫護管理專科學校,慈惠醫護管理專科學校,董事,女,劉淑惠,15,2018-07-18~2021-11-10
108,私立,技專校院,1285,慈惠醫護管理專科學校,慈惠醫護管理專科學校,董事,男,劉紹龍,15,2017-11-11~2021-11-10
108,私立,技專校院,1285,慈惠醫護管理專科學校,慈惠醫護管理專科學校,董事,女,蔡靜薰,15,2017-11-11~2021-11-10
108,私立,技專校院,1285,慈惠醫護管理專科學校,慈惠醫護管理專科學校,董事,女,盧秀鳳,15,2017-11-11~2021-11-10
108,私立,技專校院,1285,慈惠醫護管理專科學校,慈惠醫護管理專科學校,董事,男,羅永欽,15,2017-11-11~2021-11-10
108,私立,技專校院,1286,耕莘健康管理專科學校,財團法人耕莘健康管理專科學校,董事長,男,洪山川,15,2017-11-27~2021-11-26
108,私立,技專校院,1286,耕莘健康管理專科學校,財團法人耕莘健康管理專科學校,董事,女,王德蘭,15,2017-11-27~2021-11-26
108,私立,技專校院,1286,耕莘健康管理專科學校,財團法人耕莘健康管理專科學校,董事,男,呂若瑟,15,2017-11-27~2021-11-26
108,私立,技專校院,1286,耕莘健康管理專科學校,財團法人耕莘健康管理專科學校,董事,男,高國卿,15,2017-11-27~2021-11-26
108,私立,技專校院,1286,耕莘健康管理專科學校,財團法人耕莘健康管理專科學校,董事,男,陳科,15,2017-11-27~2021-11-26
108,私立,技專校院,1286,耕莘健康管理專科學校,財團法人耕莘健康管理專科學校,董事,女,陸幼琴,15,2017-11-27~2021-11-26
108,私立,技專校院,1286,耕莘健康管理專科學校,財團法人耕莘健康管理專科學校,董事,男,黃浩然,15,2017-11-27~2021-11-26
108,私立,技專校院,1286,耕莘健康管理專科學校,財團法人耕莘健康管理專科學校,董事,男,鄒繼群,15,2017-11-27~2021-11-26
108,私立,技專校院,1286,耕莘健康管理專科學校,財團法人耕莘健康管理專科學校,董事,女,廖玲馨,15,2017-11-27~2021-11-26
108,私立,技專校院,1286,耕莘健康管理專科學校,財團法人耕莘健康管理專科學校,董事,女,蔣欣欣,15,2017-11-27~2021-11-26
108,私立,技專校院,1286,耕莘健康管理專科學校,財團法人耕莘健康管理專科學校,董事,男,藍功堯,15,2017-11-27~2021-11-26
108,私立,技專校院,1289,育英醫護管理專科學校,財團法人育英醫護管理專科學校,董事長,男,楊俊明,17,2016-05-21~2020-05-20
108,私立,技專校院,1289,育英醫護管理專科學校,財團法人育英醫護管理專科學校,監察人,女,溫和招,17,2018-06-24~2022-06-23
108,私立,技專校院,1289,育英醫護管理專科學校,財團法人育英醫護管理專科學校,董事,男,林武震,17,2017-07-17~2020-05-20
108,私立,技專校院,1289,育英醫護管理專科學校,財團法人育英醫護管理專科學校,董事,男,林清強,17,2016-05-21~2020-05-20
108,私立,技專校院,1289,育英醫護管理專科學校,財團法人育英醫護管理專科學校,董事,男,張清富,17,2017-09-15~2020-05-20
108,私立,技專校院,1289,育英醫護管理專科學校,財團法人育英醫護管理專科學校,董事,女,張皓雲,17,2017-07-17~2020-05-20
108,私立,技專校院,1289,育英醫護管理專科學校,財團法人育英醫護管理專科學校,董事,男,莊士瑩,17,2016-05-21~2020-05-20
108,私立,技專校院,1289,育英醫護管理專科學校,財團法人育英醫護管理專科學校,董事,女,莊美惠,17,2016-05-21~2020-05-20
108,私立,技專校院,1289,育英醫護管理專科學校,財團法人育英醫護管理專科學校,董事,男,許德仁,17,2016-05-21~2020-05-20
108,私立,技專校院,1289,育英醫護管理專科學校,財團法人育英醫護管理專科學校,董事,女,馮明珠,17,2016-05-21~2020-05-20
108,私立,技專校院,1291,聖母醫護管理專科學校,財團法人聖母醫護管理專科學校,董事長,男,呂若瑟,13,2017-02-14~2021-02-13
108,私立,技專校院,1291,聖母醫護管理專科學校,財團法人聖母醫護管理專科學校,董事,男,安恒立,13,2019-07-05~2021-02-13
108,私立,技專校院,1291,聖母醫護管理專科學校,財團法人聖母醫護管理專科學校,董事,男,李大川,13,2017-02-14~2021-02-13
108,私立,技專校院,1291,聖母醫護管理專科學校,財團法人聖母醫護管理專科學校,董事,男,李智,13,2017-02-14~2021-02-13
108,私立,技專校院,1291,聖母醫護管理專科學校,財團法人聖母醫護管理專科學校,董事,男,周繼源,13,2017-01-21~2021-01-20
108,私立,技專校院,1291,聖母醫護管理專科學校,財團法人聖母醫護管理專科學校,董事,男,秘克琳,13,2017-02-14~2021-02-13
108,私立,技專校院,1291,聖母醫護管理專科學校,財團法人聖母醫護管理專科學校,董事,男,高國卿,13,2017-02-14~2021-02-13
108,私立,技專校院,1291,聖母醫護管理專科學校,財團法人聖母醫護管理專科學校,董事,男,愛德華,13,2017-02-14~2021-02-13
108,私立,技專校院,1291,聖母醫護管理專科學校,財團法人聖母醫護管理專科學校,董事,男,楊家門,13,2017-02-14~2021-02-13
108,私立,技專校院,1291,聖母醫護管理專科學校,財團法人聖母醫護管理專科學校,董事,男,韓國乾,13,2017-02-14~2021-02-13
108,私立,技專校院,1292,新生醫護管理專科學校,新生醫護管理專科學校,董事長,男,劉奕彩,15,2018-03-20~2022-03-19
108,私立,技專校院,1292,新生醫護管理專科學校,新生醫護管理專科學校,董事,女,王瓊玲,15,2018-03-20~2022-03-19
108,私立,技專校院,1292,新生醫護管理專科學校,新生醫護管理專科學校,董事,男,何石松,15,2018-03-20~2022-03-19
108,私立,技專校院,1292,新生醫護管理專科學校,新生醫護管理專科學校,董事,男,何其政,15,2018-03-20~2022-03-19
108,私立,技專校院,1292,新生醫護管理專科學校,新生醫護管理專科學校,董事,男,吳啟銘,15,2018-03-20~2022-03-19
108,私立,技專校院,1292,新生醫護管理專科學校,新生醫護管理專科學校,董事,男,邱傳淞,15,2018-03-20~2022-03-19
108,私立,技專校院,1292,新生醫護管理專科學校,新生醫護管理專科學校,董事,男,胡勝君,15,2018-03-20~2022-03-19
108,私立,技專校院,1292,新生醫護管理專科學校,新生醫護管理專科學校,董事,男,胡勝虎,15,2018-03-20~2022-03-19
108,私立,技專校院,1292,新生醫護管理專科學校,新生醫護管理專科學校,董事,男,陳清輝,15,2018-08-17~2022-03-19
108,私立,技專校院,1292,新生醫護管理專科學校,新生醫護管理專科學校,董事,男,黃教文,15,2018-03-20~2022-03-19
108,私立,技專校院,1292,新生醫護管理專科學校,新生醫護管理專科學校,董事,男,劉世城,15,2018-03-20~2022-03-19
108,私立,技專校院,1292,新生醫護管理專科學校,新生醫護管理專科學校,董事,女,戴欣怡,15,2018-03-20~2022-03-19
108,私立,技專校院,1293,崇仁醫護管理專科學校,財團法人崇仁醫護管理專科學校,董事長,女,陳美惠,14,2017-06-01~2021-05-31
108,私立,技專校院,1293,崇仁醫護管理專科學校,財團法人崇仁醫護管理專科學校,監察人,女,林秀玲,14,2018-12-17~2022-12-16
108,私立,技專校院,1293,崇仁醫護管理專科學校,財團法人崇仁醫護管理專科學校,董事,女,李佳白,14,2017-06-01~2021-05-31
108,私立,技專校院,1293,崇仁醫護管理專科學校,財團法人崇仁醫護管理專科學校,董事,女,林鶯嬌,14,2017-06-01~2021-05-31
108,私立,技專校院,1293,崇仁醫護管理專科學校,財團法人崇仁醫護管理專科學校,董事,女,張淑德,14,2018-02-21~2021-05-31
108,私立,技專校院,1293,崇仁醫護管理專科學校,財團法人崇仁醫護管理專科學校,董事,女,陳美足,14,2017-06-01~2021-05-31
108,私立,技專校院,1293,崇仁醫護管理專科學校,財團法人崇仁醫護管理專科學校,董事,女,華淑芳,14,2017-06-01~2021-05-31
108,私立,技專校院,1293,崇仁醫護管理專科學校,財團法人崇仁醫護管理專科學校,董事,女,趙瑛琳,14,2017-06-01~2021-05-31
108,私立,技專校院,1293,崇仁醫護管理專科學校,財團法人崇仁醫護管理專科學校,董事,男,蔡文德,14,2017-06-01~2021-05-31
108,私立,技專校院,1293,崇仁醫護管理專科學校,財團法人崇仁醫護管理專科學校,董事,女,鍾瑞容,14,2017-06-01~2021-05-31
108,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,學校財團法人中華浸信會,董事長,男,薛銘光,3,2017/04/27~2021/04/26
108,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,學校財團法人中華浸信會,監察人,女,謝欣怡,,2015/12/30~2019/12/29
108,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,學校財團法人中華浸信會,董事,男,毛恩賜,3,2017/04/27~2021/04/26
108,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,學校財團法人中華浸信會,董事,男,王文成,3,2017/04/27~2021/04/26
108,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,學校財團法人中華浸信會,董事,男,吳煌榮,3,2017/04/27~2021/04/26
108,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,學校財團法人中華浸信會,董事,男,柯德仁,3,2017/04/27~2021/04/26
108,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,學校財團法人中華浸信會,董事,女,孫寶年,3,2017/04/27~2021/04/26
108,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,學校財團法人中華浸信會,董事,女,粘碧鳳,3,2017/04/27~2021/04/26
108,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,學校財團法人中華浸信會,董事,男,劉　信,3,2017/04/27~2021/04/26
108,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,學校財團法人中華浸信會,董事,男,鄭豐邑,3,2017/04/27~2021/04/26
108,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,學校財團法人中華浸信會,董事,男,蕭　平,3,2017/04/27~2021/04/26
108,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,學校財團法人中華浸信會,董事,男,駱傑雄,3,2017/04/27~2021/04/26
108,私立,宗教研修學院,1R03,臺北基督學院,財團法人新北市美國基督教効力會,董事長,女,孫寶年,16,2019/01/01~2021/12/31
108,私立,宗教研修學院,1R03,臺北基督學院,財團法人新北市美國基督教効力會,董事,男,艾恪禮,16,2019/01/01~2021/12/31
108,私立,宗教研修學院,1R03,臺北基督學院,財團法人新北市美國基督教効力會,董事,男,貝凱德,16,2019/01/01~2021/12/31
108,私立,宗教研修學院,1R03,臺北基督學院,財團法人新北市美國基督教効力會,董事,女,周玲臺,16,2019/01/01~2021/12/31
108,私立,宗教研修學院,1R03,臺北基督學院,財團法人新北市美國基督教効力會,董事,男,孟天,16,2019/01/01~2021/12/31
108,私立,宗教研修學院,1R03,臺北基督學院,財團法人新北市美國基督教効力會,董事,男,林茂安,16,2019/01/01~2021/12/31
108,私立,宗教研修學院,1R03,臺北基督學院,財團法人新北市美國基督教効力會,董事,男,陳建信,16,2019/01/01~2021/12/31
108,私立,宗教研修學院,1R03,臺北基督學院,財團法人新北市美國基督教効力會,董事,男,麥安迪,16,2019/01/01~2021/12/31
108,私立,宗教研修學院,1R03,臺北基督學院,財團法人新北市美國基督教効力會,董事,男,單士德,16,2019/01/01~2021/12/31
108,私立,宗教研修學院,1R03,臺北基督學院,財團法人新北市美國基督教効力會,董事,女,華國媛,16,2019/01/01~2021/12/31
108,私立,宗教研修學院,1R03,臺北基督學院,財團法人新北市美國基督教効力會,董事,男,華邁克,16,2019/01/01~2021/12/31
108,私立,宗教研修學院,1R03,臺北基督學院,財團法人新北市美國基督教効力會,董事,男,楊敦興,16,2019/05/18~2021/12/31
108,私立,宗教研修學院,1R03,臺北基督學院,財團法人新北市美國基督教効力會,董事,女,蔡亞平,16,2019/01/01~2021/12/31
108,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,財團法人一貫道天皇基金會,董事長,男,林再錦,9,2019/05/06~2022/05/05
108,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,財團法人一貫道天皇基金會,董事,女,王金鑾,9,2019/05/06~2022/05/05
108,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,財團法人一貫道天皇基金會,董事,男,林昇樂,9,2019/05/06~2022/05/05
108,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,財團法人一貫道天皇基金會,董事,女,林貴美,9,2019/05/06~2022/05/05
108,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,財團法人一貫道天皇基金會,董事,男,姚武年,9,2019/05/06~2022/05/05
108,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,財團法人一貫道天皇基金會,董事,女,陳幼枝,9,2019/05/06~2022/05/05
108,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,財團法人一貫道天皇基金會,董事,男,陳有財,9,2019/05/06~2022/05/05
108,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,財團法人一貫道天皇基金會,董事,女,童貴妹,9,2019/05/06~2022/05/05
108,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,財團法人一貫道天皇基金會,董事,女,黃士楨,9,2019/05/06~2022/05/05
108,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,財團法人一貫道天皇基金會,董事,男,黃張源,9,2019/05/06~2022/05/05
108,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,財團法人一貫道天皇基金會,董事,男,黃瑞德,9,2019/05/06~2022/05/05
108,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,財團法人一貫道天皇基金會,董事,男,廖俊迪,9,2019/05/06~2022/05/05
108,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,財團法人一貫道天皇基金會,董事,男,劉錫洋,9,2019/05/06~2022/05/05
108,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,財團法人一貫道天皇基金會,董事,男,謝遠智,9,2019/05/06~2022/05/05
108,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,財團法人一貫道天皇基金會,董事,男,謝優吉,9,2019/05/06~2022/05/05
108,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,台神學校財團法人,董事長,男,羅龍斌,3,2019/05/27~2023/05/26
108,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,台神學校財團法人,監察人,男,張君育,,2019/05/27~2023/07/02
108,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,台神學校財團法人,董事,男,方東三,3,2019/05/27~2023/05/26
108,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,台神學校財團法人,董事,女,方玲玲,3,2019/05/27~2023/05/26
108,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,台神學校財團法人,董事,男,林壽陽,3,2019/05/27~2023/05/26
108,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,台神學校財團法人,董事,男,康為恭,3,2019/05/27~2023/05/26
108,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,台神學校財團法人,董事,女,郭淑貞,3,2019/05/27~2023/05/26
108,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,台神學校財團法人,董事,女,陳美玲,3,2019/05/27~2023/05/26
108,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,台神學校財團法人,董事,女,黃郁雯,3,2019/05/27~2023/05/26
108,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,台神學校財團法人,董事,女,葉惠娜,3,2019/05/27~2023/05/26
108,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,台神學校財團法人,董事,男,劉明義,3,2019/05/27~2023/05/26
108,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,台神學校財團法人,董事,男,劉炳熹,3,2019/05/27~2023/05/26
108,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,台神學校財團法人,董事,女,潘純冕,3,2019/05/27~2023/05/26
108,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,台神學校財團法人,董事,女,蔡依倫,3,2019/05/27~2023/05/26
108,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,台神學校財團法人,董事,男,蔡幸昇,3,2019/05/27~2023/05/26
108,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,台神學校財團法人,董事,男,蔡維恩,3,2019/05/27~2023/05/26
108,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事長,男,韓萬年,2,2017/01/01~2019/12/31
108,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,監察人,男,林裕沂,,2017/01/01~2019/12/31
108,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,監察人,男,施金杰,,2017/01/01~2019/12/31
108,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,監察人,男,陳乾意,,2017/01/01~2019/12/31
108,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,監察人,男,楊復成,,2017/01/01~2019/12/31
108,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,監察人,男,謝玉文,,2017/01/01~2019/12/31
108,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,男,丁連忠,2,2017/01/01~2019/12/31
108,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,男,朱伯昌,2,2017/01/01~2019/12/31
108,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,男,江義德,2,2017/01/01~2019/12/31
108,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,女,吳梅,2,2017/01/01~2019/12/31
108,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,男,李奇豪,2,2017/01/01~2019/12/31
108,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,男,汪志冀,2,2017/01/01~2019/12/31
108,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,男,周榮輝,2,2017/01/01~2019/12/31
108,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,女,林滿妹,2,2017/01/01~2019/12/31
108,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,男,邱增雄,2,2017/01/01~2019/12/31
108,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,女,洪牡丹,2,2017/01/01~2019/12/31
108,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,女,洪素月,2,2017/01/01~2019/12/31
108,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,男,翁生春,2,2017/01/01~2019/12/31
108,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,男,張勝安,2,2017/01/01~2019/12/31
108,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,男,黃金昌,2,2017/01/01~2019/12/31
108,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,男,黃嘉儒,2,2017/01/01~2019/12/31
108,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,男,葉錦德,2,2017/01/01~2019/12/31
108,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,女,葉賽玉,2,2017/01/01~2019/12/31
108,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,男,董招賢,2,2017/01/01~2019/12/31
108,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,男,廖使文,2,2017/01/01~2019/12/31
108,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,女,鄭秋籐,2,2017/01/01~2019/12/31
108,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,男,蕭安樂,2,2017/01/01~2019/12/31
108,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,男,蕭乾應,2,2017/01/01~2019/12/31
108,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,女,賴牡丹,2,2017/01/01~2019/12/31
108,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,男,謝坤德,2,2017/01/01~2019/12/31
108,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,財團法人台灣基督長老教會南神神學院基金會,董事長,男,周信典,7,2017/01/01~2020/12/31
108,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,財團法人台灣基督長老教會南神神學院基金會,監察人,女,李愫真,,2017/01/01~2020/12/31
108,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,財團法人台灣基督長老教會南神神學院基金會,董事,男,洪梅芬,7,2017/01/01~2020/12/31
108,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,財團法人台灣基督長老教會南神神學院基金會,董事,男,張東山,7,2017/01/01~2020/12/31
108,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,財團法人台灣基督長老教會南神神學院基金會,董事,女,莊仁愛,7,2017/01/01~2020/12/31
108,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,財團法人台灣基督長老教會南神神學院基金會,董事,男,陳宇全,7,2017/01/01~2020/12/31
108,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,財團法人台灣基督長老教會南神神學院基金會,董事,男,陳金泉,7,2017/01/01~2020/12/31
108,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,財團法人台灣基督長老教會南神神學院基金會,董事,女,陳恩惠,7,2017/01/01~2020/12/31
108,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,財團法人台灣基督長老教會南神神學院基金會,董事,男,黃信恒,7,2017/01/01~2020/12/31
108,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,財團法人台灣基督長老教會南神神學院基金會,董事,女,黃麗琿,7,2017/01/01~2020/12/31
108,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,財團法人台灣基督長老教會南神神學院基金會,董事,女,楊惠馨,7,2017/01/01~2020/12/31
108,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,財團法人台灣基督長老教會南神神學院基金會,董事,男,蔡崇偉,7,2017/01/01~2020/12/31
108,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,財團法人台灣基督長老教會南神神學院基金會,董事,男,鄭文仁,7,2017/01/01~2020/12/31
108,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,財團法人台灣基督長老教會南神神學院基金會,董事,女,蕭瑞巧,7,2017/01/01~2020/12/31
108,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,財團法人台灣基督長老教會南神神學院基金會,董事,女,謝淑華,7,2017/01/01~2020/12/31
108,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,財團法人台灣基督長老教會南神神學院基金會,董事,男,謝智偉,7,2017/01/01~2020/12/31
