學年度,設立別 ,學校類別,學校代碼,學校名稱,"日間/
進修",學制,"新生
註冊率","系所招生
特色說明",,
105,私立,一般大學,1079,康寧大學,職,二專,86.49,在職二專 高齡健康管理科 教育目標 ‧培養稱職高齡服務專才。 科系特色 ‧全台首創高齡全人照護科系及高齡體適能研究中心。 ‧全台唯一自有老人服務中心實務學習。 嬰幼兒保育科 教育目標 ‧培養兒童相關產業人才。 科系特色 ‧幼兒園教保員專業課程。 ‧育嬰專業模組。 ‧兒童相關產業模組。 ‧證照及才藝輔導課程 ‧兒童美語學程。 ‧兒童多媒體動畫學程。 視光科 教育目標 培養具備德、 智、 體、 群、 美均衡發展及高水準驗光配鏡技能的優秀視光產業的專技人才。 科系特色 ‧強調優質視光專業能力之職涯規劃、多元化產品行銷及整體美學素養。 ‧完善專業視光教室設備及良好產學關係。 ‧重視生活教育，培育誠信、實在、專業、親切特質的視光人才。,,
105,私立,一般大學,1125,中信?融管?學院,日,學士班,100,透過與優質企業辦理、保證畢業生就業將是本校的最重要特色。此外，基於「助弱扶優」的公益理念，將由校方規劃常設部門，分別辦理優質產學、保證就業與獎助學金安排等工作。在學校校務基金之外，配合中信金控體系企業與慈善基金會，利用集團公益體系資源，額外募集資金，提供在校生助學金與獎學金，協助優秀、清寒學生，可以在沒有財務顧慮的情況下，全力完成學業。目前已經著手訂定獎助學金捐資設立辦法，分為學業優秀與弱勢助學兩個種類，協助學生取得獎助學資源，並持續積極開發各種獎助學金來源。學生入學時期符合條件者，即可立即適用，在學期間維持在校成績達一定合理水準者即可繼續申請各項獎助學金計畫。,,
105,私立,一般大學,1125,中信?融管?學院,日,碩士班,100,本所強調實務為導向、理論為基礎，秉持本校願景及校務發展規劃，訓練學生具備獨立思考以及判斷、分析問題的能力，使其兼具理論與實務之核心專業技能，並配合國家發展政策及本校發展方針「博雅、宏觀、專業、務實」，培育專業金融經理人才。 一、培養具獨立思考與分析能力，洞悉金融發展趨勢之經理人才。 二、培養具備金融創新能力之經理人才。 三、培養具有國際視野及金融管理策略規劃之經理人才。 四、培養具備處理國際、涉外事務能力之金融法務人才。 五、培養具優秀領導統御能力並善盡企業社會責任之經理人才。,,
105,私立,一般大學,1176,稻江科技暨管理學院,日,學士班,84.04,本校目前日間學士班招生管道分為大學多元入學個人申請入學、四技二專甄選入學及單獨招生入學。為全國第一所教學實用型大學，旨在培養國家發展所需人才，建立台灣在國際市場之競爭優勢，進而完成學以致用之終身學習願景。 目前計有三大學群，十二個學系。「科技暨設計學群」有動畫遊戲設計學系、行動科技學系、時尚設計學系、表演藝術學士學位學程；「財經暨管理學群」有餐飲管理學系、休閒遊憩管理學系、法律學士學位學程、經營管理學士學位學程；「民生學群」有老人福祉與社會工作學系、幼兒教育學系、觀光規劃學士學位學程、時尚美容藝術與保健管理學士學位學程。 本校強調『服務導向、專業本位、創新卓越』之宗旨，透過教學、研究、輔導及服務的落實，發展成一所『培育服務人群與加值創意，兼具人文與科技均衡發展的專門技術人才』之教學實用型大學。,,
105,私立,一般大學,1176,稻江科技暨管理學院,日,碩士班,92.31,本校碩士班採甄選入學及單獨招生入學。旨在培養國家發展所需人才，建立台灣在國際市場之競爭優勢，進而完成學以致用之終身學習願景。 目前計有餐飲管理學系、休閒遊憩管理學系、動畫遊戲設計學系、幼兒教育學系及國際商務碩士學位學程等5個學系招收碩士班。 本校強調『服務導向、專業本位、創新卓越』之宗旨，透過教學、研究、輔導及服務的落實，進而發展成一所『培育服務人群與加值創意，兼具人文與科技均衡發展的專門技術人才』之教學實用型大學。,,
105,私立,一般大學,1176,稻江科技暨管理學院,職,碩士班,90,本校碩士在職專班採單獨招生入學。旨在培養國家發展所需人才，建立台灣在國際市場之競爭優勢，進而完成學以致用之終身學習願景。 目前計休閒遊憩管理學系招收碩士在職專班。 本校強調『服務導向、專業本位、創新卓越』之宗旨，透過教學、研究、輔導及服務的落實，藉由推廣教育的推展讓有志學習的社會人士擁有終身學習的環境，進而發展成一所『培育服務人群與加值創意，兼具人文與科技均衡發展的專門技術人才』之教學實用型大學。,,
105,私立,一般大學,1176,稻江科技暨管理學院,進,學士班,70.87,本校進修學士班採單獨招生入學。旨在培養國家發展所需人才，建立台灣在國際市場之競爭優勢，進而完成學以致用之終身學習願景。 目前計有餐飲管理學系、休閒遊憩管理學系、法律學士學位學程、經營管理學士學位學程、老人福祉與社會工作學系、幼兒教育學系、觀光規劃學士學位學程、時尚美容藝術與保健管理學士學位學程等8個進修學士班招生學系。 本校強調『服務導向、專業本位、創新卓越』之宗旨，透過教學、研究、輔導及服務的落實，藉由推廣教育的推展讓有志學習的社會人士擁有終身學習的環境，進而發展成一所『培育服務人群與加值創意，兼具人文與科技均衡發展的專門技術人才』之教學實用型大學。,,
105,私立,一般大學,1176,稻江科技暨管理學院,職,二年制,100,本校二年制在職專班採單獨招生入學。旨在培養國家發展所需人才，建立台灣在國際市場之競爭優勢，進而完成學以致用之終身學習願景。 目前計老人福祉與社會工作學系及幼兒教育學系招收二年制在職專班。 本校強調『服務導向、專業本位、創新卓越』之宗旨，透過教學、研究、輔導及服務的落實，藉由推廣教育的推展讓有志學習的社會人士擁有終身學習的環境，進而發展成一所『培育服務人群與加值創意，兼具人文與科技均衡發展的專門技術人才』之教學實用型大學。,,
105,私立,一般大學,1195,馬偕醫學院,日,學士班,92,本校學士班目前設有三個學系，醫學系、護理系、聽力暨語言治療學系。醫學系以馬偕精神之核心價值─「誠實正直，謙遜憐憫」、「愛人如己，關懷弱勢」、「寧願燒盡，不願銹壞」、「創新卓越，永續發展」教學，並結合馬偕醫院既有之臨床醫療、研究與教學能力與傳承，提供醫學生「身、心、靈完整醫治」之全人醫學教育，期許培育出尊重生命的醫療專業人才。護理學系掌握國內外資源，提供各種學習機會，以激發服務、科技與國際概念，並積極結合馬偕醫療體系之急、慢性及長期照護系統，漸進地揉合理論與實務，充份運用實務案例，培育護理專業能力與學養。聽語學系聘有優異專業與臨床師資，建置完善之臨床聽語障礙評估、治療設備與實習空間，提供紮實之學理與臨床技能教學，並結合馬偕醫院臨床聽語中心之專業人員及設備，提供學生專業實習機會，培育著重理論與臨床應用合一之專業訓練，及具人文、同理、關懷他人之聽力師、語言治療師。,,
105,私立,一般大學,1195,馬偕醫學院,日,碩士班,95,本校目前設有二個研究所碩士班，生物醫學研究所及長期照護研究所。生物醫學所以臨床與基礎醫學研究為特色發展方向，因此對專兼任教師之遴聘亦朝此方向規劃，目前每一屆均有臨床主治醫師指導研究生，專題討論時也刻意要求基礎與臨床研究生一起參與討論，並將其分至同一組，共同選擇一份期刊論文，相互合作討論並發表，除此之外，我們也鼓勵臨床與基礎教師共同指導研究生，並特別與馬偕紀念醫院簽訂產學合作計畫，由醫院提供本所教師優先爭取醫院的基礎臨床整合計畫。長期照護所培育尊重生命的長期照護專業管理人才，且能應用於個別性、居家社區及機構的長期照護實務教育、管理及研究，並提供經營管理、品質促進、終身住宅、政策擬定、用品研發、症狀處置與活躍老化的多元課程，研究領域涵蓋：健康照護、高齡醫療、政策與福祉、經營管理、環境與科技等。,,
105,私立,一般大學,1196,法鼓文理學院,日,學士班,75,"一、以中華佛學研究所25年辦學經驗為基礎，融合漢傳、南傳與藏傳佛教傳承精華，開創佛教研修新紀元。 二、重視梵、巴、藏佛典語文訓練，以及英、日語等學術研究語文之學習。設立語言與翻譯中心，推展與梵、巴、藏語、古漢譯佛典文獻相關之語言學習以及翻譯、教學與研究。 三、具備完善的佛學專業圖書及一般圖書館藏，典藏豐富的佛學數位資料庫，非常便利學習與研究。四、研究與修行並重，開設完整的戒定慧佛學基礎課程、博雅通識課程及行門研修課程。五、除了結盟國外20所知名院校，建立海外進修管道外，並結合社區資源，建構多元學習與輔導網絡。六、師資陣容堅強，圖書資訊豐富，校園環境幽雅，生活機能完備。 七、學雜費低廉。出家學生學雜費等全免；在家學生免收學費，僅收雜費，清寒者可再減免雜費。 八、提供豐富獎助學金，每學年學士生約可申請20,000～40,000元。",,
105,私立,一般大學,1196,法鼓文理學院,日,碩士班,80.23,"一、以中華佛學研究所25年辦學經驗為基礎，融合漢傳、南傳與藏傳佛教傳承精華，開創佛教研修新紀元。二、重視梵、巴、藏佛典語文訓練，以及英、日語等學術研究語文之學習。設立語言與翻譯中心，推展與梵、巴、藏語、古漢譯佛典文獻相關之語言學習以及翻譯、教學與研究。三、設立佛教資訊學程，培養運用佛學數位典藏與知識管理之科際整合人才，長期進行數位典藏專案研究，並提供學以致用的機會。四、研究與修行並重，傳統與創新相融，課程多元豐富，開設印度、漢傳、南傳及佛學資訊四組課程，可根據自己的興趣選組選課。五、重視國際化教學，結盟國外20所知名院校，建立海外進修管道，提昇學生國際視野。六、師資陣容堅強，圖書資訊豐富，校園環境幽雅，生活機能完備。七、學雜費低廉。出家學生學雜費等全免；在家學生免收學費，僅收雜費，清寒者可再減免雜費。八、提供豐富獎助學金，每學年碩士生約可申請30,000～60,000元。",,
105,私立,一般大學,1196,法鼓文理學院,日,博士班,33.33,一、以中華佛學研究所25年辦學經驗為基礎，融合漢傳、南傳與藏傳佛教傳承精華，開創佛教研修新紀元。 二、重視梵、巴、藏佛典語文訓練，以及英、日語等學術研究語文之學習。設立語言與翻譯中心，推展與梵、巴、藏語、古漢譯佛典文獻相關之語言學習以及翻譯、教學與研究。 三、設立佛教資訊學程，運用佛學數位典藏與知識管理系統，培養兼具佛學資訊知能之科際整合人才。 四、研究與修行並重，傳統與創新相融，以「佛教禪修傳統與現代社會」之科際整合課程為發展特色。 五、重視國際化教學，結盟國外20所知名院校，建立海外進修管道，提昇學生國際視野。 六、師資陣容堅強，圖書資訊豐富，校園環境幽雅，生活機能完備。 七、學雜費低廉。出家學生學雜費等全免；在家學生免收學費，僅收雜費，清寒者可再減免雜費。,,
105,私立,技專校院,1018,朝陽科技大學,日,四技,95.41,本校自83學年度開始招生，至今計有5個學院及22個系(組)，四技日間部學士班招生管道分別為聯合登記分發、甄選入學、繁星計畫、技優甄審及高中生申請入學，其入學管道符合教育部多元入學之精神。四技日間部學士班招生時程約從每年3-6月開始招生，學生修滿畢業學分及達成畢業門檻後，將授予學士學位資格。本校以「培養專業知能與職業倫理兼備的優質人才」為教育目標，並以達到「學生畢業即就業、上班即上手的目標」為最高使命，致力於培養擁有專業知識與技能以及具備敬業樂群工作態度的社會菁英。此外，辦學係以校訓「勤學、敦品、力行」為基石，旨在培養具備認真學習、追求真理，以及術德兼備、人格健全之專業技術人才，並強調理論實務並重之教學與研究，以落實技職教育之目標，達到服務社群之目的。,,
105,私立,技專校院,1018,朝陽科技大學,日,碩士班,71.02,本校自84學年度起增設碩士班，至今計有21個碩士班，含括管理、理工、設計、人文、資訊等相關領域，本校碩士班招生管道有二：『甄試入學』及『考試入學』，依據教育部規定，碩士班甄試入學於每年11月受理報名，12月舉辦口試；考試入學於每年1-3月受理報名，3月舉辦口試，本校訂定「碩、博士班入學成績優異獎學金實施辦法之相關規定」提供成績優異獎學金4-8萬不等，各系所與國外大學訂有雙碩士學位學程協議，提供攻讀雙碩士學位機會，並保持辦學優勢，掌握國際發展趨勢，以創新思考、學用合一之思維，強調學生在專業上應具有創意-Creativity、技能-Skill、態度-Manner、創新-Innovation、學習-Learning、與創業-Entrepreneurship等專業特色，結合產業資源與教學研究、創意發想與創新作為，進行跨院系所合作與整合，以成就符合專業、創新、國際化、全人化之人才。,,
105,私立,技專校院,1018,朝陽科技大學,日,博士班,89.47,本校自91學年度起增設博士班，至今計有企業管理系台灣產業策略發展博士班、營建工程系、應用化學系生化科技博士班、建築系建築及都市設計博士班、資訊管理系5個博士班，含括管理、土木、生化、設計、資訊等領域，博士班數量為全國私立科技大學最多。每年4月受理報名，5月舉辦口試，本校在學習安排上著重實務及學理並重，養具理論與實務兼備之人才，故歡迎具有碩士學位之業界主管或具工作經驗者報名。本校博士學位培養管理、土木、生化、設計、資訊等不同領域相關專業知識與工程技術的高階研究人才，課程特別強調研究發展的自我學習與跨界整合能力，培育敬業、合作之專業倫理與服務態度，以培養兼具創意思考、課題解決、溝通協調與國際視野之人才。,,
105,私立,技專校院,1018,朝陽科技大學,修,四技,90.86,本校自105學年度首度辦理進修部單獨招生，包含企業管理、休閒事業管理、行銷與流通管理、工業工程與管理、工業設計、視覺傳達、傳播藝術、應用英語、幼兒保育、社會工作、資訊管理及資訊工程等12個系，每年2-8月受理報名，修畢規定學分者，授予學士學位資格。本校設有各類獎助學金、就學貸款、國際姐妹校交換實習及工讀機會，可供學生提出申請；而本校為鼓勵及加重實務經驗之累積，於105學年度起部分系所課程每週授課3天，並結合相關產業實習課程學分，以期讓學生可以學以致用。此外為強化與高中職校合作關係、共享教育資源及協助高中學生適性發展，本校至高中職開設預修課程，成績及格者得持學分證明辦理抵免。本校除單獨招生管道，另設有工業工程管理、工業設計產學攜手專班及雙軌旗艦計畫專班等多元入學管道，其主要目的為透過規劃彈性課程來培育產業需求技術人力並協調廠商提供就學期間工作、實習機會及津貼補助，同時兼具就學、就業及升學。,,
105,私立,技專校院,1018,朝陽科技大學,職,碩士班,63.79,本校自86學年度起增設碩士在職專班，至今計有財務金融、企業管理、高階產業經營、保險金融、休閒事業管理、營建工程、工業工程與管理、應用化學、環境工程與管理、工業設計、幼兒保育、社會工作、資訊管理、資訊工程等14個碩士在職專班，每年1-3月受理報名，3月舉辦口試。中部地區實務工作者眾多，為提供中部地區具實務工作者進修機會，以便能夠在各領域中學得較專精之專業知識或技能，本校碩士學位以上高階專經人才的培訓養成，係秉持尊重學生性向與專業發展的理念，量身訂作課程規劃，並藉由產學實務為主的教學與研究過程，彰顯各領域高階人才的紮實專業能力，俾能勝任工作職場高階主管所需。,,
105,私立,技專校院,1023,南臺科技大學,日,四技,94.08,日間部招收高職、高中、綜合高中畢業生或具同等學歷（力）考生入學，修業為期四年，修業期滿成績及格者，可取得學士學位證書。,,
105,私立,技專校院,1023,南臺科技大學,日,二技,53.13,日間部招收專科學校（五專、二專）畢業生或具同等學歷（力）考生入學，修業為期二年，修業期滿成績及格者，可取得學士學位證書。,,
105,私立,技專校院,1023,南臺科技大學,日,碩士班,71.49,日間部招收大學校院及技術學院畢業生或具同等學力考生入學，修業期限一至四年。應修學分數（不含碩士論文學分）24學分以上。修畢應修課程，並提出論文通過考核，授予碩士學位。,,
105,私立,技專校院,1023,南臺科技大學,日,博士班,75,日間部招收具有碩士學位者，修業期限二至七年。應修學分數18學分（不含論文學分）以上。修畢應修課程，並通過資格審查及論文考核，授予博士學位。,,
105,私立,技專校院,1023,南臺科技大學,修,四技,73.07,進修部招收高職、高中、綜合高中畢業生或具同等學歷（力）考生入學，修業為期四年，修業期滿成績及格者，可取得學士學位證書。,,
105,私立,技專校院,1023,南臺科技大學,修,二技,42.58,進修部招收專科學校（五專、二專）畢業生或具同等學歷（力）考生入學，修業為期二年，修業期滿成績及格者，可取得學士學位證書。,,
105,私立,技專校院,1023,南臺科技大學,職,碩士班,57.55,進修部在職專班招收大學校院及技術學院畢業生或具同等學力考生入學，修業期限一至四年。應修學分數（不含碩士論文學分）24學分以上。修畢應修課程，並提出論文通過考核，授予碩士學位。,,
105,私立,技專校院,1023,南臺科技大學,職,四技,40,進修部在職專班招收高職、高中、綜合高中畢業生或具同等學歷（力）考生入學，修業為期四年，修業期滿成績及格者，可取得學士學位證書。,,
105,私立,技專校院,1024,崑山科技大學,日,四技,80.11,本校連續11年獲教育部教學卓越科技大學，更榮獲教育部「典範科技大學」殊榮，補助金額為私立科大第一，現有工程、商業管理、資訊科技、創意媒體、民生應用及國際等6個學院、23個系、1個學位學程、16個研究所，重點發展「綠色科技」、「文化創意」、「智慧生活」與「精密機械」四大特色領域，培養優質的產業界人才。 學校定位為「教學與應用研究」科技大學，配合地區產業的發展，以「全人化創新科技領航」自居，結合工程學院之「機電整合」、「綠能資材」；資訊科技學院之「數位科技」；商業管理學院之「產業經營」與創意媒體學院的「文化創意產業」和民生應用學院的「生活應用」等領域之教學及應用研究，成為「產業科技」人才之培育搖籃，並以卓越之教學及創新為教學導向，培育相關科技及管理之優秀人才。,,
105,私立,技專校院,1024,崑山科技大學,日,碩士班,48.12,本校連續11年獲教育部教學卓越科技大學，更榮獲教育部「典範科技大學」殊榮，補助金額為私立科大第一，現有工程、商業管理、資訊科技、創意媒體、民生應用及國際等6個學院、23個系、1個學位學程、16個研究所，重點發展「綠色科技」、「文化創意」、「智慧生活」與「精密機械」四大特色領域，培養優質的產業界人才。 學校定位為「教學與應用研究」科技大學，配合地區產業的發展，以「全人化創新科技領航」自居，結合工程學院之「機電整合」、「綠能資材」；資訊科技學院之「數位科技」；商業管理學院之「產業經營」與創意媒體學院的「文化創意產業」和民生應用學院的「生活應用」等領域之教學及應用研究，成為「產業科技」人才之培育搖籃，並以卓越之教學及創新為教學導向，培育相關科技及管理之優秀人才。,,
105,私立,技專校院,1024,崑山科技大學,日,博士班,100,本校設有「機械工程系機械與能源工程博士班」，配合國家發展及產業需求，教育目標為：1.培養學生具備應用科學與工程知識，進行研究之專業人才。2. 培養具有獨立思考、組織規劃、創新與實務能力並重之專業人才。3. 培養自我學習成長、團隊合作與國際視野之專業人才。,,
105,私立,技專校院,1024,崑山科技大學,修,四技,71.98,為配合家國終身學習與繼續教育之發展政策，發揮大學推廣教育功能，本校設立進修推廣處，除考量產業需求外，亦根據各學院系所之優秀師資、完整設備及發展潛力，規劃辦理推廣教育，以提供因工作或事業、家庭因素無法修讀大學日間部學位之高中、高職畢業人士，利用夜間修讀學士學位之機會。在課程設計上，以實務化與簡單化為原則：在教學方面，強調如何將所學運用於企業工作上， 產學合一， 提升學生的本職學能。通識課程及相關共同科目設計， 則以增進學生的生活智能，培養學生正面、樂觀進取的人生觀，以全人教育為目標。,,
105,私立,技專校院,1024,崑山科技大學,修,二技,60.84,為配合家國終身學習與繼續教育之發展政策，發揮大學推廣教育功能，本校設立進修推廣處，除考量產業需求外，亦根據各學院系所之優秀師資、完整設備及發展潛力，規劃辦理二技專班，以提供因工作或事業、家庭因素無法修讀大學日間部學位之專科畢業人士，利用夜間或週六、日修讀學士學位之機會。在課程設計上，以實務化與簡單化為原則：在教學方面，強調如何將所學運用於企業工作上， 產學合一， 提升學生的本職學能。通識課程及相關共同科目設計， 則以增進學生的生活智能，培養學生正面、樂觀進取的人生觀，以全人教育為目標。,,
105,私立,技專校院,1024,崑山科技大學,職,碩士班,71.56,本校為教育部典範科技大學及教學卓越計畫學校，結合豐富的產學合作與教學資源， 提供社會青年在職進修碩士學歷的優質環境。目前計有機械工程、電機工程、電子工程、環境工程、材料工程、企業管理、資訊管理、電腦與通訊、資訊工程，視覺傳達設計等10個研究所招生。在課程設計上強調產學實務化及整合化、研究主題則以與企業需求吻合為目標、老師帶領學生共同研究，依各系要求學生得以論文或技術報告作為研究成果。,,
105,私立,技專校院,1024,崑山科技大學,修,附設進專,34.85,為配合家國終身學習與繼續教育之發展政策，發揮大學推廣教育功能，本校設立進修推廣處，除考量產業需求外，亦根據各學院系所之優秀師資、完整設備及發展潛力，規劃辦理推廣教育，以提供因工作或事業、家庭因素無法修讀大學日間部學位之高中、高職畢業人士，利用週六、日或夜間修讀專科學位之機會。在課程設計上，以實務化與簡單化為原則：在教學方面，強調如何將所學運用於企業工作上， 產學合一， 提升學生的本職學能。通識課程及相關共同科目設計， 則以增進學生的生活智能，培養學生正面、樂觀進取的人生觀，以全人教育為目標。,,
105,私立,技專校院,1024,崑山科技大學,職,四技,52.78,本校為教育部典範科技大學及教學卓越計畫學校，結合豐富的產學合作與教學資源， 提供社會青年在職進修學士學歷的優質環境。目前有企業管理系及資訊管理系辦理四技在職專班招生。原則利用假日時間進修，4年取得學士學歷，男性須役畢或無常備兵役義務，始據報考資格。在課程設計上，以實務化與簡單化為原則：在教學方面，強調如何將所學運用於企業工作上， 產學合一， 提升學生的本職學能。通識課程及相關共同科目設計， 則以增進學生的生活智能，培養學生正面、樂觀進取的人生觀，以全人教育為目標。,,
105,私立,技專校院,1025,嘉南藥理大學,日,四技,81.28,本校105學年度設置藥理、民生、人文暨資訊應用、環境永續、休閒暨健康管理等5大學院，計25系所及學位學程。招收高中或高職普通類、綜合高中修習高中學程及高職藝術群科別之應屆畢業或已畢業或同等學力者學生。教學上重視專業能力訓練，培養理論與實務並重之專業人才；強化學生外語能力、資訊能力、專業證照、人文藝術素養及群體關懷，孕育多元的國際觀與人生觀，落實全人教育。積極與產官學研界合作交流，提供學生優質的實習環境及就業機會。以藥理及實務應用科學為主，全人健康服務為教育目標，以期培育兼具敬業樂群、務實致用、創新創業之「樂活服務產業」專業人才。近年傑出表現：(1)連六年獲勞動部勞動署補助就業學程案數全國第一(2)2015年台灣國際創新發明暨設計競賽獲7金7銀9銅(3)2014~2015年亞洲智慧型機器人大賽勇奪一、二、三名及佳作(4)藥師高考及格率約七成，高於全國平均值，2013年全國狀元榜眼皆出自本校。,,
105,私立,技專校院,1025,嘉南藥理大學,日,二技,40.28,本校105學年度分別設置藥理、民生、人文暨資訊應用、環境永續、休閒暨健康管理等5大學院，招收化粧品應用與管理系、餐旅管理系及老人服務事業管理等3系。凡公私立專科學校含科技大學、技術學院附設專科部及附設專科進修學校畢（結）業生或具有同等學力之考生，符合總會所訂之「保送及甄審類別與相關職類對照表」之資格，可以「申請技優甄審入學」管道進入本校就讀。或以「申請入學」管道進入本校就讀。二技之修業年限以二年為原則。本校於教學上重視專業能力訓練，培養理論與實務並重之專業人才；強化學生外語能力、資訊能力、專業證照、人文藝術素養及群體關懷，孕育多元的國際觀與人生觀，落實全人教育。並積極與產官學研界合作交流，提供學生優質的實習環境及就業機會。,,
105,私立,技專校院,1025,嘉南藥理大學,日,碩士班,66.84,本校105學年度分別設置藥理、民生、人文暨資訊應用、環境永續、休閒暨健康管理等5大學院，計有12系所碩士班。招收本國大學或獨立學院、或經教育部認可之外國大學或獨立學院畢業具有學士學位（含當學年度應屆畢業生、符合提前畢業標準及延長修業學生）之學生。碩士班之修業年限為一至四年。本校碩士班主重加強專業技職教育，提昇其專業素養與能力；藉由與產業界建教合作之實務經驗，以促進學術與業界交流。傳授學生實務技能，使其能充分掌握國內外資訊，讓技職教育達到學用合一，提昇產業技術。同時培育學生具備經營分析、獨立思考、問題解決、整合創新與策略規劃之專業能力，同時兼備宏觀之國際視野與領導溝通才能，以投入未來學術研究與相關領域的產業研發之碩士專業才人為目標。,,
105,私立,技專校院,1025,嘉南藥理大學,修,四技,49.63,本校105學年度分別設置藥理、民生、人文暨資訊應用、環境永續、休閒暨健康管理等5大學院，計有17系。其中餐旅管理系與生物科技系招收雙軌訓練旗艦計劃專班，化粧品應用與管理系招收產學攜手訓練計劃專班。本校為推展技職教育培育社會所需之專門人才，使在職人員能進修專業知識、增加工作效率、全面提昇人口素質、加速產業昇級，期望學術與企業相結合並配合教育部終身學習的政策，提供社會在職青年進修的管道及良好的教學環境供學子研習。,,
105,私立,技專校院,1025,嘉南藥理大學,修,二技,56.09,本校105學年度分別設置藥理、民生、人文暨資訊應用、環境永續、休閒暨健康管理等5大學院，保健營養系、餐旅管理系、化粧品應用與管理系、醫務管理系與老人服務事業管理系等5系。本校為推展技職教育培育社會所需之專門人才，使在職人員能進修專業知識、增加工作效率、全面提昇人口素質、加速產業昇級，期望學術與企業相結合並配合教育部終身學習的政策，提供社會在職青年進修的管道及良好的教學環境供學子研習。,,
105,私立,技專校院,1025,嘉南藥理大學,職,碩士班,85.4,本校105學年度分別設置藥理、民生、人文暨資訊應用、環境永續、休閒暨健康管理等5大學院，計有8系所碩士班。招收經教育部認可之本國或外國大學或獨立學院畢業具有學士學位，或合於同等學力標準，經審查核可者。另外，需為公民營機構之現職人員，且需取得在職證明書。修業年限為一至四年。本校碩士在職專班加強專業技職教育，提昇其專業素養與能力；藉由與產業界建教合作之實務經驗，以促進學術與業界交流。傳授學生實務技能，使其能充分掌握國內外資訊，讓技職教育達到學用合一，提昇產業技術。同時培育學生具備經營分析、獨立思考、問題解決、整合創新與策略規劃之專業能力，同時兼備宏觀之國際視野與領導溝通才能，以投入未來學術研究與相關領域的產業研發之碩士專業才人為目標。,,
105,私立,技專校院,1025,嘉南藥理大學,修,附設進院,33.85,進修學院105學年度計有保健營養系與職業安全衛生系等2系，進修學院配合政府發展成人進修教育政策及國家經建需要，使在職青年或失學社會人士在工作之餘，得以進修深造，提高其教育程度，獲得實用技術，以增進知識與技能。,,
105,私立,技專校院,1025,嘉南藥理大學,職,四技,42.86,本校105學年度分別設置藥理、民生、人文暨資訊應用、環境永續、休閒暨健康管理等5大學院，計有餐旅管理系、社會工作系、資訊管理系、職業安全衛生系、休閒保健管理系與運動管理系等6系。本校本著開拓終身學習管道及落實回流教育政策，整合本校教學資源，提供在職社會人士之教育服務，使在職人員有進修機會，並促進專業知識之普及化，進而推廣終身學習之教育目的。,,
105,私立,技專校院,1026,樹德科技大學,日,四技,87.37,本校管理學院：建立Topping式教學，協助各系輔導學生實習與就業，將學界與業界間的最後一哩予以接軌，達成畢業即就業；資訊學院：實施「快速循環教學法」培育學生具有扎實的專業能力，讓學生畢業前取得所需之國內及國際證照，並可提昇就業競爭力。以建立一個教學與研究的整合環境及培養專業資訊人才為宗旨，結合理論與實務全力發展以電子商務及無線通訊為主的技術研究與應用，期望成為南台灣資訊教育發展龍頭，並擔負起培育無線與行動電子商務的研究人才及高等技術研發為目標；設計學院：建置「橫山創意基地」，成為「一系一產業」創意主題工坊，培植優質文創人才與激發師生創意研發成效，並積極參與產學合作，創造連結產業發展機制,應用社會學院以培養具有國際視野且在社區組織中有行動力的「世界公民」為目標。在課程規劃上，強調溝通、合作、創新的精神與原則，配合規劃專業學程及模組課程，結合人文與社會科學相關領域的知識，應用到個人、家庭及社會。,
105,私立,技專校院,1026,樹德科技大學,日,碩士班,64.63,本校設有金融管理系碩士班、經營管理研究所、應用設計研究所、建築與室內設計研究所、資訊管理系碩士班、資訊工程系碩士班、電腦與通訊系碩士班、兒童與家庭服務系碩士班、人類性學研究所。凡本校應屆畢業生及校友在校成績為全系或全班名次前50%或當學年度錄取國立大學或國立科技大學(校院)相對應碩(博)士班一般生，而選讀本校碩(博)士班入學且完成註冊者，最高可獲得新台幣10萬元獎助學金。其餘本校應屆畢業生或校友參加本校碩士班甄試招生，經錄取且註冊入學者，可獲得碩士獎助學金新台幣1萬5仟元。,,
105,私立,技專校院,1026,樹德科技大學,日,博士班,100,本校人類性學研究所於民國95年教育部核准成立博士班。該所積極培養學校及國內相關機構所需之高層次與研究等方面之專業人才。它是以「人」為主體，是一個生活面的參與，在人類的家庭、學校、職場上須對性學有所了解，對所發生的問題能有所處理及解決，而這些層面包含生物、心理、社會、精神、心靈。整個課程的設計與呈現，以「人」為考量，使學習者能在教育、諮商、社會、醫療等層面，完整並有系統的學習。亞洲首創第一所「性學研究中心」及「人類性學研究所」。,,
105,私立,技專校院,1026,樹德科技大學,修,四技,71.91,本校進修四技設有動畫與遊戲設計系、室內設計系、流行設計系、視覺傳達設計系、生活產品設計系、資訊管理系、資訊工程系、電腦與通訊系、金融管理系、流通管理系、企業管理系、休閒與觀光管理系、休閒遊憩與運動管理系、行銷管理系及會議展覽與國際行銷學位學程等。積極推動產業講座課程，部分課程利用遠距教學，學習利用網路完全不受時空限制，並積極導入業界專家之協同教學，強化產學實務之連結，培育具有產業實作能力及就業力之優質專業人才。並推動學術界與企業界之合作橋樑，學生可透過委託研究、技術諮詢與服務、推廣教育等活動介面，累聚豐富之產官學經驗。凡參加本校當學年進修四技單獨招生錄取，並完成註冊繳費之程序，每學期每人可獲得入學獎助學金2500元，2年合計新台幣2萬元。,,
