,學年度,學期,設立別 ,學校類別,學校代碼,學校名稱,系所名稱,學制,校際選課人次
,101,1,公立,一般大學,9,國立中山大學,海洋生物研究所,碩士班(日間),1
,101,1,公立,一般大學,9,國立中山大學,海洋生物科技暨資源學系,碩士班(日間),2
,101,1,公立,一般大學,9,國立中山大學,海洋生物科技博士學位學程,博士班,2
,101,1,公立,一般大學,9,國立中山大學,資訊管理學系,學士班(日間),1
,101,1,公立,一般大學,9,國立中山大學,電機工程學系,學士班(日間),2
,101,1,公立,一般大學,9,國立中山大學,電機工程學系,碩士班(日間),1
,101,1,公立,一般大學,9,國立中山大學,電機工程學系,博士班,1
,101,1,公立,一般大學,9,國立中山大學,資訊工程學系,學士班(日間),3
,101,1,公立,一般大學,9,國立中山大學,材料與光電科學學系,碩士班(日間),1
,101,1,公立,一般大學,9,國立中山大學,海洋環境及工程學系,學士班(日間),8
,101,1,公立,一般大學,9,國立中山大學,海洋環境及工程學系,碩士班(日間),4
,101,1,公立,一般大學,12,國立臺灣海洋大學,教育研究所,碩士班(日間),1
,101,1,公立,一般大學,12,國立臺灣海洋大學,教育研究所,碩士在職專班,1
,101,1,公立,一般大學,12,國立臺灣海洋大學,海洋資源管理學系,學士班(進修),3
,101,1,公立,一般大學,12,國立臺灣海洋大學,電機工程學系,學士班(日間),1
,101,1,公立,一般大學,12,國立臺灣海洋大學,電機工程學系,碩士班(日間),2
,101,1,公立,一般大學,12,國立臺灣海洋大學,環境生物與漁業科學學系,碩士在職專班,3
,101,1,公立,一般大學,12,國立臺灣海洋大學,商船學系,碩士班(日間),1
,101,1,公立,一般大學,13,國立中正大學,教育學研究所,碩士班(日間),2
,101,1,公立,一般大學,13,國立中正大學,課程研究所,碩士班(日間),1
,101,1,公立,一般大學,13,國立中正大學,成人及繼續教育學系,博士班,1
,101,1,公立,一般大學,13,國立中正大學,中國文學系,博士班,1
,101,1,公立,一般大學,13,國立中正大學,外國語文學系,學士班(日間),2
,101,1,公立,一般大學,13,國立中正大學,歷史學系,學士班(日間),4
,101,1,公立,一般大學,13,國立中正大學,歷史學系,碩士班(日間),3
,101,1,公立,一般大學,13,國立中正大學,哲學系,學士班(日間),1
,101,1,公立,一般大學,13,國立中正大學,經濟學系,學士班(日間),1
,101,1,公立,一般大學,13,國立中正大學,經濟學系(國際經濟學研究所),碩士在職專班,3
,101,1,公立,一般大學,13,國立中正大學,政治學系,學士班(日間),2
,101,1,公立,一般大學,13,國立中正大學,政治學系,碩士班(日間),3
,101,1,公立,一般大學,13,國立中正大學,心理學系,博士班,1
,101,1,公立,一般大學,13,國立中正大學,台灣文學研究所(台灣文化碩士在職專班),碩士在職專班,19
,101,1,公立,一般大學,13,國立中正大學,戰略暨國際事務研究所,碩士班(日間),1
,101,1,公立,一般大學,13,國立中正大學,勞工關係學系,學士班(日間),2
,101,1,公立,一般大學,13,國立中正大學,勞工關係學系,碩士班(日間),2
,101,1,公立,一般大學,13,國立中正大學,犯罪防治學系,博士班,1
,101,1,公立,一般大學,13,國立中正大學,企業管理學系,學士班(日間),4
,101,1,公立,一般大學,13,國立中正大學,企業管理學系,碩士班(日間),1
,101,1,公立,一般大學,13,國立中正大學,企業管理學系,碩士在職專班,2
,101,1,公立,一般大學,13,國立中正大學,財務金融學系,碩士在職專班,1
,101,1,公立,一般大學,13,國立中正大學,法律學系,碩士班(日間),1
,101,1,公立,一般大學,13,國立中正大學,財經法律學系,學士班(日間),4
,101,1,公立,一般大學,13,國立中正大學,生命科學系,學士班(日間),2
,101,1,公立,一般大學,13,國立中正大學,化學暨生物化學系,學士班(日間),1
,101,1,公立,一般大學,13,國立中正大學,物理學系,碩士班(日間),1
,101,1,公立,一般大學,13,國立中正大學,數學系(應用數學研究所),碩士班(日間),3
,101,1,公立,一般大學,13,國立中正大學,資訊管理學系,碩士班(日間),1
,101,1,公立,一般大學,13,國立中正大學,資訊管理學系,博士班,1
,101,1,公立,一般大學,13,國立中正大學,資訊工程學系,學士班(日間),1
,101,1,公立,一般大學,13,國立中正大學,機械工程學系,學士班(日間),1
,101,1,公立,一般大學,13,國立中正大學,機械工程學系,碩士班(日間),3
,101,1,公立,一般大學,13,國立中正大學,化學工程學系,學士班(日間),1
,101,1,公立,一般大學,13,國立中正大學,運動競技學系,學士班(日間),1
,101,1,公立,一般大學,14,國立高雄師範大學,教育學系,學士班(日間),1
,101,1,公立,一般大學,14,國立高雄師範大學,教育學系,碩士班(日間),1
,101,1,公立,一般大學,14,國立高雄師範大學,華語文教學研究所,碩士班(日間),3
,101,1,公立,一般大學,14,國立高雄師範大學,科學教育研究所,碩士班(日間),1
,101,1,公立,一般大學,14,國立高雄師範大學,工業科技教育學系,碩士班(日間),8
,101,1,公立,一般大學,14,國立高雄師範大學,工業科技教育學系,博士班,1
,101,1,公立,一般大學,14,國立高雄師範大學,體育學系,碩士班(日間),1
,101,1,公立,一般大學,14,國立高雄師範大學,成人教育研究所,碩士班(日間),1
,101,1,公立,一般大學,14,國立高雄師範大學,特殊教育學系,學士班(日間),1
,101,1,公立,一般大學,14,國立高雄師範大學,特殊教育學系,博士班,2
,101,1,公立,一般大學,14,國立高雄師範大學,性別教育研究所,碩士班(日間),1
,101,1,公立,一般大學,14,國立高雄師範大學,國文學系,學士班(日間),4
,101,1,公立,一般大學,14,國立高雄師範大學,國文學系,博士班,1
,101,1,公立,一般大學,14,國立高雄師範大學,英語學系,學士班(日間),2
,101,1,公立,一般大學,14,國立高雄師範大學,英語學系,碩士班(日間),9
,101,1,公立,一般大學,14,國立高雄師範大學,英語學系,博士班,4
,101,1,公立,一般大學,14,國立高雄師範大學,視覺設計學系,碩士班(日間),1
,101,1,公立,一般大學,14,國立高雄師範大學,諮商心理與復健諮商研究所,碩士班(日間),1
,101,1,公立,一般大學,14,國立高雄師範大學,地理學系,碩士班(日間),1
,101,1,公立,一般大學,14,國立高雄師範大學,事業經營學系,學士班(日間),3
,101,1,公立,一般大學,14,國立高雄師範大學,人力與知識管理研究所,碩士班(日間),1
,101,1,公立,一般大學,14,國立高雄師範大學,生物科技系,碩士班(日間),1
,101,1,公立,一般大學,14,國立高雄師範大學,化學系,學士班(日間),2
,101,1,公立,一般大學,14,國立高雄師範大學,數學系,學士班(日間),3
,101,1,公立,一般大學,14,國立高雄師範大學,數學系,碩士班(日間),1
,101,1,公立,一般大學,14,國立高雄師範大學,軟體工程學系,學士班(日間),1
,101,1,公立,一般大學,14,國立高雄師範大學,電子工程學系,學士班(日間),1
,101,1,公立,一般大學,14,國立高雄師範大學,光電與通訊工程學系,學士班(日間),1
,101,1,公立,一般大學,15,國立彰化師範大學,商業教育學系,碩士班(日間),2
,101,1,公立,一般大學,15,國立彰化師範大學,商業教育學系,博士班,1
,101,1,公立,一般大學,15,國立彰化師範大學,特殊教育學系,碩士班(日間),1
,101,1,公立,一般大學,15,國立彰化師範大學,美術學系,學士班(日間),4
,101,1,公立,一般大學,15,國立彰化師範大學,台灣文學研究所,碩士班(日間),1
,101,1,公立,一般大學,15,國立彰化師範大學,歷史學研究所,碩士班(日間),7
,101,1,公立,一般大學,15,國立彰化師範大學,輔導與諮商學系,碩士班(日間),1
,101,1,公立,一般大學,15,國立彰化師範大學,數學系,博士班,1
,101,1,公立,一般大學,15,國立彰化師範大學,運動健康研究所,碩士班(日間),2
,101,1,公立,一般大學,16,國立陽明大學,科技與社會研究所,碩士班(日間),2
,101,1,公立,一般大學,16,國立陽明大學,生命科學系暨基因體科學研究所,學士班(日間),2
,101,1,公立,一般大學,16,國立陽明大學,生醫光電研究所,碩士班(日間),1
,101,1,公立,一般大學,16,國立陽明大學,生物醫學工程學系,學士班(日間),1
,101,1,公立,一般大學,16,國立陽明大學,生物醫學工程學系,博士班,1
,101,1,公立,一般大學,16,國立陽明大學,醫學系,學士班(日間),4
,101,1,公立,一般大學,16,國立陽明大學,神經科學研究所,碩士班(日間),6
,101,1,公立,一般大學,16,國立陽明大學,神經科學研究所,博士班,3
,101,1,公立,一般大學,16,國立陽明大學,公共衛生研究所,博士班,1
,101,1,公立,一般大學,16,國立陽明大學,衛生福利研究所,博士班,2
,101,1,公立,一般大學,16,國立陽明大學,護理學系,碩士在職專班,1
,101,1,公立,一般大學,16,國立陽明大學,護理學系,博士班,11
,101,1,公立,一般大學,16,國立陽明大學,臨床暨社區護理研究所,碩士班(日間),7
,101,1,公立,一般大學,16,國立陽明大學,生物醫學影像暨放射科學系,學士班(日間),7
,101,1,公立,一般大學,16,國立陽明大學,生物醫學影像暨放射科學系,碩士班(日間),1
,101,1,公立,一般大學,16,國立陽明大學,牙醫學系,學士班(日間),4
,101,1,公立,一般大學,17,國立臺北大學,中國文學系,學士班(日間),4
,101,1,公立,一般大學,17,國立臺北大學,中國文學系,碩士班(日間),5
,101,1,公立,一般大學,17,國立臺北大學,應用外語學系,學士班(日間),4
,101,1,公立,一般大學,17,國立臺北大學,歷史學系,學士班(日間),3
,101,1,公立,一般大學,17,國立臺北大學,歷史學系,碩士班(日間),4
,101,1,公立,一般大學,17,國立臺北大學,經濟學系,學士班(日間),2
,101,1,公立,一般大學,17,國立臺北大學,經濟學系,碩士班(日間),1
,101,1,公立,一般大學,17,國立臺北大學,社會學系,學士班(日間),1
,101,1,公立,一般大學,17,國立臺北大學,社會學系,碩士班(日間),1
,101,1,公立,一般大學,17,國立臺北大學,公共行政暨政策學系,學士班(日間),13
,101,1,公立,一般大學,17,國立臺北大學,會計學系,學士班(日間),3
,101,1,公立,一般大學,17,國立臺北大學,會計學系,學士班(進修),6
,101,1,公立,一般大學,17,國立臺北大學,會計學系,博士班,1
,101,1,公立,一般大學,17,國立臺北大學,企業管理學系,學士班(日間),18
,101,1,公立,一般大學,17,國立臺北大學,不動產與城鄉環境學系,學士班(日間),6
,101,1,公立,一般大學,17,國立臺北大學,不動產與城鄉環境學系,博士班,1
,101,1,公立,一般大學,17,國立臺北大學,法律學系,學士班(日間),7
,101,1,公立,一般大學,17,國立臺北大學,法律學系,碩士班(日間),2
,101,1,公立,一般大學,17,國立臺北大學,統計學系,學士班(日間),6
,101,1,公立,一般大學,17,國立臺北大學,電機工程學系,碩士班(日間),1
,101,1,公立,一般大學,17,國立臺北大學,資訊工程學系,學士班(日間),2
,101,1,公立,一般大學,17,國立臺北大學,都市計劃研究所,碩士班(日間),2
,101,1,公立,一般大學,17,國立臺北大學,都市計劃研究所,博士班,1
,101,1,公立,一般大學,17,國立臺北大學,社會工作學系,學士班(日間),4
,101,1,公立,一般大學,17,國立臺北大學,社會工作學系,碩士班(日間),11
,101,1,公立,一般大學,17,國立臺北大學,休閒運動與管理學系,學士班(日間),4
,101,1,公立,一般大學,18,國立嘉義大學,教育行政與政策發展研究所,碩士在職專班,2
,101,1,公立,一般大學,18,國立嘉義大學,音樂學系,學士班(日間),1
,101,1,公立,一般大學,18,國立嘉義大學,外國語言學系,碩士班(日間),1
,101,1,公立,一般大學,18,國立嘉義大學,輔導與諮商學系,學士班(日間),2
,101,1,公立,一般大學,18,國立嘉義大學,輔導與諮商學系,碩士班(日間),1
,101,1,公立,一般大學,18,國立嘉義大學,輔導與諮商學系(林森校區),碩士在職專班,3
,101,1,公立,一般大學,18,國立嘉義大學,管理學院碩士在職專班,碩士在職專班,7
,101,1,公立,一般大學,18,國立嘉義大學,資訊工程學系,碩士班(日間),1
,101,1,公立,一般大學,18,國立嘉義大學,土木與水資源工程學系,碩士班(日間),3
,101,1,公立,一般大學,18,國立嘉義大學,食品科學系,博士班,1
,101,1,公立,一般大學,19,國立高雄大學,西洋語文學系,學士班(日間),5
,101,1,公立,一般大學,19,國立高雄大學,東亞語文學系,學士班(日間),3
,101,1,公立,一般大學,19,國立高雄大學,應用經濟學系,學士班(日間),4
,101,1,公立,一般大學,19,國立高雄大學,金融管理學系,學士班(日間),2
,101,1,公立,一般大學,19,國立高雄大學,法律學系,學士班(日間),5
,101,1,公立,一般大學,19,國立高雄大學,法律學系,碩士班(日間),1
,101,1,公立,一般大學,19,國立高雄大學,財經法律學系,學士班(日間),5
,101,1,公立,一般大學,19,國立高雄大學,政治法律學系,學士班(進修),1
