學年度,學期,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別,修讀雙主修人次小計,修讀雙主修人次男,修讀雙主修人次女
109,1,私立,一般大學,1002,輔仁大學,03211001,大眾傳播學士學位學程,學士班(進修),1,0,1
109,1,私立,一般大學,1002,輔仁大學,03212053,新聞傳播學系,學士班(日間),7,3,4
109,1,私立,一般大學,1002,輔仁大學,03213070,影像傳播學系,學士班(日間),10,3,7
109,1,私立,一般大學,1002,輔仁大學,03222065,圖書資訊學系,學士班(日間),11,2,9
109,1,私立,一般大學,1002,輔仁大學,03222065,圖書資訊學系,學士班(進修),1,1,0
109,1,私立,一般大學,1002,輔仁大學,04111054,會計學系,學士班(日間),6,0,6
109,1,私立,一般大學,1002,輔仁大學,04121027,金融與國際企業學系,學士班(日間),17,4,13
109,1,私立,一般大學,1002,輔仁大學,04131015,企業管理學系,學士班(日間),15,1,14
109,1,私立,一般大學,1002,輔仁大學,04131039,商業管理學士學位學程,學士班(進修),5,3,2
109,1,私立,一般大學,1002,輔仁大學,04143069,廣告傳播學系,學士班(日間),7,1,6
109,1,私立,一般大學,1002,輔仁大學,04211020,法律學系,學士班(日間),11,3,8
109,1,私立,一般大學,1002,輔仁大學,04211020,法律學系,學士班(進修),1,0,1
109,1,私立,一般大學,1002,輔仁大學,04211020,學士後法律學系,學士班(日間),2,2,0
109,1,私立,一般大學,1002,輔仁大學,04211038,財經法律學系,學士班(日間),4,2,2
109,1,私立,一般大學,1002,輔仁大學,05111011,生命科學系,學士班(日間),12,3,9
109,1,私立,一般大學,1002,輔仁大學,05311005,化學系,學士班(日間),1,1,0
109,1,私立,一般大學,1002,輔仁大學,05331022,物理學系,學士班(日間),3,3,0
109,1,私立,一般大學,1002,輔仁大學,05411073,數學系,學士班(日間),12,7,5
109,1,私立,一般大學,1002,輔仁大學,05421049,統計資訊學系,學士班(日間),9,3,6
109,1,私立,一般大學,1002,輔仁大學,06131058,資訊工程學系,學士班(日間),4,3,1
109,1,私立,一般大學,1002,輔仁大學,06131059,資訊管理學系,學士班(日間),6,1,5
109,1,私立,一般大學,1002,輔仁大學,06132050,軟體工程與數位創意學士學位學程,學士班(進修),1,0,1
109,1,私立,一般大學,1002,輔仁大學,06199086,醫學資訊與創新應用學士學位學程,學士班(日間),6,1,5
109,1,私立,一般大學,1002,輔仁大學,07141064,電機工程學系,學士班(日間),1,0,1
109,1,私立,一般大學,1002,輔仁大學,07211035,食品科學系,學士班(日間),4,1,3
109,1,私立,一般大學,1002,輔仁大學,07312052,景觀設計學系,學士班(日間),4,1,3
109,1,私立,一般大學,1002,輔仁大學,09121085,醫學系,學士班(日間),1,0,1
109,1,私立,一般大學,1002,輔仁大學,09131088,護理學系,學士班(日間),3,0,3
109,1,私立,一般大學,1002,輔仁大學,09152084,職能治療學系,學士班(日間),1,1,0
109,1,私立,一般大學,1002,輔仁大學,09191004,公共衛生學系,學士班(日間),9,3,6
109,1,私立,一般大學,1002,輔仁大學,09199018,呼吸治療學系,學士班(日間),1,0,1
109,1,私立,一般大學,1002,輔仁大學,09221017,兒童與家庭學系,學士班(日間),6,0,6
109,1,私立,一般大學,1002,輔仁大學,09231024,社會工作學系,學士班(日間),7,1,6
109,1,私立,一般大學,1002,輔仁大學,10131075,餐旅管理學系,學士班(日間),16,2,14
109,1,私立,一般大學,1002,輔仁大學,10141089,體育學系,學士班(日間),11,6,5
109,1,私立,一般大學,1003,東吳大學,02151001,音樂學系,學士班(日間),3,0,3
109,1,私立,一般大學,1003,東吳大學,02221006,歷史學系,學士班(日間),47,23,24
109,1,私立,一般大學,1003,東吳大學,02231007,哲學系,學士班(日間),39,12,27
109,1,私立,一般大學,1003,東吳大學,02311004,英文學系,學士班(日間),47,17,30
109,1,私立,一般大學,1003,東吳大學,02311004,英文學系,學士班(進修),1,1,0
109,1,私立,一般大學,1003,東吳大學,02311005,日本語文學系,學士班(日間),71,13,58
109,1,私立,一般大學,1003,東吳大學,02311005,日本語文學系,學士班(進修),1,0,1
109,1,私立,一般大學,1003,東吳大學,02311012,德國文化學系,學士班(日間),58,13,45
109,1,私立,一般大學,1003,東吳大學,02322002,中國文學系,學士班(日間),76,21,55
109,1,私立,一般大學,1003,東吳大學,03111008,經濟學系,學士班(日間),50,17,33
109,1,私立,一般大學,1003,東吳大學,03121009,政治學系,學士班(日間),63,35,28
109,1,私立,一般大學,1003,東吳大學,03131011,心理學系,學士班(日間),13,3,10
109,1,私立,一般大學,1003,東吳大學,03141010,社會學系,學士班(日間),76,16,60
109,1,私立,一般大學,1003,東吳大學,04111015,會計學系,學士班(日間),19,3,16
109,1,私立,一般大學,1003,東吳大學,04121027,財務工程與精算數學系,學士班(日間),23,14,9
109,1,私立,一般大學,1003,東吳大學,04131016,企業管理學系,學士班(日間),40,13,27
109,1,私立,一般大學,1003,東吳大學,04141019,國際經營與貿易學系,學士班(日間),31,7,24
109,1,私立,一般大學,1003,東吳大學,04199031,巨量資料管理學院學士學位學程,學士班(日間),22,6,16
109,1,私立,一般大學,1003,東吳大學,04211021,法律學系,學士班(日間),52,23,29
109,1,私立,一般大學,1003,東吳大學,05122022,微生物學系,學士班(日間),1,0,1
109,1,私立,一般大學,1003,東吳大學,05311023,化學系,學士班(日間),1,1,0
109,1,私立,一般大學,1003,東吳大學,05331024,物理學系,學士班(日間),1,1,0
109,1,私立,一般大學,1003,東吳大學,05411025,數學系,學士班(日間),7,3,4
109,1,私立,一般大學,1003,東吳大學,06131028,資訊管理學系,學士班(日間),13,6,7
109,1,私立,一般大學,1003,東吳大學,09231030,社會工作學系,學士班(日間),59,13,46
109,1,私立,一般大學,1004,中原大學,01113002,特殊教育學系,學士班(日間),4,1,3
109,1,私立,一般大學,1004,中原大學,02112008,商業設計學系,學士班(日間),2,1,1
109,1,私立,一般大學,1004,中原大學,02122048,設計學院設計學士原住民專班,學士班(日間),1,0,1
109,1,私立,一般大學,1004,中原大學,02124009,室內設計學系,學士班(日間),2,0,2
109,1,私立,一般大學,1004,中原大學,02299053,人文與教育學院學士學位學程,學士班(日間),1,1,0
109,1,私立,一般大學,1004,中原大學,02311005,應用外國語文學系,學士班(日間),12,0,12
109,1,私立,一般大學,1004,中原大學,02323004,應用華語文學系,學士班(日間),10,2,8
109,1,私立,一般大學,1004,中原大學,03131011,心理學系,學士班(日間),7,2,5
109,1,私立,一般大學,1004,中原大學,04111013,會計學系,學士班(日間),8,4,4
109,1,私立,一般大學,1004,中原大學,04121019,財務金融學系,學士班(日間),13,8,5
109,1,私立,一般大學,1004,中原大學,04131014,企業管理學系,學士班(日間),25,4,21
109,1,私立,一般大學,1004,中原大學,04141018,國際經營與貿易學系,學士班(日間),17,3,14
109,1,私立,一般大學,1004,中原大學,04199020,商學院學士學位學程,學士班(日間),2,1,1
109,1,私立,一般大學,1004,中原大學,04212021,財經法律學系,學士班(日間),6,1,5
109,1,私立,一般大學,1004,中原大學,05121022,生物科技學系,學士班(日間),4,0,4
109,1,私立,一般大學,1004,中原大學,05311023,化學系,學士班(日間),1,0,1
109,1,私立,一般大學,1004,中原大學,05331024,物理學系,學士班(日間),1,1,0
109,1,私立,一般大學,1004,中原大學,05399052,理學院學士學位學程,學士班(日間),1,1,0
109,1,私立,一般大學,1004,中原大學,05411027,應用數學系,學士班(日間),1,1,0
109,1,私立,一般大學,1004,中原大學,06131028,資訊管理學系,學士班(日間),10,5,5
109,1,私立,一般大學,1004,中原大學,07111037,化學工程學系,學士班(日間),4,1,3
109,1,私立,一般大學,1004,中原大學,07121042,環境工程學系,學士班(日間),1,0,1
109,1,私立,一般大學,1004,中原大學,07141030,電子工程學系,學士班(日間),1,1,0
109,1,私立,一般大學,1004,中原大學,07141031,資訊工程學系,學士班(日間),2,2,0
109,1,私立,一般大學,1004,中原大學,07141033,電機資訊學院人工智慧應用學士學位學程,學士班(日間),3,1,2
109,1,私立,一般大學,1004,中原大學,07141033,電機資訊學院學士班,學士班(日間),1,0,1
109,1,私立,一般大學,1004,中原大學,07151034,機械工程學系,學士班(日間),4,2,2
109,1,私立,一般大學,1004,中原大學,07191041,工業與系統工程學系,學士班(日間),3,3,0
109,1,私立,一般大學,1004,中原大學,07193043,生物醫學工程學系,學士班(日間),1,1,0
109,1,私立,一般大學,1004,中原大學,07311046,建築學系,學士班(日間),1,0,1
109,1,私立,一般大學,1004,中原大學,07312047,景觀學系,學士班(日間),1,0,1
109,1,私立,一般大學,1004,中原大學,07321035,土木工程學系,學士班(日間),1,1,0
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,01116092,教育科技學系,學士班(日間),5,1,4
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02221078,歷史學系,學士班(日間),33,9,24
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311081,俄國語文學系,學士班(日間),14,4,10
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311082,日本語文學系,學士班(日間),25,5,20
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311084,西班牙語文學系,學士班(日間),19,2,17
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311085,德國語文學系,學士班(日間),11,2,9
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311086,法國語文學系,學士班(日間),27,9,18
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311088,英文學系,學士班(日間),22,4,18
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02322090,中國文學學系,學士班(日間),26,2,24
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03111075,產業經濟學系,學士班(日間),5,4,1
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03111076,經濟學系,學士班(日間),14,5,9
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03211055,大眾傳播學系,學士班(日間),1,0,1
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03222052,資訊與圖書館學系,學士班(日間),21,4,17
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04111051,會計學系,學士班(日間),2,0,2
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04121035,商管學院全球財務管理全英語學士學位學程,學士班(日間),2,0,2
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04121037,財務金融學系,學士班(日間),13,4,9
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04123104,風險管理與保險學系,學士班(日間),5,1,4
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131040,國際企業學系,學士班(日間),12,2,10
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131047,管理科學學系,學士班(日間),5,2,3
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131049,企業管理學系,學士班(日間),29,9,20
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04134061,公共行政學系,學士班(日間),5,4,1
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05331030,物理學系,學士班(日間),1,1,0
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05399029,理學院尖端材料科學學士學位學程,學士班(日間),2,2,0
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05411026,數學學系,學士班(日間),3,2,1
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05421024,統計學系,學士班(日間),13,5,8
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06131018,資訊工程學系,學士班(日間),2,1,1
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06131023,資訊管理學系,學士班(日間),6,3,3
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07141019,電機工程學系,學士班(日間),3,2,1
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07151015,機械與機電工程學系,學士班(日間),1,1,0
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07162017,航空太空工程學系,學士班(日間),1,0,1
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07311007,建築學系,學士班(日間),2,0,2
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07321012,土木工程學系,學士班(日間),2,1,1
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,10411002,運輸管理學系,學士班(日間),3,1,2
109,1,私立,一般大學,1006,中國文化大學,01111046,教育學系,學士班(日間),26,5,21
109,1,私立,一般大學,1006,中國文化大學,01141023,體育學系,學士班(日間),3,1,2
109,1,私立,一般大學,1006,中國文化大學,02112060,數位媒體學士學位學程,學士班(進修),1,0,1
109,1,私立,一般大學,1006,中國文化大學,02131059,美術學系,學士班(日間),3,1,2
109,1,私立,一般大學,1006,中國文化大學,02151007,中國音樂學系,學士班(日間),4,0,4
109,1,私立,一般大學,1006,中國文化大學,02151040,音樂學系,學士班(日間),5,2,3
109,1,私立,一般大學,1006,中國文化大學,02152008,中國戲劇學系,學士班(日間),13,4,9
109,1,私立,一般大學,1006,中國文化大學,02152009,舞蹈學系,學士班(日間),2,0,2
109,1,私立,一般大學,1006,中國文化大學,02152043,戲劇學系,學士班(日間),8,2,6
109,1,私立,一般大學,1006,中國文化大學,02221098,史學系,學士班(日間),15,7,8
109,1,私立,一般大學,1006,中國文化大學,02231081,哲學系,學士班(日間),13,5,8
109,1,私立,一般大學,1006,中國文化大學,02311010,韓國語文學系,學士班(日間),3,0,3
109,1,私立,一般大學,1006,中國文化大學,02311047,俄國語文學系,學士班(日間),3,0,3
109,1,私立,一般大學,1006,中國文化大學,02311052,英國語文學系,學士班(日間),4,0,4
109,1,私立,一般大學,1006,中國文化大學,02311077,日本語文學系,學士班(日間),5,1,4
109,1,私立,一般大學,1006,中國文化大學,02311079,德國語文學系,學士班(日間),6,0,6
109,1,私立,一般大學,1006,中國文化大學,02311089,法國語文學系,學士班(日間),14,4,10
109,1,私立,一般大學,1006,中國文化大學,02322001,中國文學系,學士班(日間),38,7,31
109,1,私立,一般大學,1006,中國文化大學,03111099,經濟學系,學士班(日間),3,3,0
109,1,私立,一般大學,1006,中國文化大學,03121061,政治學系,學士班(日間),8,5,3
109,1,私立,一般大學,1006,中國文化大學,03131004,心理輔導學系,學士班(日間),5,1,4
109,1,私立,一般大學,1006,中國文化大學,03142088,地理學系,學士班(日間),6,3,3
109,1,私立,一般大學,1006,中國文化大學,03199051,勞動暨人力資源學系,學士班(日間),7,0,7
109,1,私立,一般大學,1006,中國文化大學,03211036,大眾傳播學系,學士班(日間),2,2,0
109,1,私立,一般大學,1006,中國文化大學,03212033,新聞學系,學士班(日間),8,2,6
109,1,私立,一般大學,1006,中國文化大學,03214101,資訊傳播學系,學士班(日間),1,1,0
109,1,私立,一般大學,1006,中國文化大學,04111065,會計學系,學士班(日間),5,2,3
109,1,私立,一般大學,1006,中國文化大學,04121037,財務金融學系,學士班(日間),6,1,5
109,1,私立,一般大學,1006,中國文化大學,04131015,國際企業管理學系,學士班(日間),8,0,8
109,1,私立,一般大學,1006,中國文化大學,04134012,行政管理學系,學士班(日間),13,4,9
109,1,私立,一般大學,1006,中國文化大學,04141041,國際貿易學系,學士班(日間),13,1,12
109,1,私立,一般大學,1006,中國文化大學,04141041,國際貿易學系,學士班(進修),1,1,0
109,1,私立,一般大學,1006,中國文化大學,04143013,廣告學系,學士班(日間),4,1,3
109,1,私立,一般大學,1006,中國文化大學,04143013,廣告學系,學士班(進修),1,0,1
109,1,私立,一般大學,1006,中國文化大學,04211020,法律學系,學士班(日間),16,4,12
109,1,私立,一般大學,1006,中國文化大學,05311026,化學系,學士班(日間),1,1,0
109,1,私立,一般大學,1006,中國文化大學,05321112,地質學系,學士班(日間),4,1,3
109,1,私立,一般大學,1006,中國文化大學,05322097,大氣科學系,學士班(日間),2,2,0
109,1,私立,一般大學,1006,中國文化大學,05411114,應用數學系,學士班(日間),1,1,0
109,1,私立,一般大學,1006,中國文化大學,06131021,資訊工程學系,學士班(日間),2,2,0
109,1,私立,一般大學,1006,中國文化大學,06132006,資訊管理學系,學士班(日間),4,1,3
109,1,私立,一般大學,1006,中國文化大學,07111028,化學工程與材料工程學系,學士班(日間),1,0,1
109,1,私立,一般大學,1006,中國文化大學,07141085,電機工程學系,學士班(日間),1,0,1
109,1,私立,一般大學,1006,中國文化大學,07151107,機械工程學系,學士班(日間),2,2,0
109,1,私立,一般大學,1006,中國文化大學,07311068,建築及都市設計學系,學士班(日間),1,0,1
109,1,私立,一般大學,1006,中國文化大學,07312103,景觀學系,學士班(日間),2,1,1
109,1,私立,一般大學,1006,中國文化大學,08112116,動物科學系,學士班(日間),1,0,1
109,1,私立,一般大學,1006,中國文化大學,08121106,園藝暨生物技術學系,學士班(日間),3,1,2
109,1,私立,一般大學,1006,中國文化大學,08211054,森林暨自然保育學系,學士班(日間),2,0,2
109,1,私立,一般大學,1006,中國文化大學,09299082,社會福利學系,學士班(日間),7,1,6
109,1,私立,一般大學,1006,中國文化大學,10111090,生活應用科學系,學士班(日間),7,0,7
109,1,私立,一般大學,1006,中國文化大學,10141002,技擊運動暨國術學系,學士班(日間),4,2,2
109,1,私立,一般大學,1006,中國文化大學,10142093,運動與健康促進學系,學士班(日間),6,2,4
109,1,私立,一般大學,1006,中國文化大學,10151005,觀光事業學系,學士班(日間),4,2,2
109,1,私立,一般大學,1007,逢甲大學,02311002,外國語文學系,學士班(日間),4,0,4
109,1,私立,一般大學,1007,逢甲大學,02322001,中國文學系,學士班(日間),6,2,4
109,1,私立,一般大學,1007,逢甲大學,03111009,經濟學系,學士班(日間),3,0,3
109,1,私立,一般大學,1007,逢甲大學,03111012,合作經濟暨社會事業經營學系,學士班(日間),1,0,1
109,1,私立,一般大學,1007,逢甲大學,04111017,會計學系,學士班(日間),1,1,0
109,1,私立,一般大學,1007,逢甲大學,04121028,財務工程與精算學士學位學程,學士班(日間),1,0,1
109,1,私立,一般大學,1007,逢甲大學,04123029,風險管理與保險學系,學士班(日間),2,2,0
109,1,私立,一般大學,1007,逢甲大學,04131019,企業管理學系,學士班(日間),4,2,2
109,1,私立,一般大學,1007,逢甲大學,04134086,土地管理學系,學士班(日間),1,0,1
109,1,私立,一般大學,1007,逢甲大學,04141024,國際經營與貿易學系,學士班(日間),1,0,1
109,1,私立,一般大學,1007,逢甲大學,04141024,國際經營與貿易學系國際企業管理全英語學士班,學士班(日間),1,0,1
109,1,私立,一般大學,1007,逢甲大學,04143033,行銷學系,學士班(日間),3,1,2
109,1,私立,一般大學,1007,逢甲大學,06131048,資訊工程學系,學士班(日間),2,1,1
109,1,私立,一般大學,1007,逢甲大學,07112069,材料科學與工程學系,學士班(日間),2,2,0
109,1,私立,一般大學,1007,逢甲大學,07121075,環境工程與科學學系,學士班(日間),3,2,1
109,1,私立,一般大學,1007,逢甲大學,07122077,水利工程與資源保育學系,學士班(日間),1,1,0
109,1,私立,一般大學,1007,逢甲大學,07141052,自動控制工程學系,學士班(日間),2,2,0
109,1,私立,一般大學,1007,逢甲大學,07141101,光電科學與工程學系,學士班(日間),2,2,0
109,1,私立,一般大學,1007,逢甲大學,07151061,機械與電腦輔助工程學系,學士班(日間),3,3,0
109,1,私立,一般大學,1007,逢甲大學,07151062,精密系統設計學士學位學程,學士班(日間),1,0,1
109,1,私立,一般大學,1007,逢甲大學,07191072,工業工程與系統管理學系,學士班(日間),3,2,1
109,1,私立,一般大學,1007,逢甲大學,07313087,都市計畫與空間資訊學系,學士班(日間),2,0,2
109,1,私立,一般大學,1007,逢甲大學,07321063,土木工程學系,學士班(日間),1,1,0
109,1,私立,一般大學,1007,逢甲大學,10411093,運輸與物流學系,學士班(日間),3,3,0
109,1,私立,一般大學,1008,靜宜大學,02311004,英國語文學系,學士班(日間),9,4,5
109,1,私立,一般大學,1008,靜宜大學,02311005,西班牙語文學系,學士班(日間),11,3,8
109,1,私立,一般大學,1008,靜宜大學,02311006,日本語文學系,學士班(日間),6,3,3
109,1,私立,一般大學,1008,靜宜大學,02311007,寰宇外語教育學士學位學程,學士班(日間),2,2,0
109,1,私立,一般大學,1008,靜宜大學,02321002,台灣文學系,學士班(日間),184,61,123
109,1,私立,一般大學,1008,靜宜大學,02322003,中國文學系,學士班(日間),9,3,6
109,1,私立,一般大學,1008,靜宜大學,04111011,會計學系,學士班(日間),5,1,4
109,1,私立,一般大學,1008,靜宜大學,04121019,財務金融學系,學士班(日間),4,3,1
109,1,私立,一般大學,1008,靜宜大學,04131012,企業管理學系,學士班(日間),3,2,1
109,1,私立,一般大學,1008,靜宜大學,04131015,國際企業學系,學士班(日間),7,1,6
109,1,私立,一般大學,1008,靜宜大學,04211020,法律學系,學士班(日間),2,1,1
109,1,私立,一般大學,1008,靜宜大學,05191031,食品營養學系,學士班(日間),1,0,1
109,1,私立,一般大學,1008,靜宜大學,05212021,生態人文學系,學士班(日間),4,0,4
109,1,私立,一般大學,1008,靜宜大學,05499036,財務工程學系,學士班(日間),64,38,26
109,1,私立,一般大學,1008,靜宜大學,05499037,資料科學暨大數據分析與應用學系,學士班(日間),3,3,0
109,1,私立,一般大學,1008,靜宜大學,06131027,資訊管理學系,學士班(日間),3,2,1
109,1,私立,一般大學,1008,靜宜大學,06132009,資訊傳播工程學系,學士班(日間),7,4,3
109,1,私立,一般大學,1008,靜宜大學,07141030,資訊工程學系,學士班(日間),5,4,1
109,1,私立,一般大學,1008,靜宜大學,09161035,化粧品科學系,學士班(日間),5,0,5
109,1,私立,一般大學,1008,靜宜大學,09231032,社會工作與兒童少年福利學系,學士班(日間),1,1,0
109,1,私立,一般大學,1008,靜宜大學,09231041,健康照顧社會工作學士學位學程原住民專班,學士班(日間),1,1,0
109,1,私立,一般大學,1008,靜宜大學,10151034,觀光事業學系,學士班(日間),5,3,2
109,1,私立,一般大學,1009,長庚大學,02122001,工業設計學系,學士班(日間),1,0,1
109,1,私立,一般大學,1009,長庚大學,04131005,工商管理學系,學士班(日間),1,0,1
109,1,私立,一般大學,1009,長庚大學,04133007,醫務管理學系,學士班(日間),9,0,9
109,1,私立,一般大學,1009,長庚大學,04133053,國際健康管理學士學位學程,學士班(日間),1,0,1
109,1,私立,一般大學,1009,長庚大學,05123012,生物醫學系,學士班(日間),1,1,0
109,1,私立,一般大學,1009,長庚大學,06131013,資訊管理學系,學士班(日間),5,1,4
109,1,私立,一般大學,1009,長庚大學,07111025,化工與材料工程學系,學士班(日間),1,1,0
109,1,私立,一般大學,1009,長庚大學,09121028,醫學系,學士班(日間),4,4,0
109,1,私立,一般大學,1009,長庚大學,09171031,中醫學系,學士班(日間),286,140,146
109,1,私立,一般大學,1010,元智大學,02191001,藝術與設計學系,學士班(日間),2,0,2
109,1,私立,一般大學,1010,元智大學,02299049,人文社會學院英語學士班,學士班(日間),2,0,2
109,1,私立,一般大學,1010,元智大學,02322004,中國語文學系,學士班(日間),3,3,0
109,1,私立,一般大學,1010,元智大學,03141009,社會暨政策科學學系,學士班(日間),4,2,2
109,1,私立,一般大學,1010,元智大學,04199018,管理學院學士班,學士班(日間),4,2,2
109,1,私立,一般大學,1010,元智大學,06133013,資訊傳播學系,學士班(日間),1,0,1
109,1,私立,一般大學,1010,元智大學,07111041,化學工程與材料科學學系,學士班(日間),1,1,0
109,1,私立,一般大學,1010,元智大學,07151037,機械工程學系,學士班(日間),2,1,1
109,1,私立,一般大學,1010,元智大學,07191043,工業工程與管理學系,學士班(日間),1,0,1
109,1,私立,一般大學,1010,元智大學,07194050,工程學院英語學士班,學士班(日間),1,0,1
109,1,私立,一般大學,1011,中華大學學校財團法人中華大學,02311001,外國語文學系,學士班(日間),1,0,1
109,1,私立,一般大學,1011,中華大學學校財團法人中華大學,02311002,應用日語學系,學士班(日間),3,2,1
109,1,私立,一般大學,1011,中華大學學校財團法人中華大學,04121012,財務管理學系,學士班(日間),1,1,0
109,1,私立,一般大學,1011,中華大學學校財團法人中華大學,10131041,餐旅管理學系,學士班(日間),1,1,0
109,1,私立,一般大學,1012,大葉大學,02112011,視覺傳達設計學系,學士班(日間),1,0,1
109,1,私立,一般大學,1012,大葉大學,02121002,造形藝術學系,學士班(日間),5,0,5
109,1,私立,一般大學,1012,大葉大學,02311004,英語學系,學士班(日間),2,0,2
109,1,私立,一般大學,1012,大葉大學,02311006,應用日語學系,學士班(日間),2,1,1
109,1,私立,一般大學,1012,大葉大學,03211018,傳播藝術學士學位學程,學士班(日間),1,0,1
109,1,私立,一般大學,1012,大葉大學,04111020,會計資訊學系,學士班(日間),1,0,1
109,1,私立,一般大學,1012,大葉大學,04121025,財務金融學系,學士班(日間),4,2,2
109,1,私立,一般大學,1012,大葉大學,04131021,企業管理學系,學士班(日間),2,1,1
109,1,私立,一般大學,1012,大葉大學,05121080,生物醫學系,學士班(日間),1,1,0
109,1,私立,一般大學,1012,大葉大學,06131036,資訊管理學系,學士班(日間),1,1,0
109,1,私立,一般大學,1012,大葉大學,07112050,材料科學與工程學系,學士班(日間),1,1,0
109,1,私立,一般大學,1012,大葉大學,09131065,護理學系,學士班(日間),1,0,1
109,1,私立,一般大學,1012,大葉大學,09141066,視光學系,學士班(日間),1,1,0
109,1,私立,一般大學,1012,大葉大學,09161064,藥用植物與保健學系,學士班(日間),1,1,0
109,1,私立,一般大學,1012,大葉大學,10131067,餐旅管理學系,學士班(日間),1,0,1
109,1,私立,一般大學,1012,大葉大學,10199074,烘焙暨飲料調製學士學位學程,學士班(日間),2,0,2
109,1,私立,一般大學,1012,大葉大學,10199075,婚禮企劃暨節慶管理學士學位學程,學士班(日間),1,0,1
109,1,私立,一般大學,1013,華梵大學,02211005,佛教學系,學士班(日間),1,0,1
109,1,私立,一般大學,1013,華梵大學,02322003,中國文學系,碩士班(日間),1,1,0
109,1,私立,一般大學,1014,義守大學,02311002,應用英語學系,學士班(日間),1,1,0
109,1,私立,一般大學,1014,義守大學,03211008,大眾傳播學系,學士班(日間),1,0,1
109,1,私立,一般大學,1014,義守大學,04141015,國際商務學系,學士班(日間),1,0,1
109,1,私立,一般大學,1014,義守大學,05121020,生物科技學系,學士班(日間),1,1,0
109,1,私立,一般大學,1014,義守大學,06131024,資訊管理學系,學士班(日間),1,1,0
109,1,私立,一般大學,1014,義守大學,07112034,材料科學與工程學系,學士班(日間),1,1,0
109,1,私立,一般大學,1014,義守大學,07141025,電機工程學系,學士班(日間),1,1,0
109,1,私立,一般大學,1014,義守大學,07151030,機械與自動化工程學系,學士班(日間),1,0,1
109,1,私立,一般大學,1014,義守大學,07321032,土木與生態工程學系,學士班(日間),1,0,1
109,1,私立,一般大學,1014,義守大學,09141061,醫學檢驗技術學系,學士班(日間),2,1,1
109,1,私立,一般大學,1014,義守大學,09191041,健康管理學系,學士班(進修),1,0,1
109,1,私立,一般大學,1014,義守大學,10151053,觀光學系,學士班(日間),1,0,1
109,1,私立,一般大學,1014,義守大學,10151055,國際觀光餐旅學系,學士班(日間),2,1,1
109,1,私立,一般大學,1014,義守大學,10151057,休閒事業管理學系,學士班(日間),1,0,1
109,1,私立,一般大學,1015,世新大學,02111018,廣播電視電影學系,學士班(日間),10,4,6
109,1,私立,一般大學,1015,世新大學,02112004,數位多媒體設計學系,學士班(日間),3,0,3
109,1,私立,一般大學,1015,世新大學,02311002,英語學系,學士班(日間),20,3,17
109,1,私立,一般大學,1015,世新大學,02311003,日本語文學系,學士班(日間),16,0,16
109,1,私立,一般大學,1015,世新大學,02322001,中國文學系,學士班(日間),15,3,12
109,1,私立,一般大學,1015,世新大學,03111005,經濟學系,學士班(日間),11,7,4
109,1,私立,一般大學,1015,世新大學,03141008,社會心理學系,學士班(日間),7,2,5
109,1,私立,一般大學,1015,世新大學,03212017,新聞學系,學士班(日間),16,3,13
109,1,私立,一般大學,1015,世新大學,03214013,資訊傳播學系,學士班(日間),10,3,7
109,1,私立,一般大學,1015,世新大學,03214014,口語傳播暨社群媒體學系,學士班(日間),10,3,7
