學年度,學期,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別,合作學校國家(地區)別,合作學校國家(地區)區域別,雙聯合作案件數
108,1,私立,一般大學,1028,臺北醫學大學,07193008,生醫材料暨組織工程研究所,碩士班(日間),法國,歐洲,1
108,1,私立,一般大學,1028,臺北醫學大學,07193008,生醫材料暨組織工程研究所,碩士班(日間),英國,歐洲,1
108,1,私立,一般大學,1028,臺北醫學大學,07193008,生醫材料暨組織工程研究所,博士班,法國,歐洲,1
108,1,私立,一般大學,1028,臺北醫學大學,07193008,生醫材料暨組織工程研究所,碩士班(日間),美國,北美洲,1
108,1,私立,一般大學,1028,臺北醫學大學,07193010,奈米醫學工程研究所,碩士班(日間),日本,其他亞洲地區,1
108,1,私立,一般大學,1028,臺北醫學大學,07193010,奈米醫學工程研究所,博士班,美國,北美洲,1
108,1,私立,一般大學,1028,臺北醫學大學,07193053,生醫光機電研究所,碩士班(日間),日本,其他亞洲地區,1
108,1,私立,一般大學,1028,臺北醫學大學,07211012,食品安全碩士學位學程,碩士班(日間),美國,北美洲,1
108,1,私立,一般大學,1028,臺北醫學大學,09111044,牙醫學系,碩士班(日間),泰國,東協,2
108,1,私立,一般大學,1028,臺北醫學大學,09111044,牙醫學系,博士班,泰國,東協,2
108,1,私立,一般大學,1028,臺北醫學大學,09111044,牙醫學系,博士班,日本,其他亞洲地區,1
108,1,私立,一般大學,1028,臺北醫學大學,09111044,牙醫學系,博士班,丹麥王國,歐洲,1
108,1,私立,一般大學,1028,臺北醫學大學,09121013,醫學系,學士班(日間),美國,北美洲,1
108,1,私立,一般大學,1028,臺北醫學大學,09121019,國際醫學研究博士學位學程,博士班,義大利共和國,歐洲,1
108,1,私立,一般大學,1028,臺北醫學大學,09121019,國際醫學研究碩士學位學程,碩士班(日間),加拿大,北美洲,1
108,1,私立,一般大學,1028,臺北醫學大學,09131037,護理學系,博士班,澳大利亞,其他亞洲地區,1
108,1,私立,一般大學,1028,臺北醫學大學,09141041,醫學檢驗暨生物技術學系,碩士班(日間),美國,北美洲,1
108,1,私立,一般大學,1028,臺北醫學大學,09141042,醫學資訊研究所,碩士班(日間),美國,北美洲,1
108,1,私立,一般大學,1028,臺北醫學大學,09141042,醫學資訊研究所,碩士在職專班,美國,北美洲,1
108,1,私立,一般大學,1028,臺北醫學大學,09161024,藥學系,學士班(日間),美國,北美洲,2
108,1,私立,一般大學,1028,臺北醫學大學,09161026,生藥學研究所,碩士班(日間),美國,北美洲,1
108,1,私立,一般大學,1028,臺北醫學大學,09161030,中草藥臨床藥物研發博士學位學程,博士班,義大利共和國,歐洲,1
108,1,私立,一般大學,1028,臺北醫學大學,09199035,呼吸治療學系,碩士班(日間),美國,北美洲,1
108,1,私立,技專校院,1032,明新學校財團法人明新科技大學,07151016,機械工程系,學士班(日間),菲律賓共和國,東協,1
108,1,私立,一般大學,1033,長榮大學,04111024,會計資訊學系,學士班(日間),馬來西亞,東協,1
108,1,私立,一般大學,1033,長榮大學,04121030,財務金融學系,學士班(日間),馬來西亞,東協,1
108,1,私立,一般大學,1033,長榮大學,04131025,企業管理學系,學士班(日間),馬來西亞,東協,1
108,1,私立,一般大學,1033,長榮大學,04131026,管理學院經營管理碩士班,碩士班(日間),澳大利亞,其他亞洲地區,1
108,1,私立,一般大學,1033,長榮大學,04131028,國際企業學系,學士班(日間),馬來西亞,東協,1
108,1,私立,一般大學,1033,長榮大學,04191022,國際財務與商務管理學士學位學程,學士班(日間),澳大利亞,其他亞洲地區,1
108,1,私立,一般大學,1033,長榮大學,04191022,國際財務與商務管理學士學位學程,學士班(日間),美國,北美洲,1
108,1,私立,一般大學,1033,長榮大學,06131037,資訊管理學系,學士班(日間),馬來西亞,東協,1
108,1,私立,一般大學,1033,長榮大學,06131039,資訊工程學系,學士班(日間),馬來西亞,東協,1
108,1,私立,一般大學,1033,長榮大學,07141041,科技工程與管理學系,學士班(日間),澳大利亞,其他亞洲地區,1
108,1,私立,一般大學,1033,長榮大學,10151057,觀光與餐飲管理學系,學士班(日間),瑞士聯邦,歐洲,1
108,1,私立,技專校院,1034,弘光科技大學,02311038,國際溝通英語系,學士班(日間),英國,歐洲,3
108,1,私立,技專校院,1034,弘光科技大學,10121031,化妝品應用系,學士班(日間),英國,歐洲,1
108,1,私立,一般大學,1035,中國醫藥大學,05121043,生物科技學系,碩士班(日間),美國,北美洲,1
108,1,私立,一般大學,1035,中國醫藥大學,05191021,營養學系,學士班(日間),美國,北美洲,1
108,1,私立,一般大學,1035,中國醫藥大學,09121006,基礎醫學研究所,碩士班(日間),美國,北美洲,2
108,1,私立,一般大學,1035,中國醫藥大學,09121014,中醫學系,博士班,瑞士聯邦,歐洲,1
108,1,私立,一般大學,1035,中國醫藥大學,09121014,中醫學系,學士班(日間),美國,北美洲,2
108,1,私立,一般大學,1035,中國醫藥大學,09141017,醫學檢驗生物技術學系,碩士班(日間),美國,北美洲,1
108,1,私立,一般大學,1035,中國醫藥大學,09161034,藥學系,碩士班(日間),美國,北美洲,1
108,1,私立,一般大學,1035,中國醫藥大學,09191026,公共衛生學系,碩士班(日間),美國,北美洲,2
108,1,私立,一般大學,1035,中國醫藥大學,09199053,食品暨藥物安全碩士學位學程,碩士班(日間),美國,北美洲,1
108,1,私立,技專校院,1040,建國科技大學,02311001,應用外語系,學士班(日間),日本,其他亞洲地區,1
108,1,私立,技專校院,1041,明志科技大學,02112003,視覺傳達設計系,學士班(日間),印度尼西亞共和國,東協,1
108,1,私立,技專校院,1041,明志科技大學,02112003,視覺傳達設計系,碩士班(日間),印度尼西亞共和國,東協,2
108,1,私立,技專校院,1041,明志科技大學,02112003,視覺傳達設計系,學士班(日間),美國,北美洲,1
108,1,私立,技專校院,1041,明志科技大學,02123004,工業設計系,學士班(日間),越南社會主義共和國,東協,1
108,1,私立,技專校院,1041,明志科技大學,02123004,工業設計系,碩士班(日間),印度尼西亞共和國,東協,1
108,1,私立,技專校院,1041,明志科技大學,02123004,工業設計系,學士班(日間),美國,北美洲,1
108,1,私立,技專校院,1041,明志科技大學,04131005,經營管理系,學士班(日間),越南社會主義共和國,東協,1
108,1,私立,技專校院,1041,明志科技大學,04131005,經營管理系,學士班(日間),印度尼西亞共和國,東協,1
108,1,私立,技專校院,1041,明志科技大學,04131005,經營管理系,碩士班(日間),西班牙王國,歐洲,1
108,1,私立,技專校院,1041,明志科技大學,04131005,經營管理系,學士班(日間),美國,北美洲,1
108,1,私立,技專校院,1041,明志科技大學,04131005,經營管理系,碩士班(日間),美國,北美洲,1
108,1,私立,技專校院,1041,明志科技大學,04131030,國際企業管理碩士學位學程(IMBA),碩士班(日間),印度尼西亞共和國,東協,5
108,1,私立,技專校院,1041,明志科技大學,04131030,國際企業管理碩士學位學程(IMBA),碩士班(日間),法國,歐洲,1
108,1,私立,技專校院,1041,明志科技大學,07111018,化學工程系,碩士班(日間),印度尼西亞共和國,東協,3
108,1,私立,技專校院,1041,明志科技大學,07111018,化學工程系,學士班(日間),美國,北美洲,1
108,1,私立,技專校院,1041,明志科技大學,07111018,化學工程系,碩士班(日間),美國,北美洲,1
108,1,私立,技專校院,1041,明志科技大學,07112022,材料工程系,碩士班(日間),印度尼西亞共和國,東協,3
108,1,私立,技專校院,1041,明志科技大學,07112022,材料工程系,學士班(日間),美國,北美洲,1
108,1,私立,技專校院,1041,明志科技大學,07112022,材料工程系,碩士班(日間),美國,北美洲,1
108,1,私立,技專校院,1041,明志科技大學,07121025,環境與安全衛生工程系,學士班(日間),美國,北美洲,1
108,1,私立,技專校院,1041,明志科技大學,07121025,環境與安全衛生工程系環境工程碩士班,碩士班(日間),印度尼西亞共和國,東協,3
108,1,私立,技專校院,1041,明志科技大學,07121025,環境與安全衛生工程系環境工程碩士班,碩士班(日間),美國,北美洲,1
108,1,私立,技專校院,1041,明志科技大學,07141010,電機工程系,學士班(日間),印度尼西亞共和國,東協,1
108,1,私立,技專校院,1041,明志科技大學,07141010,電機工程系,碩士班(日間),印度尼西亞共和國,東協,5
108,1,私立,技專校院,1041,明志科技大學,07141010,電機工程系,學士班(日間),美國,北美洲,1
108,1,私立,技專校院,1041,明志科技大學,07141010,電機工程系,碩士班(日間),美國,北美洲,1
108,1,私立,技專校院,1041,明志科技大學,07141011,電子工程系,學士班(日間),印度尼西亞共和國,東協,1
108,1,私立,技專校院,1041,明志科技大學,07141011,電子工程系,碩士班(日間),印度尼西亞共和國,東協,3
108,1,私立,技專校院,1041,明志科技大學,07141011,電子工程系,學士班(日間),美國,北美洲,1
108,1,私立,技專校院,1041,明志科技大學,07141011,電子工程系,碩士班(日間),美國,北美洲,1
108,1,私立,技專校院,1041,明志科技大學,07151014,機械工程系,學士班(日間),印度尼西亞共和國,東協,1
108,1,私立,技專校院,1041,明志科技大學,07151014,機械工程系,學士班(日間),美國,北美洲,1
108,1,私立,技專校院,1041,明志科技大學,07151014,機械工程系機械與機電工程碩士班,碩士班(日間),印度尼西亞共和國,東協,4
108,1,私立,技專校院,1041,明志科技大學,07151014,機械工程系機械與機電工程碩士班,碩士班(日間),美國,北美洲,1
108,1,私立,技專校院,1041,明志科技大學,07191024,工業工程與管理系,碩士班(日間),印度尼西亞共和國,東協,2
108,1,私立,技專校院,1041,明志科技大學,07191024,工業工程與管理系,學士班(日間),美國,北美洲,1
108,1,私立,技專校院,1045,嶺東科技大學,02112003,視覺傳達設計系,學士班(日間),日本,其他亞洲地區,1
108,1,私立,技專校院,1045,嶺東科技大學,02112003,視覺傳達設計系,學士班(進修),日本,其他亞洲地區,1
108,1,私立,技專校院,1045,嶺東科技大學,02112003,視覺傳達設計系,碩士班(日間),日本,其他亞洲地區,1
108,1,私立,技專校院,1045,嶺東科技大學,02112003,視覺傳達設計系,碩士在職專班,日本,其他亞洲地區,1
108,1,私立,技專校院,1045,嶺東科技大學,02112003,視覺傳達設計系,學士班(日間),英國,歐洲,3
108,1,私立,技專校院,1045,嶺東科技大學,02112003,視覺傳達設計系,學士班(進修),英國,歐洲,3
108,1,私立,技專校院,1045,嶺東科技大學,02112003,視覺傳達設計系,碩士班(日間),英國,歐洲,1
108,1,私立,技專校院,1045,嶺東科技大學,02112003,視覺傳達設計系,碩士在職專班,英國,歐洲,1
108,1,私立,技專校院,1045,嶺東科技大學,02112003,視覺傳達設計系,學士班(日間),美國,北美洲,2
108,1,私立,技專校院,1045,嶺東科技大學,02112003,視覺傳達設計系,學士班(進修),美國,北美洲,2
108,1,私立,技專校院,1045,嶺東科技大學,02112003,視覺傳達設計系,碩士班(日間),美國,北美洲,1
108,1,私立,技專校院,1045,嶺東科技大學,02112003,視覺傳達設計系,碩士在職專班,美國,北美洲,1
108,1,私立,技專校院,1045,嶺東科技大學,02112005,數位媒體設計系,學士班(日間),日本,其他亞洲地區,1
108,1,私立,技專校院,1045,嶺東科技大學,02112005,數位媒體設計系,學士班(進修),日本,其他亞洲地區,1
108,1,私立,技專校院,1045,嶺東科技大學,02112005,數位媒體設計系,碩士班(日間),日本,其他亞洲地區,1
108,1,私立,技專校院,1045,嶺東科技大學,02112005,數位媒體設計系,學士班(日間),英國,歐洲,2
108,1,私立,技專校院,1045,嶺東科技大學,02112005,數位媒體設計系,學士班(進修),英國,歐洲,2
108,1,私立,技專校院,1045,嶺東科技大學,02112005,數位媒體設計系,碩士班(日間),英國,歐洲,1
108,1,私立,技專校院,1045,嶺東科技大學,02112005,數位媒體設計系,學士班(日間),美國,北美洲,2
108,1,私立,技專校院,1045,嶺東科技大學,02112005,數位媒體設計系,學士班(進修),美國,北美洲,2
108,1,私立,技專校院,1045,嶺東科技大學,02112005,數位媒體設計系,碩士班(日間),美國,北美洲,1
108,1,私立,技專校院,1045,嶺東科技大學,02122002,流行設計系,學士班(日間),日本,其他亞洲地區,1
108,1,私立,技專校院,1045,嶺東科技大學,02122002,流行設計系,學士班(進修),日本,其他亞洲地區,1
108,1,私立,技專校院,1045,嶺東科技大學,02122002,流行設計系,碩士班(日間),日本,其他亞洲地區,1
108,1,私立,技專校院,1045,嶺東科技大學,02122002,流行設計系,學士班(日間),英國,歐洲,2
108,1,私立,技專校院,1045,嶺東科技大學,02122002,流行設計系,學士班(進修),英國,歐洲,2
108,1,私立,技專校院,1045,嶺東科技大學,02122002,流行設計系,碩士班(日間),英國,歐洲,1
108,1,私立,技專校院,1045,嶺東科技大學,02122002,流行設計系,學士班(日間),美國,北美洲,1
108,1,私立,技專校院,1045,嶺東科技大學,02122002,流行設計系,學士班(進修),美國,北美洲,1
108,1,私立,技專校院,1045,嶺東科技大學,02122002,流行設計系,碩士班(日間),美國,北美洲,1
108,1,私立,技專校院,1045,嶺東科技大學,02123008,創意產品設計系,學士班(日間),日本,其他亞洲地區,1
108,1,私立,技專校院,1045,嶺東科技大學,02123008,創意產品設計系,學士班(進修),日本,其他亞洲地區,1
108,1,私立,技專校院,1045,嶺東科技大學,02123008,創意產品設計系,碩士班(日間),日本,其他亞洲地區,1
108,1,私立,技專校院,1045,嶺東科技大學,02123008,創意產品設計系,學士班(日間),英國,歐洲,2
108,1,私立,技專校院,1045,嶺東科技大學,02123008,創意產品設計系,學士班(進修),英國,歐洲,2
108,1,私立,技專校院,1045,嶺東科技大學,02123008,創意產品設計系,碩士班(日間),英國,歐洲,1
108,1,私立,技專校院,1045,嶺東科技大學,02123008,創意產品設計系,學士班(日間),美國,北美洲,2
108,1,私立,技專校院,1045,嶺東科技大學,02123008,創意產品設計系,學士班(進修),美國,北美洲,2
108,1,私立,技專校院,1045,嶺東科技大學,02123008,創意產品設計系,碩士班(日間),美國,北美洲,1
108,1,私立,技專校院,1045,嶺東科技大學,02125039,服飾設計系,學士班(日間),日本,其他亞洲地區,1
108,1,私立,技專校院,1045,嶺東科技大學,02125039,服飾設計系,學士班(日間),英國,歐洲,2
108,1,私立,技專校院,1045,嶺東科技大學,02125039,服飾設計系,學士班(日間),美國,北美洲,1
108,1,私立,技專校院,1045,嶺東科技大學,02311001,應用外語系,學士班(日間),日本,其他亞洲地區,1
108,1,私立,技專校院,1045,嶺東科技大學,02311001,應用外語系,學士班(進修),日本,其他亞洲地區,1
108,1,私立,技專校院,1045,嶺東科技大學,02311001,應用外語系,學士班(日間),英國,歐洲,2
108,1,私立,技專校院,1045,嶺東科技大學,02311001,應用外語系,學士班(進修),英國,歐洲,2
108,1,私立,技專校院,1045,嶺東科技大學,02311001,應用外語系,學士班(日間),美國,北美洲,1
108,1,私立,技專校院,1045,嶺東科技大學,02311001,應用外語系,學士班(進修),美國,北美洲,1
108,1,私立,技專校院,1045,嶺東科技大學,04111010,會計資訊系,學士班(日間),日本,其他亞洲地區,1
108,1,私立,技專校院,1045,嶺東科技大學,04111010,會計資訊系,學士班(日間),英國,歐洲,2
108,1,私立,技專校院,1045,嶺東科技大學,04111010,會計資訊系,學士班(日間),美國,北美洲,1
108,1,私立,技專校院,1045,嶺東科技大學,04111010,會計資訊系碩士班,碩士班(日間),日本,其他亞洲地區,1
108,1,私立,技專校院,1045,嶺東科技大學,04111010,會計資訊系碩士班,碩士班(日間),英國,歐洲,1
108,1,私立,技專校院,1045,嶺東科技大學,04111010,會計資訊系碩士班,碩士班(日間),美國,北美洲,1
108,1,私立,技專校院,1045,嶺東科技大學,04121017,財務金融系,學士班(日間),日本,其他亞洲地區,1
108,1,私立,技專校院,1045,嶺東科技大學,04121017,財務金融系,學士班(進修),日本,其他亞洲地區,1
108,1,私立,技專校院,1045,嶺東科技大學,04121017,財務金融系,碩士班(日間),日本,其他亞洲地區,1
108,1,私立,技專校院,1045,嶺東科技大學,04121017,財務金融系,碩士在職專班,日本,其他亞洲地區,1
108,1,私立,技專校院,1045,嶺東科技大學,04121017,財務金融系,學士班(日間),英國,歐洲,2
108,1,私立,技專校院,1045,嶺東科技大學,04121017,財務金融系,學士班(進修),英國,歐洲,2
108,1,私立,技專校院,1045,嶺東科技大學,04121017,財務金融系,碩士班(日間),英國,歐洲,1
108,1,私立,技專校院,1045,嶺東科技大學,04121017,財務金融系,碩士在職專班,英國,歐洲,1
108,1,私立,技專校院,1045,嶺東科技大學,04121017,財務金融系,學士班(日間),美國,北美洲,1
108,1,私立,技專校院,1045,嶺東科技大學,04121017,財務金融系,學士班(進修),美國,北美洲,1
108,1,私立,技專校院,1045,嶺東科技大學,04121017,財務金融系,碩士班(日間),美國,北美洲,1
108,1,私立,技專校院,1045,嶺東科技大學,04121017,財務金融系,碩士在職專班,美國,北美洲,1
108,1,私立,技專校院,1045,嶺東科技大學,04131013,企業管理系,學士班(日間),日本,其他亞洲地區,1
108,1,私立,技專校院,1045,嶺東科技大學,04131013,企業管理系,學士班(進修),日本,其他亞洲地區,1
108,1,私立,技專校院,1045,嶺東科技大學,04131013,企業管理系,碩士班(日間),日本,其他亞洲地區,1
108,1,私立,技專校院,1045,嶺東科技大學,04131013,企業管理系,碩士在職專班,日本,其他亞洲地區,1
108,1,私立,技專校院,1045,嶺東科技大學,04131013,企業管理系,學士班(日間),英國,歐洲,2
108,1,私立,技專校院,1045,嶺東科技大學,04131013,企業管理系,學士班(進修),英國,歐洲,2
108,1,私立,技專校院,1045,嶺東科技大學,04131013,企業管理系,碩士班(日間),英國,歐洲,1
108,1,私立,技專校院,1045,嶺東科技大學,04131013,企業管理系,碩士在職專班,英國,歐洲,1
108,1,私立,技專校院,1045,嶺東科技大學,04131013,企業管理系,學士班(日間),美國,北美洲,1
108,1,私立,技專校院,1045,嶺東科技大學,04131013,企業管理系,學士班(進修),美國,北美洲,1
108,1,私立,技專校院,1045,嶺東科技大學,04131013,企業管理系,碩士班(日間),美國,北美洲,1
108,1,私立,技專校院,1045,嶺東科技大學,04131013,企業管理系,碩士在職專班,美國,北美洲,1
108,1,私立,技專校院,1045,嶺東科技大學,04131013,企業管理系高階經營管理碩士在職專班(EMBA),碩士在職專班,日本,其他亞洲地區,1
108,1,私立,技專校院,1045,嶺東科技大學,04131013,企業管理系高階經營管理碩士在職專班(EMBA),碩士在職專班,英國,歐洲,1
108,1,私立,技專校院,1045,嶺東科技大學,04131013,企業管理系高階經營管理碩士在職專班(EMBA),碩士在職專班,美國,北美洲,1
108,1,私立,技專校院,1045,嶺東科技大學,04131015,國際企業系,碩士班(日間),日本,其他亞洲地區,1
108,1,私立,技專校院,1045,嶺東科技大學,04131015,國際企業系,碩士在職專班,日本,其他亞洲地區,1
108,1,私立,技專校院,1045,嶺東科技大學,04131015,國際企業系,碩士班(日間),英國,歐洲,1
108,1,私立,技專校院,1045,嶺東科技大學,04131015,國際企業系,碩士在職專班,英國,歐洲,1
108,1,私立,技專校院,1045,嶺東科技大學,04131015,國際企業系,碩士班(日間),美國,北美洲,1
108,1,私立,技專校院,1045,嶺東科技大學,04131015,國際企業系,碩士在職專班,美國,北美洲,1
108,1,私立,技專校院,1045,嶺東科技大學,04141015,國際企業系,學士班(日間),日本,其他亞洲地區,1
108,1,私立,技專校院,1045,嶺東科技大學,04141015,國際企業系,學士班(日間),英國,歐洲,3
108,1,私立,技專校院,1045,嶺東科技大學,04141015,國際企業系,學士班(日間),美國,北美洲,1
108,1,私立,技專校院,1045,嶺東科技大學,04143024,行銷與流通管理系,學士班(日間),日本,其他亞洲地區,1
108,1,私立,技專校院,1045,嶺東科技大學,04143024,行銷與流通管理系,學士班(進修),日本,其他亞洲地區,1
108,1,私立,技專校院,1045,嶺東科技大學,04143024,行銷與流通管理系,碩士班(日間),日本,其他亞洲地區,1
108,1,私立,技專校院,1045,嶺東科技大學,04143024,行銷與流通管理系,學士班(日間),英國,歐洲,2
108,1,私立,技專校院,1045,嶺東科技大學,04143024,行銷與流通管理系,學士班(進修),英國,歐洲,2
108,1,私立,技專校院,1045,嶺東科技大學,04143024,行銷與流通管理系,碩士班(日間),英國,歐洲,1
108,1,私立,技專校院,1045,嶺東科技大學,04143024,行銷與流通管理系,學士班(日間),美國,北美洲,1
108,1,私立,技專校院,1045,嶺東科技大學,04143024,行銷與流通管理系,學士班(進修),美國,北美洲,1
108,1,私立,技專校院,1045,嶺東科技大學,04143024,行銷與流通管理系,碩士班(日間),美國,北美洲,1
108,1,私立,技專校院,1045,嶺東科技大學,04199040,時尚經營系,學士班(日間),日本,其他亞洲地區,1
108,1,私立,技專校院,1045,嶺東科技大學,04199040,時尚經營系,學士班(進修),日本,其他亞洲地區,1
108,1,私立,技專校院,1045,嶺東科技大學,04199040,時尚經營系,學士班(日間),英國,歐洲,2
108,1,私立,技專校院,1045,嶺東科技大學,04199040,時尚經營系,學士班(進修),英國,歐洲,2
108,1,私立,技專校院,1045,嶺東科技大學,04199040,時尚經營系,學士班(日間),美國,北美洲,1
108,1,私立,技專校院,1045,嶺東科技大學,04199040,時尚經營系,學士班(進修),美國,北美洲,1
108,1,私立,技專校院,1045,嶺東科技大學,04212029,財經法律研究所,碩士班(日間),日本,其他亞洲地區,1
108,1,私立,技專校院,1045,嶺東科技大學,04212029,財經法律研究所,碩士班(日間),英國,歐洲,1
108,1,私立,技專校院,1045,嶺東科技大學,04212029,財經法律研究所,碩士班(日間),美國,北美洲,1
108,1,私立,技專校院,1045,嶺東科技大學,06121031,資訊管理系,學士班(日間),日本,其他亞洲地區,1
108,1,私立,技專校院,1045,嶺東科技大學,06121031,資訊管理系,碩士在職專班,日本,其他亞洲地區,1
108,1,私立,技專校院,1045,嶺東科技大學,06121031,資訊管理系,學士班(日間),英國,歐洲,2
108,1,私立,技專校院,1045,嶺東科技大學,06121031,資訊管理系,碩士在職專班,英國,歐洲,1
108,1,私立,技專校院,1045,嶺東科技大學,06121031,資訊管理系,學士班(日間),美國,北美洲,2
108,1,私立,技專校院,1045,嶺東科技大學,06121031,資訊管理系,碩士在職專班,美國,北美洲,1
108,1,私立,技專校院,1045,嶺東科技大學,06131030,資訊科技系,學士班(日間),日本,其他亞洲地區,1
108,1,私立,技專校院,1045,嶺東科技大學,06131030,資訊科技系,學士班(進修),日本,其他亞洲地區,1
108,1,私立,技專校院,1045,嶺東科技大學,06131030,資訊科技系,碩士班(日間),日本,其他亞洲地區,1
108,1,私立,技專校院,1045,嶺東科技大學,06131030,資訊科技系,學士班(日間),英國,歐洲,2
108,1,私立,技專校院,1045,嶺東科技大學,06131030,資訊科技系,學士班(進修),英國,歐洲,2
108,1,私立,技專校院,1045,嶺東科技大學,06131030,資訊科技系,碩士班(日間),英國,歐洲,1
108,1,私立,技專校院,1045,嶺東科技大學,06131030,資訊科技系,學士班(日間),美國,北美洲,2
108,1,私立,技專校院,1045,嶺東科技大學,06131030,資訊科技系,學士班(進修),美國,北美洲,2
108,1,私立,技專校院,1045,嶺東科技大學,06131030,資訊科技系,碩士班(日間),美國,北美洲,1
108,1,私立,技專校院,1045,嶺東科技大學,06131031,資訊管理系,碩士班(日間),日本,其他亞洲地區,1
108,1,私立,技專校院,1045,嶺東科技大學,06131031,資訊管理系,碩士班(日間),英國,歐洲,1
108,1,私立,技專校院,1045,嶺東科技大學,06131031,資訊管理系,碩士班(日間),美國,北美洲,1
108,1,私立,技專校院,1045,嶺東科技大學,06132031,資訊管理系,學士班(進修),日本,其他亞洲地區,1
108,1,私立,技專校院,1045,嶺東科技大學,06132031,資訊管理系,學士班(進修),英國,歐洲,2
108,1,私立,技專校院,1045,嶺東科技大學,06132031,資訊管理系,學士班(進修),美國,北美洲,2
108,1,私立,技專校院,1045,嶺東科技大學,10151036,觀光與休閒管理系,學士班(日間),日本,其他亞洲地區,1
108,1,私立,技專校院,1045,嶺東科技大學,10151036,觀光與休閒管理系,學士班(進修),日本,其他亞洲地區,1
108,1,私立,技專校院,1045,嶺東科技大學,10151036,觀光與休閒管理系,碩士班(日間),日本,其他亞洲地區,1
108,1,私立,技專校院,1045,嶺東科技大學,10151036,觀光與休閒管理系,學士班(日間),英國,歐洲,2
108,1,私立,技專校院,1045,嶺東科技大學,10151036,觀光與休閒管理系,學士班(進修),英國,歐洲,2
108,1,私立,技專校院,1045,嶺東科技大學,10151036,觀光與休閒管理系,碩士班(日間),英國,歐洲,1
108,1,私立,技專校院,1045,嶺東科技大學,10151036,觀光與休閒管理系,學士班(日間),美國,北美洲,2
108,1,私立,技專校院,1045,嶺東科技大學,10151036,觀光與休閒管理系,學士班(進修),美國,北美洲,2
108,1,私立,技專校院,1045,嶺東科技大學,10151036,觀光與休閒管理系,碩士班(日間),美國,北美洲,1
108,1,私立,技專校院,1046,中國科技大學,02311001,應用英語系,學士班(日間),美國,北美洲,1
108,1,私立,技專校院,1046,中國科技大學,04121015,財務金融系,學士班(日間),美國,北美洲,1
108,1,私立,技專校院,1046,中國科技大學,04131010,企業管理系,學士班(日間),美國,北美洲,1
108,1,私立,技專校院,1046,中國科技大學,04132017,行銷與流通管理系,學士班(日間),美國,北美洲,1
108,1,私立,技專校院,1046,中國科技大學,04141014,國際商務系,學士班(日間),美國,北美洲,1
108,1,私立,技專校院,1046,中國科技大學,06131019,資訊管理系,學士班(日間),美國,北美洲,1
108,1,私立,技專校院,1046,中國科技大學,10151028,觀光與休閒事業管理系,學士班(日間),美國,北美洲,1
108,1,私立,技專校院,1047,中臺科技大學,04131003,國際企業系,學士班(日間),美國,北美洲,1
108,1,私立,一般大學,1048,亞洲大學,02112006,視覺傳達設計學系,學士班(日間),馬來西亞,東協,1
108,1,私立,一般大學,1048,亞洲大學,02112007,數位媒體設計學系,學士班(日間),馬來西亞,東協,1
108,1,私立,一般大學,1048,亞洲大學,02123011,創意商品設計學系,學士班(日間),英國,歐洲,1
108,1,私立,一般大學,1048,亞洲大學,02311002,外國語文學系,碩士班(日間),印度尼西亞共和國,東協,1
108,1,私立,一般大學,1048,亞洲大學,02311002,外國語文學系,學士班(日間),英國,歐洲,1
108,1,私立,一般大學,1048,亞洲大學,04111015,會計與資訊學系,學士班(日間),印度尼西亞共和國,東協,1
108,1,私立,一般大學,1048,亞洲大學,04111015,會計與資訊學系,學士班(日間),蒙古國,其他亞洲地區,1
108,1,私立,一般大學,1048,亞洲大學,04121019,財務金融學系,學士班(日間),越南社會主義共和國,東協,1
108,1,私立,一般大學,1048,亞洲大學,04121019,財務金融學系,學士班(日間),蒙古國,其他亞洲地區,2
108,1,私立,一般大學,1048,亞洲大學,04131017,經營管理學系,碩士班(日間),印度尼西亞共和國,東協,1
108,1,私立,一般大學,1048,亞洲大學,04131017,經營管理學系,學士班(日間),蒙古國,其他亞洲地區,1
108,1,私立,一般大學,1048,亞洲大學,07193029,生物資訊與醫學工程學系,碩士班(日間),印度尼西亞共和國,東協,1
108,1,私立,一般大學,1048,亞洲大學,10151049,休閒與遊憩管理學系,學士班(日間),瑞士聯邦,歐洲,1
108,1,私立,一般大學,1049,開南大學,02311006,應用英語學系,學士班(日間),美國,北美洲,1
108,1,私立,一般大學,1049,開南大學,02311008,應用日語學系,學士班(日間),日本,其他亞洲地區,1
108,1,私立,一般大學,1049,開南大學,04121021,財務金融學系,碩士班(日間),日本,其他亞洲地區,1
108,1,私立,一般大學,1049,開南大學,04131017,企業與創業管理學系,碩士班(日間),日本,其他亞洲地區,1
108,1,私立,一般大學,1049,開南大學,04131027,創新與專案管理研究所,碩士班(日間),日本,其他亞洲地區,1
108,1,私立,一般大學,1049,開南大學,06121032,資訊管理學系,碩士班(日間),日本,其他亞洲地區,1
108,1,私立,一般大學,1049,開南大學,10412050,物流與航運管理學系,碩士班(日間),日本,其他亞洲地區,1
108,1,私立,一般大學,1049,開南大學,10413046,空運管理學系,碩士班(日間),日本,其他亞洲地區,1
108,1,私立,一般大學,1050,佛光大學,02123018,產品與媒體設計學系,學士班(日間),美國,北美洲,1
108,1,私立,一般大學,1050,佛光大學,02211010,佛教學系,學士班(日間),大韓民國(南韓),其他亞洲地區,1
108,1,私立,一般大學,1050,佛光大學,02211010,佛教學系,學士班(日間),美國,北美洲,1
