學年度,設立別,學校類別,學校統計處代碼,學校名稱,單位代碼,單位名稱,外籍專任教師數-教師總數,外籍專任教師數-教師總數男,外籍專任教師數-教師總數女,外籍專任教師數-教授男,外籍專任教師數-教授女,外籍專任教師數-副教授男,外籍專任教師數-副教授女,外籍專任教師數-助理教授男,外籍專任教師數-助理教授女,外籍專任教師數-講師男,外籍專任教師數-講師女,外籍專任教師數-其他教師男,外籍專任教師數-其他教師女
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03143068,歐洲研究所,1,0,1,0,1,0,0,0,0,0,0,0,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03143073,日本政經研究所,1,1,0,0,0,1,0,0,0,0,0,0,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03191057,未來學研究所,1,0,1,0,0,0,0,0,1,0,0,0,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131040,國際企業學系,1,0,1,0,0,0,1,0,0,0,0,0,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05331030,物理學系,2,2,0,2,0,0,0,0,0,0,0,0,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07311007,建築學系,1,1,0,1,0,0,0,0,0,0,0,0,0
107,私立,一般大學,1006,中國文化大學,01131053,華語文教學碩士學位學程,1,0,1,0,0,0,0,0,1,0,0,0,0
107,私立,一般大學,1006,中國文化大學,02152008,中國戲劇學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,私立,一般大學,1006,中國文化大學,02311010,韓國語文學系,3,0,3,0,1,0,2,0,0,0,0,0,0
107,私立,一般大學,1006,中國文化大學,02311047,俄國語文學系,2,0,2,0,0,0,0,0,2,0,0,0,0
107,私立,一般大學,1006,中國文化大學,02311052,英國語文學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,私立,一般大學,1006,中國文化大學,02311077,日本語文學系,3,3,0,0,0,3,0,0,0,0,0,0,0
107,私立,一般大學,1006,中國文化大學,02311079,德國語文學系,2,1,1,0,0,0,0,0,0,1,1,0,0
107,私立,一般大學,1006,中國文化大學,02311089,法國語文學系,1,1,0,0,0,0,0,0,0,1,0,0,0
107,私立,一般大學,1006,中國文化大學,03142087,地學研究所,1,1,0,1,0,0,0,0,0,0,0,0,0
107,私立,一般大學,1006,中國文化大學,04121037,財務金融學系,2,2,0,0,0,0,0,0,0,2,0,0,0
107,私立,一般大學,1006,中國文化大學,04131015,國際企業管理學系,2,2,0,0,0,0,0,0,0,2,0,0,0
107,私立,一般大學,1006,中國文化大學,04134012,行政管理學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,私立,一般大學,1006,中國文化大學,04141041,國際貿易學系,1,1,0,0,0,0,0,0,0,1,0,0,0
107,私立,一般大學,1006,中國文化大學,07141115,光電物理學系,1,1,0,1,0,0,0,0,0,0,0,0,0
107,私立,一般大學,1006,中國文化大學,07312103,景觀學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,一般大學,1006,中國文化大學,99999Z08,語文教學中心,4,3,1,0,0,0,0,0,0,3,1,0,0
107,私立,一般大學,1007,逢甲大學,02311002,外國語文學系,1,0,1,0,0,0,1,0,0,0,0,0,0
107,私立,一般大學,1007,逢甲大學,04123029,風險管理與保險學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,一般大學,1007,逢甲大學,04141024,國際經營與貿易學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,一般大學,1007,逢甲大學,04143033,行銷學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,一般大學,1007,逢甲大學,07111068,化學工程學系,2,2,0,1,0,0,0,1,0,0,0,0,0
107,私立,一般大學,1007,逢甲大學,07112069,材料科學與工程學系,2,2,0,2,0,0,0,0,0,0,0,0,0
107,私立,一般大學,1007,逢甲大學,07141044,電機工程學系,1,1,0,1,0,0,0,0,0,0,0,0,0
107,私立,一般大學,1007,逢甲大學,07141046,電子工程學系,1,0,1,0,0,0,0,0,1,0,0,0,0
107,私立,一般大學,1007,逢甲大學,07311083,建築專業學院,2,2,0,1,0,1,0,0,0,0,0,0,0
107,私立,一般大學,1007,逢甲大學,99999Z01,通識教育中心,1,0,1,0,0,0,0,0,1,0,0,0,0
107,私立,一般大學,1007,逢甲大學,99999Z08,外語教學中心,7,6,1,0,1,0,0,2,0,4,0,0,0
107,私立,一般大學,1008,靜宜大學,02311004,英國語文學系,2,1,1,0,1,1,0,0,0,0,0,0,0
107,私立,一般大學,1008,靜宜大學,02311005,西班牙語文學系,5,5,0,0,0,2,0,2,0,1,0,0,0
107,私立,一般大學,1008,靜宜大學,02311006,日本語文學系,5,4,1,0,0,0,1,3,0,1,0,0,0
107,私立,一般大學,1008,靜宜大學,03211008,大眾傳播學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,一般大學,1008,靜宜大學,09161035,化粧品科學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,一般大學,1008,靜宜大學,99999Y45,國際學院,2,2,0,1,0,0,0,1,0,0,0,0,0
107,私立,一般大學,1008,靜宜大學,99999Z08,外語教學中心,7,6,1,0,0,0,0,1,0,5,1,0,0
107,私立,一般大學,1009,長庚大學,02122001,工業設計學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,一般大學,1009,長庚大學,05123012,生物醫學系,3,3,0,2,0,0,0,1,0,0,0,0,0
107,私立,一般大學,1009,長庚大學,06131018,資訊工程學系,1,1,0,1,0,0,0,0,0,0,0,0,0
107,私立,一般大學,1009,長庚大學,07141016,電子工程學系,2,2,0,2,0,0,0,0,0,0,0,0,0
107,私立,一般大學,1009,長庚大學,09121029,臨床醫學研究所,1,1,0,0,0,1,0,0,0,0,0,0,0
107,私立,一般大學,1009,長庚大學,09141046,醫學生物技術暨檢驗學系,2,2,0,1,0,1,0,0,0,0,0,0,0
107,私立,一般大學,1009,長庚大學,09171031,中醫學系,1,1,0,0,0,0,0,0,0,1,0,0,0
107,私立,一般大學,1009,長庚大學,99999Z01,通識教育中心,3,2,1,0,0,1,0,0,1,1,0,0,0
107,私立,一般大學,1010,元智大學,02191001,藝術與設計學系,1,0,1,0,0,0,1,0,0,0,0,0,0
107,私立,一般大學,1010,元智大學,02311007,應用外語學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,私立,一般大學,1010,元智大學,02322004,中國語文學系,1,0,1,0,1,0,0,0,0,0,0,0,0
107,私立,一般大學,1010,元智大學,06131011,資訊管理學系,1,0,1,0,0,0,1,0,0,0,0,0,0
107,私立,一般大學,1010,元智大學,07141033,電機工程學系,1,1,0,1,0,0,0,0,0,0,0,0,0
107,私立,一般大學,1010,元智大學,99999Z08,國際語言文化中心,5,4,1,0,0,0,0,1,0,3,1,0,0
107,私立,一般大學,1011,中華大學學校財團法人中華大學,02311001,外國語文學系,1,1,0,0,0,0,0,0,0,1,0,0,0
107,私立,一般大學,1011,中華大學學校財團法人中華大學,02311002,應用日語學系,3,2,1,0,0,1,0,1,0,0,1,0,0
107,私立,一般大學,1012,大葉大學,02121002,造形藝術學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,私立,一般大學,1012,大葉大學,02123012,工業設計學系,1,1,0,1,0,0,0,0,0,0,0,0,0
107,私立,一般大學,1012,大葉大學,02311004,英語學系,1,1,0,0,0,0,0,0,0,1,0,0,0
107,私立,一般大學,1012,大葉大學,02311006,應用日語學系,2,2,0,1,0,0,0,1,0,0,0,0,0
107,私立,一般大學,1012,大葉大學,02311016,歐洲文化與旅遊學士學位學程,1,0,1,0,0,0,0,0,1,0,0,0,0
107,私立,一般大學,1012,大葉大學,99999Z08,國際語言中心,3,3,0,0,0,0,0,0,0,3,0,0,0
107,私立,一般大學,1013,華梵大學,02299009,東方人文思想研究所,1,1,0,1,0,0,0,0,0,0,0,0,0
107,私立,一般大學,1013,華梵大學,02311004,外國語文學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,一般大學,1014,義守大學,02311002,應用英語學系,3,3,0,0,0,0,0,2,0,1,0,0,0
107,私立,一般大學,1014,義守大學,02311003,應用日語學系,2,1,1,0,0,0,0,0,0,1,1,0,0
107,私立,一般大學,1014,義守大學,04121017,國際財務金融學系,3,3,0,0,0,1,0,2,0,0,0,0,0
107,私立,一般大學,1014,義守大學,04131013,國際企業經營學系,4,1,3,0,0,0,1,1,2,0,0,0,0
107,私立,一般大學,1014,義守大學,07193037,生物醫學工程學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,私立,一般大學,1014,義守大學,09121011,學士後醫學系外國學生專班,1,1,0,0,0,0,0,0,0,1,0,0,0
107,私立,一般大學,1014,義守大學,10131051,餐旅管理學系,1,0,1,0,0,0,0,0,1,0,0,0,0
107,私立,一般大學,1014,義守大學,10151055,國際觀光餐旅學系,5,2,3,0,0,0,0,2,3,0,0,0,0
107,私立,一般大學,1014,義守大學,10199058,娛樂事業管理學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,一般大學,1015,世新大學,02311002,英語學系,2,1,1,0,1,1,0,0,0,0,0,0,0
107,私立,一般大學,1015,世新大學,02311003,日本語文學系,3,1,2,0,0,0,0,0,2,1,0,0,0
107,私立,一般大學,1015,世新大學,99999Z08,外語教學中心,9,9,0,0,0,0,0,0,0,9,0,0,0
107,私立,一般大學,1016,銘傳大學,02123073,商品設計學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,一般大學,1016,銘傳大學,02311010,應用日語學系,3,0,3,0,0,0,1,0,2,0,0,0,0
107,私立,一般大學,1016,銘傳大學,02311031,應用英語學系,5,4,1,0,0,1,1,3,0,0,0,0,0
107,私立,一般大學,1016,銘傳大學,03211063,新聞與大眾傳播學士學位學程,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,一般大學,1016,銘傳大學,04131017,國際企業與貿易學士學位學程,2,2,0,0,0,0,0,2,0,0,0,0,0
107,私立,一般大學,1016,銘傳大學,04131061,國際企業學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,私立,一般大學,1016,銘傳大學,06134068,資訊科技應用學士學位學程,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,一般大學,1016,銘傳大學,07313048,都市規劃與防災學系,1,0,1,0,0,0,0,0,1,0,0,0,0
107,私立,一般大學,1016,銘傳大學,99999Z08,英語教學中心,14,13,1,0,0,0,0,4,1,9,0,0,0
107,私立,一般大學,1017,實踐大學,02125051,服裝設計學系,2,2,0,0,0,0,0,2,0,0,0,0,0
107,私立,一般大學,1017,實踐大學,02311004,應用外語學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,一般大學,1017,實踐大學,02311005,應用英語學系,5,3,2,0,0,0,0,2,2,1,0,0,0
107,私立,一般大學,1017,實踐大學,02311006,應用日文學系,6,4,2,0,0,0,0,3,2,1,0,0,0
107,私立,一般大學,1017,實踐大學,04131022,國際企業管理學系,1,0,1,0,0,0,0,0,1,0,0,0,0
107,私立,一般大學,1017,實踐大學,04131023,管理學院國際企業英語學士學位學程,2,2,0,0,0,0,0,2,0,0,0,0,0
107,私立,一般大學,1017,實踐大學,04141026,國際貿易學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,一般大學,1017,實踐大學,06131040,資訊科技與通訊學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,一般大學,1017,實踐大學,07311041,建築設計學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,一般大學,1017,實踐大學,10151047,觀光管理學系,1,0,1,0,0,0,0,0,1,0,0,0,0
107,私立,一般大學,1017,實踐大學,99999Z01,博雅學部,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,技專校院,1018,朝陽科技大學,02311001,應用英語系,3,3,0,0,0,0,0,0,0,3,0,0,0
107,私立,技專校院,1018,朝陽科技大學,04111007,會計系,1,0,1,0,0,0,0,0,1,0,0,0,0
107,私立,技專校院,1018,朝陽科技大學,07121027,環境工程與管理系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,技專校院,1018,朝陽科技大學,99999Z08,語言中心,2,1,1,0,0,0,0,0,0,1,1,0,0
107,私立,一般大學,1019,高雄醫學大學,03131002,心理學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,私立,一般大學,1019,高雄醫學大學,05111016,生物醫學暨環境生物學系,1,1,0,1,0,0,0,0,0,0,0,0,0
107,私立,一般大學,1019,高雄醫學大學,05311017,醫藥暨應用化學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,一般大學,1019,高雄醫學大學,09121011,醫學系,1,0,1,0,0,0,0,0,1,0,0,0,0
107,私立,一般大學,1019,高雄醫學大學,09121011,醫學研究所,1,1,0,1,0,0,0,0,0,0,0,0,0
107,私立,一般大學,1019,高雄醫學大學,09161024,藥學系,1,0,1,0,0,0,0,0,1,0,0,0,0
107,私立,一般大學,1020,南華大學,02151003,民族音樂學系,1,1,0,1,0,0,0,0,0,0,0,0,0
107,私立,一般大學,1020,南華大學,02311008,外國語文學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,一般大學,1020,南華大學,07311045,建築與景觀學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,一般大學,1021,真理大學,02311006,英美語文學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,一般大學,1021,真理大學,02311009,應用日語學系,5,2,3,0,0,1,2,1,0,0,1,0,0
107,私立,一般大學,1021,真理大學,99999Z01,通識教育中心,1,0,1,0,0,0,0,0,1,0,0,0,0
107,私立,一般大學,1022,大同大學,02311001,應用外語學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,02311005,應用英語系,3,3,0,0,0,0,0,2,0,1,0,0,0
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,02311006,應用日語系,6,4,2,0,0,0,0,4,1,0,1,0,0
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,03214011,資訊傳播系,1,0,1,0,0,0,0,0,1,0,0,0,0
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,07141039,電機工程系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,99999Z08,語言中心,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,技專校院,1024,崑山科技大學,99999Z08,外語中心,1,1,0,0,0,0,0,0,0,1,0,0,0
107,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,02311002,應用外語系,3,2,1,0,0,0,0,1,0,1,1,0,0
107,私立,技專校院,1026,樹德科技大學,02124012,建築與室內設計研究所,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,技專校院,1026,樹德科技大學,02152001,表演藝術系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,私立,技專校院,1026,樹德科技大學,02311003,應用外語系,2,2,0,0,0,1,0,0,0,1,0,0,0
107,私立,一般大學,1027,慈濟學校財團法人慈濟大學,02311003,英美語文學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,一般大學,1027,慈濟學校財團法人慈濟大學,02322004,東方語文學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,一般大學,1027,慈濟學校財團法人慈濟大學,03131008,人類發展與心理學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,私立,一般大學,1027,慈濟學校財團法人慈濟大學,05121012,分子生物暨人類遺傳學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,私立,一般大學,1027,慈濟學校財團法人慈濟大學,99999Z01,通識教育中心,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,一般大學,1028,臺北醫學大學,03199001,醫學人文研究所,3,3,0,1,0,1,0,1,0,0,0,0,0
107,私立,一般大學,1028,臺北醫學大學,07193008,生醫材料暨組織工程研究所,1,1,0,1,0,0,0,0,0,0,0,0,0
107,私立,一般大學,1028,臺北醫學大學,09121013,醫學系,2,2,0,0,0,0,0,1,0,1,0,0,0
107,私立,一般大學,1028,臺北醫學大學,09121014,臨床醫學研究所,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,一般大學,1028,臺北醫學大學,09141042,醫學資訊研究所,1,1,0,0,0,1,0,0,0,0,0,0,0
107,私立,一般大學,1028,臺北醫學大學,09191023,全球衛生暨發展碩士學位學程,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,一般大學,1029,中山醫學大學,02311003,應用外國語言學系,1,0,1,0,0,0,0,0,1,0,0,0,0
107,私立,一般大學,1029,中山醫學大學,09121018,醫學系,2,1,1,0,0,0,0,0,1,1,0,0,0
107,私立,技專校院,1030,龍華科技大學,02311001,應用外語系,2,1,1,0,0,0,0,1,1,0,0,0,0
107,私立,技專校院,1030,龍華科技大學,04131004,企業管理系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,技專校院,1030,龍華科技大學,07151016,機械工程系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,技專校院,1031,輔英科技大學,04133003,健康事業管理系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,技專校院,1032,明新學校財團法人明新科技大學,02311001,應用外語系,2,2,0,0,0,0,0,0,0,2,0,0,0
107,私立,技專校院,1032,明新學校財團法人明新科技大學,99999Z08,華語文教學中心,1,0,1,0,0,0,0,0,1,0,0,0,0
107,私立,一般大學,1033,長榮大學,02211011,神學系,2,1,1,1,0,0,0,0,1,0,0,0,0
107,私立,一般大學,1033,長榮大學,02221020,台灣研究所,2,2,0,0,0,2,0,0,0,0,0,0,0
107,私立,一般大學,1033,長榮大學,02231012,應用哲學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,一般大學,1033,長榮大學,02311005,應用日語學系,4,3,1,0,0,0,0,3,1,0,0,0,0
107,私立,一般大學,1033,長榮大學,02312007,翻譯學系,2,2,0,1,0,0,0,0,0,1,0,0,0
107,私立,一般大學,1033,長榮大學,10151057,觀光與餐飲管理學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,一般大學,1033,長榮大學,99999Z08,語文教育中心,1,1,0,0,0,0,0,0,0,1,0,0,0
107,私立,技專校院,1034,弘光科技大學,02311002,應用英語系,2,2,0,0,0,0,0,1,0,1,0,0,0
107,私立,技專校院,1034,弘光科技大學,10121031,化妝品應用系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,技專校院,1034,弘光科技大學,10131029,餐旅管理系,2,2,0,1,0,0,0,1,0,0,0,0,0
107,私立,一般大學,1035,中國醫藥大學,05121043,生物科技學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,一般大學,1035,中國醫藥大學,09121003,生物醫學研究所,2,1,1,0,0,1,0,0,1,0,0,0,0
107,私立,一般大學,1035,中國醫藥大學,09121014,中醫學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,一般大學,1035,中國醫藥大學,09121016,醫學系,1,1,0,1,0,0,0,0,0,0,0,0,0
107,私立,一般大學,1035,中國醫藥大學,09161015,新藥開發研究所,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,一般大學,1035,中國醫藥大學,09161034,藥學系,1,0,1,0,0,0,1,0,0,0,0,0,0
107,私立,一般大學,1035,中國醫藥大學,99999Z01,通識教育中心,1,1,0,0,0,0,0,0,0,1,0,0,0
107,私立,技專校院,1036,健行學校財團法人健行科技大學,10131025,餐旅管理系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,技專校院,1037,正修學校財團法人正修科技大學,02311001,應用外語系,3,1,2,0,1,0,0,1,0,0,1,0,0
107,私立,一般大學,1039,玄奘大學,02211010,宗教與文化學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,私立,一般大學,1039,玄奘大學,02311008,應用外語學系,3,2,1,0,0,1,0,1,1,0,0,0,0
107,私立,一般大學,1039,玄奘大學,04211032,法律學系,1,1,0,1,0,0,0,0,0,0,0,0,0
107,私立,技專校院,1040,建國科技大學,02112004,數位媒體設計系,2,2,0,0,0,1,0,1,0,0,0,0,0
107,私立,技專校院,1040,建國科技大學,02112005,商業設計系,1,1,0,0,0,0,0,0,0,1,0,0,0
107,私立,技專校院,1040,建國科技大學,02311001,應用外語系,1,0,1,0,0,0,0,0,0,0,1,0,0
107,私立,技專校院,1040,建國科技大學,10121027,美容系,1,0,1,0,0,0,0,0,0,0,1,0,0
107,私立,技專校院,1041,明志科技大學,07141011,電子工程系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,技專校院,1042,高苑科技大學,02311001,應用外語系,3,3,0,0,0,0,0,0,0,3,0,0,0
107,私立,技專校院,1043,大仁科技大學,02311001,應用外語系,3,1,2,0,0,0,0,1,0,0,2,0,0
107,私立,技專校院,1043,大仁科技大學,09161015,藥學系,2,1,1,1,0,0,0,0,0,0,1,0,0
107,私立,技專校院,1044,聖約翰科技大學,02311001,應用英語系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,私立,技專校院,1045,嶺東科技大學,02311001,應用外語系,1,1,0,0,0,0,0,0,0,1,0,0,0
107,私立,技專校院,1045,嶺東科技大學,04141015,國際企業系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,技專校院,1045,嶺東科技大學,06121031,資訊管理系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,私立,技專校院,1046,中國科技大學,02311001,應用英語系,2,1,1,0,0,0,0,0,1,1,0,0,0
107,私立,技專校院,1047,中臺科技大學,02311002,應用外語系,2,1,1,0,0,0,0,0,1,1,0,0,0
107,私立,一般大學,1048,亞洲大學,02311002,外國語文學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,一般大學,1048,亞洲大學,04121019,財務金融學系,2,2,0,2,0,0,0,0,0,0,0,0,0
107,私立,一般大學,1048,亞洲大學,04131017,經營管理學系,2,2,0,0,0,0,0,2,0,0,0,0,0
107,私立,一般大學,1048,亞洲大學,04212027,財經法律學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,一般大學,1048,亞洲大學,05121028,生物科技學系,1,0,1,0,0,0,0,0,1,0,0,0,0
107,私立,一般大學,1048,亞洲大學,07193029,生物資訊與醫學工程學系,1,1,0,1,0,0,0,0,0,0,0,0,0
107,私立,一般大學,1048,亞洲大學,08411045,學士後獸醫學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,一般大學,1048,亞洲大學,09141047,視光學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,一般大學,1048,亞洲大學,99999Z08,語文教學研究發展中心,4,4,0,0,0,0,0,0,0,4,0,0,0
107,私立,一般大學,1049,開南大學,02311008,應用日語學系,4,2,2,0,0,1,0,1,0,0,2,0,0
107,私立,一般大學,1050,佛光大學,02211010,佛教學系,1,0,1,0,0,0,1,0,0,0,0,0,0
107,私立,一般大學,1050,佛光大學,02221011,歷史學系,2,1,1,1,0,0,1,0,0,0,0,0,0
107,私立,一般大學,1050,佛光大學,02299015,文化資產與創意學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,私立,一般大學,1050,佛光大學,99999Z01,通識教育委員會,1,1,0,0,0,0,0,0,0,1,0,0,0
107,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,02112013,多媒體動畫系,1,1,0,0,0,0,0,0,0,1,0,0,0
107,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,02124015,室內設計系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,02131001,美術系,1,1,0,1,0,0,0,0,0,0,0,0,0
107,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,02151004,流行音樂學士學位學程,1,1,0,1,0,0,0,0,0,0,0,0,0
107,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,02311009,應用英語系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,02311041,應用外語系,1,1,0,0,0,0,0,0,0,1,0,0,0
