,學年度,設立別 ,學校類別,學校代碼,學校名稱,系所代碼,系所名稱,學制,畢業生總人數,男,女
,101,公立,一般大學,3,國立臺灣大學,349939,管理學院商學組,碩士在職專班,27,20,7
,101,公立,一般大學,3,國立臺灣大學,349939,管理學院國際企業管理組,碩士在職專班,30,24,6
,101,公立,一般大學,3,國立臺灣大學,349939,管理學院會計與管理決策組,碩士在職專班,15,6,9
,101,公立,一般大學,3,國立臺灣大學,349939,管理學院資訊管理組,碩士在職專班,16,15,1
,101,公立,一般大學,3,國立臺灣大學,349939,臺大－復旦EMBA境外專班,碩士在職專班,15,13,2
,101,公立,一般大學,3,國立臺灣大學,380101,法律學系司法組,學士班(日間),54,19,35
,101,公立,一般大學,3,國立臺灣大學,380101,法律學系法學組,學士班(日間),58,25,33
,101,公立,一般大學,3,國立臺灣大學,380101,法律學系財經法學組,學士班(日間),53,21,32
,101,公立,一般大學,3,國立臺灣大學,380101,法律學系,碩士班(日間),99,40,59
,101,公立,一般大學,3,國立臺灣大學,380101,法律學系,博士班,3,2,1
,101,公立,一般大學,3,國立臺灣大學,380205,科際整合法律學研究所,碩士班(日間),28,17,11
,101,公立,一般大學,3,國立臺灣大學,420103,生命科學系,學士班(日間),77,50,27
,101,公立,一般大學,3,國立臺灣大學,420105,動物學研究所,碩士班(日間),17,9,8
,101,公立,一般大學,3,國立臺灣大學,420105,動物學研究所,博士班,7,4,3
,101,公立,一般大學,3,國立臺灣大學,420106,植物科學研究所,碩士班(日間),21,10,11
,101,公立,一般大學,3,國立臺灣大學,420106,植物科學研究所,博士班,8,5,3
,101,公立,一般大學,3,國立臺灣大學,420107,昆蟲學系,學士班(日間),23,14,9
,101,公立,一般大學,3,國立臺灣大學,420107,昆蟲學系,碩士班(日間),15,11,4
,101,公立,一般大學,3,國立臺灣大學,420107,昆蟲學系,博士班,1,1,0
,101,公立,一般大學,3,國立臺灣大學,420202,生態學與演化生物學研究所,碩士班(日間),17,8,9
,101,公立,一般大學,3,國立臺灣大學,420202,生態學與演化生物學研究所,博士班,4,2,2
,101,公立,一般大學,3,國立臺灣大學,420302,生物科技研究所,博士班,3,0,3
,101,公立,一般大學,3,國立臺灣大學,420309,生化科學研究所,碩士班(日間),21,13,8
,101,公立,一般大學,3,國立臺灣大學,420309,生化科學研究所,博士班,14,9,5
,101,公立,一般大學,3,國立臺灣大學,420310,生化科技學系,學士班(日間),53,31,22
,101,公立,一般大學,3,國立臺灣大學,420310,生化科技學系,碩士班(日間),44,13,31
,101,公立,一般大學,3,國立臺灣大學,420310,生化科技學系,博士班,10,5,5
,101,公立,一般大學,3,國立臺灣大學,420313,分子與細胞生物學研究所,碩士班(日間),19,11,8
,101,公立,一般大學,3,國立臺灣大學,420313,分子與細胞生物學研究所,博士班,7,4,3
,101,公立,一般大學,3,國立臺灣大學,420321,基因體與系統生物學學位學程,碩士班(日間),1,1,0
,101,公立,一般大學,3,國立臺灣大學,420401,微生物學研究所寄生蟲學組,碩士班(日間),5,3,2
,101,公立,一般大學,3,國立臺灣大學,420401,微生物學研究所微生物及免疫學組,碩士班(日間),31,12,19
,101,公立,一般大學,3,國立臺灣大學,420401,微生物學研究所,博士班,8,6,2
,101,公立,一般大學,3,國立臺灣大學,420501,生物化學暨分子生物學研究所,碩士班(日間),32,20,12
,101,公立,一般大學,3,國立臺灣大學,420501,生物化學暨分子生物學研究所,博士班,4,1,3
,101,公立,一般大學,3,國立臺灣大學,440101,化學系,學士班(日間),59,49,10
,101,公立,一般大學,3,國立臺灣大學,440101,化學系化學生物學組,碩士班(日間),15,8,7
,101,公立,一般大學,3,國立臺灣大學,440101,化學系化學組,碩士班(日間),72,45,27
,101,公立,一般大學,3,國立臺灣大學,440101,化學系化學生物學組,博士班,3,2,1
,101,公立,一般大學,3,國立臺灣大學,440101,化學系化學組,博士班,45,37,8
,101,公立,一般大學,3,國立臺灣大學,440203,地質科學系,學士班(日間),47,34,13
,101,公立,一般大學,3,國立臺灣大學,440203,地質科學系地質組,碩士班(日間),16,11,5
,101,公立,一般大學,3,國立臺灣大學,440203,地質科學系應用地質組,碩士班(日間),18,11,7
,101,公立,一般大學,3,國立臺灣大學,440203,地質科學系,博士班,6,4,2
,101,公立,一般大學,3,國立臺灣大學,440301,物理學系,學士班(日間),63,55,8
,101,公立,一般大學,3,國立臺灣大學,440301,物理學系,碩士班(日間),65,57,8
,101,公立,一般大學,3,國立臺灣大學,440301,物理學系,碩士在職專班,2,2,0
,101,公立,一般大學,3,國立臺灣大學,440301,物理學系,博士班,18,15,3
,101,公立,一般大學,3,國立臺灣大學,440302,應用物理學研究所,碩士班(日間),12,10,2
,101,公立,一般大學,3,國立臺灣大學,440302,應用物理學研究所,博士班,1,1,0
,101,公立,一般大學,3,國立臺灣大學,440401,大氣科學系,學士班(日間),28,21,7
,101,公立,一般大學,3,國立臺灣大學,440401,大氣科學系,碩士班(日間),15,8,7
,101,公立,一般大學,3,國立臺灣大學,440401,大氣科學系,博士班,5,4,1
,101,公立,一般大學,3,國立臺灣大學,440508,海洋研究所海洋化學組,碩士班(日間),5,3,2
,101,公立,一般大學,3,國立臺灣大學,440508,海洋研究所海洋生物及漁業組,碩士班(日間),13,7,6
,101,公立,一般大學,3,國立臺灣大學,440508,海洋研究所海洋地質及地球物理組,碩士班(日間),6,3,3
,101,公立,一般大學,3,國立臺灣大學,440508,海洋研究所海洋物理組,碩士班(日間),5,3,2
,101,公立,一般大學,3,國立臺灣大學,440508,海洋研究所,博士班,7,5,2
,101,公立,一般大學,3,國立臺灣大學,440601,天文物理研究所,碩士班(日間),2,2,0
,101,公立,一般大學,3,國立臺灣大學,440601,天文物理研究所,博士班,1,1,0
,101,公立,一般大學,3,國立臺灣大學,460101,數學系,學士班(日間),42,37,5
,101,公立,一般大學,3,國立臺灣大學,460101,數學系,碩士班(日間),18,16,2
,101,公立,一般大學,3,國立臺灣大學,460101,數學系,博士班,6,4,2
,101,公立,一般大學,3,國立臺灣大學,480109,資訊管理學系,學士班(日間),50,37,13
,101,公立,一般大學,3,國立臺灣大學,480109,資訊管理學系,碩士班(日間),45,21,24
,101,公立,一般大學,3,國立臺灣大學,480109,資訊管理學系,博士班,7,4,3
,101,公立,一般大學,3,國立臺灣大學,480202,資訊網路與多媒體研究所,碩士班(日間),45,37,8
,101,公立,一般大學,3,國立臺灣大學,480202,資訊網路與多媒體研究所,博士班,4,4,0
,101,公立,一般大學,3,國立臺灣大學,520101,電機工程學系,學士班(日間),195,171,24
,101,公立,一般大學,3,國立臺灣大學,520101,電機工程學系,碩士班(日間),76,67,9
,101,公立,一般大學,3,國立臺灣大學,520101,電機工程學系,碩士在職專班,1,1,0
,101,公立,一般大學,3,國立臺灣大學,520101,電機工程學系,博士班,25,21,4
,101,公立,一般大學,3,國立臺灣大學,520103,電子工程學研究所,碩士班(日間),137,126,11
,101,公立,一般大學,3,國立臺灣大學,520103,電子工程學研究所,碩士在職專班,1,1,0
,101,公立,一般大學,3,國立臺灣大學,520103,電子工程學研究所,博士班,31,29,2
,101,公立,一般大學,3,國立臺灣大學,520106,光電工程學研究所,碩士班(日間),95,76,19
,101,公立,一般大學,3,國立臺灣大學,520106,光電工程學研究所,博士班,24,20,4
,101,公立,一般大學,3,國立臺灣大學,520114,資訊工程學系,學士班(日間),113,94,19
,101,公立,一般大學,3,國立臺灣大學,520114,資訊工程學系,碩士班(日間),132,120,12
,101,公立,一般大學,3,國立臺灣大學,520114,資訊工程學系,碩士在職專班,4,2,2
,101,公立,一般大學,3,國立臺灣大學,520114,資訊工程學系,博士班,26,25,1
,101,公立,一般大學,3,國立臺灣大學,520123,電信工程學研究所,碩士班(日間),112,101,11
,101,公立,一般大學,3,國立臺灣大學,520123,電信工程學研究所,碩士在職專班,2,2,0
,101,公立,一般大學,3,國立臺灣大學,520123,電信工程學研究所,博士班,18,18,0
,101,公立,一般大學,3,國立臺灣大學,520201,機械工程學系,學士班(日間),152,135,17
,101,公立,一般大學,3,國立臺灣大學,520201,機械工程學系製造組,碩士班(日間),33,29,4
,101,公立,一般大學,3,國立臺灣大學,520201,機械工程學系系統控制組,碩士班(日間),33,28,5
,101,公立,一般大學,3,國立臺灣大學,520201,機械工程學系固體力學組,碩士班(日間),36,32,4
,101,公立,一般大學,3,國立臺灣大學,520201,機械工程學系流體力學組,碩士班(日間),17,13,4
,101,公立,一般大學,3,國立臺灣大學,520201,機械工程學系航空工程組,碩士班(日間),2,2,0
,101,公立,一般大學,3,國立臺灣大學,520201,機械工程學系設計組,碩士班(日間),45,38,7
,101,公立,一般大學,3,國立臺灣大學,520201,機械工程學系熱學組,碩士班(日間),16,14,2
,101,公立,一般大學,3,國立臺灣大學,520201,機械工程學系,博士班,14,14,0
,101,公立,一般大學,3,國立臺灣大學,520234,應用力學研究所,碩士班(日間),65,55,10
,101,公立,一般大學,3,國立臺灣大學,520234,應用力學研究所,博士班,9,9,0
,101,公立,一般大學,3,國立臺灣大學,520239,生物產業機電工程學系,學士班(日間),43,36,7
,101,公立,一般大學,3,國立臺灣大學,520239,生物產業機電工程學系,碩士班(日間),41,36,5
,101,公立,一般大學,3,國立臺灣大學,520239,生物產業機電工程學系,博士班,4,4,0
,101,公立,一般大學,3,國立臺灣大學,520301,土木工程學系,學士班(日間),96,76,20
,101,公立,一般大學,3,國立臺灣大學,520301,土木工程學系大地工程組,碩士班(日間),26,19,7
,101,公立,一般大學,3,國立臺灣大學,520301,土木工程學系水利工程組,碩士班(日間),24,21,3
,101,公立,一般大學,3,國立臺灣大學,520301,土木工程學系交通工程組,碩士班(日間),23,13,10
,101,公立,一般大學,3,國立臺灣大學,520301,土木工程學系結構工程組,碩士班(日間),49,39,10
,101,公立,一般大學,3,國立臺灣大學,520301,土木工程學系電腦輔助工程組,碩士班(日間),10,7,3
,101,公立,一般大學,3,國立臺灣大學,520301,土木工程學系營建工程與管理組,碩士班(日間),21,18,3
,101,公立,一般大學,3,國立臺灣大學,520301,土木工程學系營建工程與管理組,碩士在職專班,18,16,2
,101,公立,一般大學,3,國立臺灣大學,520301,土木工程學系,博士班,24,24,0
,101,公立,一般大學,3,國立臺灣大學,520315,生物環境系統工程學系,學士班(日間),46,37,9
,101,公立,一般大學,3,國立臺灣大學,520315,生物環境系統工程學系,碩士班(日間),36,21,15
,101,公立,一般大學,3,國立臺灣大學,520315,生物環境系統工程學系,博士班,10,8,2
,101,公立,一般大學,3,國立臺灣大學,520401,化學工程學系,學士班(日間),112,90,22
,101,公立,一般大學,3,國立臺灣大學,520401,化學工程學系,碩士班(日間),86,65,21
,101,公立,一般大學,3,國立臺灣大學,520401,化學工程學系,博士班,16,12,4
,101,公立,一般大學,3,國立臺灣大學,520407,高分子科學與工程學研究所,碩士班(日間),28,23,5
,101,公立,一般大學,3,國立臺灣大學,520407,高分子科學與工程學研究所,博士班,13,12,1
,101,公立,一般大學,3,國立臺灣大學,520502,材料科學與工程學系,學士班(日間),41,34,7
,101,公立,一般大學,3,國立臺灣大學,520502,材料科學與工程學系,碩士班(日間),54,40,14
,101,公立,一般大學,3,國立臺灣大學,520502,材料科學與工程學系,博士班,16,14,2
,101,公立,一般大學,3,國立臺灣大學,520601,工業工程學研究所,碩士班(日間),39,23,16
,101,公立,一般大學,3,國立臺灣大學,520601,工業工程學研究所,碩士在職專班,11,6,5
,101,公立,一般大學,3,國立臺灣大學,520901,環境工程學研究所環境科學與工程組,碩士班(日間),39,24,15
,101,公立,一般大學,3,國立臺灣大學,520901,環境工程學研究所環境規劃與管理組,碩士班(日間),10,7,3
,101,公立,一般大學,3,國立臺灣大學,520901,環境工程學研究所環境規劃與管理組,碩士在職專班,4,2,2
,101,公立,一般大學,3,國立臺灣大學,520901,環境工程學研究所,博士班,13,10,3
,101,公立,一般大學,3,國立臺灣大學,521105,生醫電子與資訊學研究所,碩士班(日間),36,27,9
,101,公立,一般大學,3,國立臺灣大學,521105,生醫電子與資訊學研究所,博士班,7,4,3
,101,公立,一般大學,3,國立臺灣大學,521302,工程科學及海洋工程學系,學士班(日間),42,32,10
,101,公立,一般大學,3,國立臺灣大學,521302,工程科學及海洋工程學系,碩士班(日間),74,67,7
,101,公立,一般大學,3,國立臺灣大學,521302,工程科學及海洋工程學系,博士班,11,10,1
,101,公立,一般大學,3,國立臺灣大學,521307,醫學工程學研究所,碩士班(日間),49,33,16
,101,公立,一般大學,3,國立臺灣大學,521307,醫學工程學研究所,博士班,15,8,7
,101,公立,一般大學,3,國立臺灣大學,589901,建築與城鄉研究所,碩士班(日間),18,9,9
,101,公立,一般大學,3,國立臺灣大學,589901,建築與城鄉研究所,博士班,5,4,1
,101,公立,一般大學,3,國立臺灣大學,620102,農藝學系,學士班(日間),33,16,17
,101,公立,一般大學,3,國立臺灣大學,620102,農藝學系生物統計學組,碩士班(日間),8,4,4
,101,公立,一般大學,3,國立臺灣大學,620102,農藝學系作物科學組,碩士班(日間),22,12,10
,101,公立,一般大學,3,國立臺灣大學,620102,農藝學系生物統計學組,博士班,3,1,2
,101,公立,一般大學,3,國立臺灣大學,620102,農藝學系作物科學組,博士班,5,2,3
,101,公立,一般大學,3,國立臺灣大學,620203,動物科學技術學系,學士班(日間),23,13,10
,101,公立,一般大學,3,國立臺灣大學,620203,動物科學技術學系,碩士班(日間),19,5,14
,101,公立,一般大學,3,國立臺灣大學,620203,動物科學技術學系,博士班,3,1,2
,101,公立,一般大學,3,國立臺灣大學,620303,園藝暨景觀學系,學士班(日間),46,13,33
,101,公立,一般大學,3,國立臺灣大學,620303,園藝暨景觀學系景觀暨休憩組,碩士班(日間),18,3,15
,101,公立,一般大學,3,國立臺灣大學,620303,園藝暨景觀學系園產品處理與利用組,碩士班(日間),8,1,7
,101,公立,一般大學,3,國立臺灣大學,620303,園藝暨景觀學系園藝作物組,碩士班(日間),24,8,16
,101,公立,一般大學,3,國立臺灣大學,620303,園藝暨景觀學系,博士班,8,5,3
,101,公立,一般大學,3,國立臺灣大學,620402,植物病理與微生物學系,學士班(日間),27,16,11
,101,公立,一般大學,3,國立臺灣大學,620402,植物病理與微生物學系,碩士班(日間),21,10,11
