,學年度,學期,設立別 ,學校類別,學校代碼,學校名稱,學制,學生總人數,學期內新增辦理休學人數,男,女,至學期底總休學人數,男,女
,104,1,公立,一般大學,2,國立清華大學,博士班,1681,209,154,55,347,257,90
,104,1,公立,一般大學,3,國立臺灣大學,學士班(日間),16532,615,375,240,699,426,273
,104,1,公立,一般大學,3,國立臺灣大學,學士班(進修),1,0,0,0,1,1,0
,104,1,公立,一般大學,3,國立臺灣大學,碩士班(日間),10069,792,421,371,1170,645,525
,104,1,公立,一般大學,3,國立臺灣大學,碩士在職專班,1191,247,154,93,317,191,126
,104,1,公立,一般大學,3,國立臺灣大學,博士班,3965,686,439,247,1083,740,343
,104,1,公立,一般大學,4,國立臺灣師範大學,學士班(日間),7919,197,104,93,268,152,116
,104,1,公立,一般大學,4,國立臺灣師範大學,碩士班(日間),3923,715,253,462,908,332,576
,104,1,公立,一般大學,4,國立臺灣師範大學,碩士在職專班,1851,200,62,138,430,122,308
,104,1,公立,一般大學,4,國立臺灣師範大學,博士班,1388,322,142,180,422,189,233
,104,1,公立,一般大學,5,國立成功大學,學士班(日間),11402,326,216,110,443,299,144
,104,1,公立,一般大學,5,國立成功大學,碩士班(日間),6422,225,125,100,524,294,230
,104,1,公立,一般大學,5,國立成功大學,碩士在職專班,1241,91,60,31,224,140,84
,104,1,公立,一般大學,5,國立成功大學,博士班,2171,218,153,65,609,431,178
,104,1,公立,一般大學,6,國立中興大學,學士班(日間),8114,179,125,54,278,191,87
,104,1,公立,一般大學,6,國立中興大學,學士班(進修),1024,28,13,15,58,27,31
,104,1,公立,一般大學,6,國立中興大學,碩士班(日間),3324,184,100,84,398,230,168
,104,1,公立,一般大學,6,國立中興大學,碩士在職專班,1563,114,91,23,358,254,104
,104,1,公立,一般大學,6,國立中興大學,博士班,1116,79,63,16,273,200,73
,104,1,公立,一般大學,7,國立交通大學,學士班(日間),5437,145,99,46,177,123,54
,104,1,公立,一般大學,7,國立交通大學,碩士班(日間),5334,207,113,94,320,189,131
,104,1,公立,一般大學,7,國立交通大學,碩士在職專班,1476,250,196,54,413,316,97
,104,1,公立,一般大學,7,國立交通大學,博士班,1836,242,186,56,394,301,93
,104,1,公立,一般大學,8,國立中央大學,學士班(日間),6117,127,101,26,179,140,39
,104,1,公立,一般大學,8,國立中央大學,碩士班(日間),3401,136,77,59,247,160,87
,104,1,公立,一般大學,8,國立中央大學,碩士在職專班,1348,98,63,35,276,188,88
,104,1,公立,一般大學,8,國立中央大學,博士班,1096,120,94,26,286,221,65
,104,1,公立,一般大學,9,國立中山大學,學士班(日間),4681,95,64,31,169,115,54
,104,1,公立,一般大學,9,國立中山大學,碩士班(日間),2917,218,126,92,411,248,163
,104,1,公立,一般大學,9,國立中山大學,碩士在職專班,862,99,43,56,197,92,105
,104,1,公立,一般大學,9,國立中山大學,博士班,852,99,64,35,231,155,76
,104,1,公立,一般大學,12,國立臺灣海洋大學,學士班(日間),5626,78,61,17,109,89,20
,104,1,公立,一般大學,12,國立臺灣海洋大學,學士班(進修),662,41,28,13,74,46,28
,104,1,公立,一般大學,12,國立臺灣海洋大學,碩士班(日間),1431,88,54,34,160,105,55
,104,1,公立,一般大學,12,國立臺灣海洋大學,碩士在職專班,569,48,35,13,90,63,27
,104,1,公立,一般大學,12,國立臺灣海洋大學,博士班,321,21,14,7,64,49,15
,104,1,公立,一般大學,13,國立中正大學,學士班(日間),6727,120,80,40,154,100,54
,104,1,公立,一般大學,13,國立中正大學,碩士班(日間),2766,245,122,123,410,216,194
,104,1,公立,一般大學,13,國立中正大學,碩士在職專班,1595,248,138,110,388,200,188
,104,1,公立,一般大學,13,國立中正大學,博士班,591,94,64,30,167,109,58
,104,1,公立,一般大學,14,國立高雄師範大學,學士班(日間),3471,56,32,24,80,47,33
,104,1,公立,一般大學,14,國立高雄師範大學,碩士班(日間),1429,179,65,114,350,123,227
,104,1,公立,一般大學,14,國立高雄師範大學,碩士在職專班,1253,128,40,88,275,84,191
,104,1,公立,一般大學,14,國立高雄師範大學,博士班,478,36,20,16,93,43,50
,104,1,公立,一般大學,15,國立彰化師範大學,學士班(日間),4850,64,48,16,97,72,25
,104,1,公立,一般大學,15,國立彰化師範大學,碩士班(日間),1524,177,77,100,339,167,172
,104,1,公立,一般大學,15,國立彰化師範大學,碩士在職專班,1286,69,30,39,173,73,100
,104,1,公立,一般大學,15,國立彰化師範大學,博士班,464,55,34,21,121,63,58
,104,1,公立,一般大學,16,國立陽明大學,學士班(日間),2100,86,44,42,116,60,56
,104,1,公立,一般大學,16,國立陽明大學,碩士班(日間),1168,89,32,57,198,69,129
,104,1,公立,一般大學,16,國立陽明大學,碩士在職專班,125,8,3,5,23,5,18
,104,1,公立,一般大學,16,國立陽明大學,博士班,934,97,47,50,279,157,122
,104,1,公立,一般大學,17,國立臺北大學,學士班(日間),5856,100,57,43,152,84,68
,104,1,公立,一般大學,17,國立臺北大學,學士班(進修),1930,94,47,47,173,90,83
,104,1,公立,一般大學,17,國立臺北大學,碩士班(日間),1328,149,65,84,265,132,133
,104,1,公立,一般大學,17,國立臺北大學,碩士在職專班,469,29,18,11,78,37,41
,104,1,公立,一般大學,17,國立臺北大學,博士班,182,25,17,8,56,41,15
,104,1,公立,一般大學,18,國立嘉義大學,學士班(日間),7918,143,90,53,276,178,98
,104,1,公立,一般大學,18,國立嘉義大學,學士班(進修),2104,113,68,45,292,185,107
,104,1,公立,一般大學,18,國立嘉義大學,碩士班(日間),1488,137,58,79,312,145,167
,104,1,公立,一般大學,18,國立嘉義大學,碩士在職專班,998,96,51,45,245,112,133
,104,1,公立,一般大學,18,國立嘉義大學,博士班,185,23,14,9,56,34,22
,104,1,公立,一般大學,19,國立高雄大學,學士班(日間),4185,85,57,28,109,74,35
,104,1,公立,一般大學,19,國立高雄大學,學士班(進修),168,24,15,9,34,24,10
,104,1,公立,一般大學,19,國立高雄大學,碩士班(日間),619,89,57,32,126,84,42
,104,1,公立,一般大學,19,國立高雄大學,碩士在職專班,427,104,57,47,154,88,66
,104,1,公立,一般大學,19,國立高雄大學,博士班,17,1,1,0,1,1,0
,104,1,公立,一般大學,20,國立東華大學,學士班(日間),7477,147,89,58,266,177,89
,104,1,公立,一般大學,20,國立東華大學,學士班(進修),0,0,0,0,1,1,0
,104,1,公立,一般大學,20,國立東華大學,碩士班(日間),1741,269,120,149,588,269,319
,104,1,公立,一般大學,20,國立東華大學,碩士在職專班,581,63,33,30,168,75,93
,104,1,公立,一般大學,20,國立東華大學,博士班,375,63,42,21,126,85,41
,104,1,公立,一般大學,21,國立暨南國際大學,學士班(日間),4392,72,43,29,104,64,40
,104,1,公立,一般大學,21,國立暨南國際大學,學士班(進修),1,0,0,0,0,0,0
,104,1,公立,一般大學,21,國立暨南國際大學,碩士班(日間),1056,108,52,56,208,113,95
,104,1,公立,一般大學,21,國立暨南國際大學,碩士在職專班,373,18,9,9,44,27,17
,104,1,公立,一般大學,21,國立暨南國際大學,博士班,317,52,26,26,86,47,39
,104,1,公立,一般大學,28,國立臺北藝術大學,五專,83,2,2,0,4,4,0
,104,1,公立,一般大學,28,國立臺北藝術大學,學士班(日間),1773,31,14,17,75,36,39
,104,1,公立,一般大學,28,國立臺北藝術大學,碩士班(日間),973,183,58,125,316,117,199
,104,1,公立,一般大學,28,國立臺北藝術大學,碩士在職專班,168,24,7,17,41,13,28
,104,1,公立,一般大學,28,國立臺北藝術大學,博士班,67,21,8,13,31,9,22
,104,1,公立,一般大學,29,國立臺灣藝術大學,學士班(日間),2331,48,25,23,83,42,41
,104,1,公立,一般大學,29,國立臺灣藝術大學,學士班(進修),1923,66,22,44,152,54,98
,104,1,公立,一般大學,29,國立臺灣藝術大學,碩士班(日間),726,101,38,63,212,90,122
,104,1,公立,一般大學,29,國立臺灣藝術大學,碩士在職專班,414,30,14,16,86,30,56
,104,1,公立,一般大學,29,國立臺灣藝術大學,博士班,90,7,1,6,18,3,15
,104,1,公立,一般大學,30,國立臺東大學,學士班(日間),3547,90,52,38,144,83,61
,104,1,公立,一般大學,30,國立臺東大學,學士班(進修),172,22,13,9,46,27,19
,104,1,公立,一般大學,30,國立臺東大學,碩士班(日間),302,24,6,18,91,30,61
,104,1,公立,一般大學,30,國立臺東大學,碩士在職專班,641,78,24,54,124,47,77
,104,1,公立,一般大學,30,國立臺東大學,博士班,38,11,0,11,15,3,12
,104,1,公立,一般大學,31,國立宜蘭大學,學士班(日間),4341,79,51,28,125,92,33
,104,1,公立,一般大學,31,國立宜蘭大學,學士班(進修),452,19,10,9,69,54,15
,104,1,公立,一般大學,31,國立宜蘭大學,碩士班(日間),492,26,22,4,53,42,11
,104,1,公立,一般大學,31,國立宜蘭大學,碩士在職專班,189,12,10,2,34,27,7
,104,1,公立,一般大學,31,國立宜蘭大學,博士班,14,3,2,1,3,2,1
,104,1,公立,一般大學,32,國立聯合大學,學士班(日間),6016,106,76,30,197,159,38
,104,1,公立,一般大學,32,國立聯合大學,學士班(進修),1429,61,41,20,123,86,37
,104,1,公立,一般大學,32,國立聯合大學,碩士班(日間),440,18,14,4,42,33,9
,104,1,公立,一般大學,32,國立聯合大學,博士班,9,0,0,0,2,2,0
,104,1,公立,一般大學,35,國立臺南藝術大學,五專,166,6,1,5,11,1,10
,104,1,公立,一般大學,35,國立臺南藝術大學,學士班(日間),729,15,7,8,34,15,19
,104,1,公立,一般大學,35,國立臺南藝術大學,學士班(進修),1,1,0,1,1,0,1
,104,1,公立,一般大學,35,國立臺南藝術大學,碩士班(日間),544,68,25,43,155,58,97
,104,1,公立,一般大學,35,國立臺南藝術大學,碩士在職專班,49,19,6,13,30,8,22
,104,1,公立,一般大學,35,國立臺南藝術大學,博士班,41,6,0,6,13,6,7
,104,1,公立,一般大學,36,國立臺南大學,學士班(日間),3896,51,25,26,87,44,43
,104,1,公立,一般大學,36,國立臺南大學,學士班(進修),211,3,1,2,19,11,8
,104,1,公立,一般大學,36,國立臺南大學,碩士班(日間),1022,147,58,89,271,111,160
,104,1,公立,一般大學,36,國立臺南大學,碩士在職專班,698,48,18,30,110,37,73
,104,1,公立,一般大學,36,國立臺南大學,博士班,169,22,12,10,45,26,19
,104,1,公立,一般大學,37,國立臺北教育大學,學士班(日間),3319,80,28,52,105,41,64
,104,1,公立,一般大學,37,國立臺北教育大學,碩士班(日間),1147,247,75,172,333,106,227
,104,1,公立,一般大學,37,國立臺北教育大學,碩士在職專班,1008,59,20,39,181,55,126
,104,1,公立,一般大學,37,國立臺北教育大學,博士班,132,41,18,23,45,21,24
,104,1,公立,一般大學,38,國立新竹教育大學,學士班(日間),2573,50,17,33,75,26,49
,104,1,公立,一般大學,38,國立新竹教育大學,碩士班(日間),797,74,20,54,175,38,137
,104,1,公立,一般大學,38,國立新竹教育大學,碩士在職專班,534,40,11,29,69,12,57
,104,1,公立,一般大學,38,國立新竹教育大學,博士班,82,10,2,8,14,3,11
,104,1,公立,一般大學,39,國立臺中教育大學,學士班(日間),3379,43,23,20,79,47,32
,104,1,公立,一般大學,39,國立臺中教育大學,碩士班(日間),833,89,31,58,175,66,109
,104,1,公立,一般大學,39,國立臺中教育大學,碩士在職專班,690,60,9,51,101,17,84
,104,1,公立,一般大學,39,國立臺中教育大學,博士班,126,14,9,5,20,9,11
,104,1,公立,一般大學,44,國立體育大學,學士班(日間),1599,50,40,10,96,76,20
,104,1,公立,一般大學,44,國立體育大學,學士班(進修),97,8,6,2,12,10,2
,104,1,公立,一般大學,44,國立體育大學,碩士班(日間),335,51,36,15,105,71,34
,104,1,公立,一般大學,44,國立體育大學,碩士在職專班,193,19,10,9,59,31,28
,104,1,公立,一般大學,44,國立體育大學,博士班,137,14,7,7,24,16,8
,104,1,公立,一般大學,48,國立金門大學,學士班(日間),3317,75,38,37,121,72,49
,104,1,公立,一般大學,48,國立金門大學,學士班(進修),820,58,33,25,44,26,18
,104,1,公立,一般大學,48,國立金門大學,碩士班(日間),199,23,15,8,28,18,10
,104,1,公立,一般大學,48,國立金門大學,碩士在職專班,53,3,3,0,3,3,0
,104,1,公立,一般大學,49,國立臺灣體育運動大學,學士班(日間),2422,108,84,24,204,159,45
,104,1,公立,一般大學,49,國立臺灣體育運動大學,學士班(進修),380,26,18,8,47,33,14
,104,1,公立,一般大學,49,國立臺灣體育運動大學,碩士班(日間),277,64,32,32,122,63,59
,104,1,公立,一般大學,49,國立臺灣體育運動大學,碩士在職專班,113,5,5,0,9,8,1
,104,1,公立,一般大學,52,國立屏東大學,學士班(日間),6708,84,45,39,148,83,65
,104,1,公立,一般大學,52,國立屏東大學,學士班(進修),597,29,15,14,61,28,33
,104,1,公立,一般大學,52,國立屏東大學,碩士班(日間),911,125,53,72,253,104,149
,104,1,公立,一般大學,52,國立屏東大學,碩士在職專班,480,34,5,29,87,22,65
,104,1,公立,一般大學,52,國立屏東大學,博士班,51,2,0,2,5,1,4
,104,1,公立,一般大學,3002,臺北市立大學,學士班(日間),5082,158,102,56,251,163,88
,104,1,公立,一般大學,3002,臺北市立大學,碩士班(日間),1255,165,54,111,304,108,196
,104,1,公立,一般大學,3002,臺北市立大學,碩士在職專班,985,52,15,37,123,41,82
,104,1,公立,一般大學,3002,臺北市立大學,博士班,251,34,15,19,56,23,33
,104,1,公立,技專校院,22,國立臺灣科技大學,學士班(日間),5483,86,59,27,143,98,45
,104,1,公立,技專校院,22,國立臺灣科技大學,學士班(進修),41,6,1,5,7,1,6
,104,1,公立,技專校院,22,國立臺灣科技大學,碩士班(日間),3208,143,88,55,219,147,72
,104,1,公立,技專校院,22,國立臺灣科技大學,碩士在職專班,756,110,90,20,178,147,31
,104,1,公立,技專校院,22,國立臺灣科技大學,博士班,958,134,103,31,235,185,50
,104,1,公立,技專校院,23,國立雲林科技大學,學士班(日間),6490,83,53,30,163,111,52
,104,1,公立,技專校院,23,國立雲林科技大學,碩士班(日間),2145,104,70,34,249,156,93
,104,1,公立,技專校院,23,國立雲林科技大學,碩士在職專班,749,62,31,31,159,90,69
,104,1,公立,技專校院,23,國立雲林科技大學,博士班,478,43,31,12,124,92,32
,104,1,公立,技專校院,24,國立屏東科技大學,學士班(日間),7842,99,53,46,184,107,77
,104,1,公立,技專校院,24,國立屏東科技大學,學士班(進修),1582,37,24,13,81,49,32
,104,1,公立,技專校院,24,國立屏東科技大學,碩士班(日間),1276,90,51,39,212,118,94
,104,1,公立,技專校院,24,國立屏東科技大學,碩士在職專班,509,28,20,8,80,59,21
,104,1,公立,技專校院,24,國立屏東科技大學,博士班,245,27,15,12,53,27,26
,104,1,公立,技專校院,25,國立臺北科技大學,學士班(日間),5929,105,76,29,153,115,38
,104,1,公立,技專校院,25,國立臺北科技大學,學士班(進修),1262,66,51,15,82,65,17
,104,1,公立,技專校院,25,國立臺北科技大學,碩士班(日間),2721,93,68,25,103,77,26
,104,1,公立,技專校院,25,國立臺北科技大學,碩士在職專班,1329,146,111,35,203,160,43
,104,1,公立,技專校院,25,國立臺北科技大學,博士班,684,88,70,18,133,103,30
,104,1,公立,技專校院,26,國立高雄第一科技大學,學士班(日間),5647,94,53,41,147,85,62
,104,1,公立,技專校院,26,國立高雄第一科技大學,碩士班(日間),1094,86,50,36,169,103,66
,104,1,公立,技專校院,26,國立高雄第一科技大學,碩士在職專班,736,39,31,8,126,99,27
,104,1,公立,技專校院,26,國立高雄第一科技大學,博士班,232,22,18,4,45,35,10
,104,1,公立,技專校院,27,國立高雄應用科技大學,學士班(日間),7603,117,88,29,194,142,52
,104,1,公立,技專校院,27,國立高雄應用科技大學,學士班(進修),1742,97,59,38,214,141,73
,104,1,公立,技專校院,27,國立高雄應用科技大學,碩士班(日間),1263,70,49,21,131,94,37
,104,1,公立,技專校院,27,國立高雄應用科技大學,碩士在職專班,1264,111,82,29,262,194,68
,104,1,公立,技專校院,27,國立高雄應用科技大學,博士班,299,19,14,5,39,34,5
,104,1,公立,技專校院,33,國立虎尾科技大學,學士班(日間),7615,89,75,14,218,178,40
,104,1,公立,技專校院,33,國立虎尾科技大學,學士班(進修),1321,55,40,15,109,84,25
,104,1,公立,技專校院,33,國立虎尾科技大學,碩士班(日間),856,36,29,7,111,86,25
,104,1,公立,技專校院,33,國立虎尾科技大學,碩士在職專班,244,25,18,7,25,18,7
,104,1,公立,技專校院,33,國立虎尾科技大學,博士班,26,1,1,0,8,8,0
,104,1,公立,技專校院,34,國立高雄海洋科技大學,五專,506,4,4,0,7,7,0
,104,1,公立,技專校院,34,國立高雄海洋科技大學,學士班(日間),4935,98,71,27,169,126,43
,104,1,公立,技專校院,34,國立高雄海洋科技大學,學士班(進修),1784,91,63,28,113,81,32
,104,1,公立,技專校院,34,國立高雄海洋科技大學,碩士班(日間),332,36,19,17,78,48,30
,104,1,公立,技專校院,34,國立高雄海洋科技大學,碩士在職專班,179,18,11,7,26,17,9
,104,1,公立,技專校院,34,國立高雄海洋科技大學,博士班,9,0,0,0,0,0,0
,104,1,公立,技專校院,42,國立澎湖科技大學,學士班(日間),2542,60,37,23,72,47,25
,104,1,公立,技專校院,42,國立澎湖科技大學,學士班(進修),327,20,10,10,23,13,10
,104,1,公立,技專校院,42,國立澎湖科技大學,碩士班(日間),70,17,8,9,23,13,10
,104,1,公立,技專校院,42,國立澎湖科技大學,碩士在職專班,45,7,5,2,8,5,3
,104,1,公立,技專校院,43,國立勤益科技大學,二專(日間),7,6,4,2,16,12,4
,104,1,公立,技專校院,43,國立勤益科技大學,二專(進修),1,0,0,0,1,1,0
,104,1,公立,技專校院,43,國立勤益科技大學,學士班(日間),6831,125,93,32,339,253,86
,104,1,公立,技專校院,43,國立勤益科技大學,學士班(進修),3565,135,109,26,199,157,42
,104,1,公立,技專校院,43,國立勤益科技大學,碩士班(日間),649,22,14,8,71,58,13
,104,1,公立,技專校院,43,國立勤益科技大學,碩士在職專班,253,23,20,3,15,12,3
,104,1,公立,技專校院,43,國立勤益科技大學,博士班,12,0,0,0,1,1,0
,104,1,公立,技專校院,46,國立臺北護理健康大學,學士班(日間),3133,59,16,43,109,26,83
,104,1,公立,技專校院,46,國立臺北護理健康大學,學士班(進修),696,33,1,32,91,1,90
,104,1,公立,技專校院,46,國立臺北護理健康大學,碩士班(日間),585,87,13,74,208,29,179
,104,1,公立,技專校院,46,國立臺北護理健康大學,碩士在職專班,183,22,3,19,55,8,47
,104,1,公立,技專校院,46,國立臺北護理健康大學,博士班,60,9,0,9,20,0,20
,104,1,公立,技專校院,47,國立高雄餐旅大學,二專(進修),278,8,5,3,27,14,13
,104,1,公立,技專校院,47,國立高雄餐旅大學,五專,213,5,2,3,9,5,4
,104,1,公立,技專校院,47,國立高雄餐旅大學,學士班(日間),3296,65,20,45,112,41,71
,104,1,公立,技專校院,47,國立高雄餐旅大學,學士班(進修),1206,23,5,18,57,16,41
,104,1,公立,技專校院,47,國立高雄餐旅大學,碩士班(日間),189,10,3,7,30,13,17
,104,1,公立,技專校院,47,國立高雄餐旅大學,碩士在職專班,95,6,3,3,12,7,5
,104,1,公立,技專校院,47,國立高雄餐旅大學,博士班,24,2,2,0,3,2,1
,104,1,公立,技專校院,50,國立臺中科技大學,二專(日間),67,2,0,2,3,0,3
,104,1,公立,技專校院,50,國立臺中科技大學,二專(進修),181,20,0,20,32,2,30
,104,1,公立,技專校院,50,國立臺中科技大學,五專,3825,76,19,57,105,27,78
,104,1,公立,技專校院,50,國立臺中科技大學,學士班(日間),6574,114,30,84,162,52,110
,104,1,公立,技專校院,50,國立臺中科技大學,學士班(進修),2671,149,67,82,207,89,118
,104,1,公立,技專校院,50,國立臺中科技大學,碩士班(日間),405,30,15,15,49,28,21
,104,1,公立,技專校院,50,國立臺中科技大學,碩士在職專班,152,11,7,4,20,10,10
,104,1,公立,技專校院,51,國立臺北商業大學,二專(進修),213,13,7,6,16,7,9
,104,1,公立,技專校院,51,國立臺北商業大學,五專,1978,49,20,29,90,35,55
,104,1,公立,技專校院,51,國立臺北商業大學,學士班(日間),2876,34,12,22,78,30,48
,104,1,公立,技專校院,51,國立臺北商業大學,學士班(進修),1602,44,21,23,111,48,63
,104,1,公立,技專校院,51,國立臺北商業大學,碩士班(日間),155,12,4,8,23,13,10
,104,1,公立,技專校院,51,國立臺北商業大學,碩士在職專班,21,0,0,0,10,5,5
,104,1,公立,技專校院,144,國立臺灣戲曲學院,學士班(日間),515,24,12,12,38,20,18
,104,1,公立,技專校院,144,國立臺灣戲曲學院,學士班(進修),60,5,2,3,7,3,4
,104,1,公立,技專校院,221,國立臺南護理專科學校,二專(日間),100,2,0,2,8,1,7
,104,1,公立,技專校院,221,國立臺南護理專科學校,二專(進修),83,5,2,3,15,4,11
,104,1,公立,技專校院,221,國立臺南護理專科學校,五專,1763,23,2,21,35,2,33
,104,1,公立,技專校院,222,國立臺東專科學校,二專(日間),494,16,9,7,20,12,8
,104,1,公立,技專校院,222,國立臺東專科學校,二專(進修),109,13,7,6,20,11,9
,104,1,公立,技專校院,222,國立臺東專科學校,五專,660,16,9,7,27,13,14
,104,1,私立,一般大學,1001,東海大學,學士班(日間),13844,287,151,136,556,320,236
,104,1,私立,一般大學,1001,東海大學,學士班(進修),625,43,22,21,140,83,57
,104,1,私立,一般大學,1001,東海大學,碩士班(日間),1459,118,53,65,359,168,191
,104,1,私立,一般大學,1001,東海大學,碩士在職專班,778,62,25,37,188,85,103
,104,1,私立,一般大學,1001,東海大學,博士班,227,23,17,6,74,43,31
,104,1,私立,一般大學,1002,輔仁大學,學士班(日間),18281,456,227,229,709,365,344
,104,1,私立,一般大學,1002,輔仁大學,學士班(進修),4887,201,91,110,362,161,201
,104,1,私立,一般大學,1002,輔仁大學,碩士班(日間),2165,296,130,166,641,272,369
,104,1,私立,一般大學,1002,輔仁大學,碩士在職專班,1641,117,42,75,354,148,206
,104,1,私立,一般大學,1002,輔仁大學,博士班,453,79,41,38,190,101,89
,104,1,私立,一般大學,1003,東吳大學,學士班(日間),12131,290,158,132,379,206,173
,104,1,私立,一般大學,1003,東吳大學,學士班(進修),1211,72,22,50,119,37,82
,104,1,私立,一般大學,1003,東吳大學,碩士班(日間),1197,181,91,90,260,140,120
,104,1,私立,一般大學,1003,東吳大學,碩士在職專班,1155,112,53,59,197,91,106
,104,1,私立,一般大學,1003,東吳大學,博士班,102,17,10,7,23,15,8
,104,1,私立,一般大學,1004,中原大學,學士班(日間),13279,238,151,87,490,324,166
,104,1,私立,一般大學,1004,中原大學,學士班(進修),1,0,0,0,0,0,0
,104,1,私立,一般大學,1004,中原大學,碩士班(日間),1696,93,44,49,301,166,135
,104,1,私立,一般大學,1004,中原大學,碩士在職專班,987,68,46,22,259,183,76
,104,1,私立,一般大學,1004,中原大學,博士班,354,26,20,6,119,86,33
,104,1,私立,一般大學,1005,淡江大學,學士班(日間),20972,447,260,187,887,538,349
,104,1,私立,一般大學,1005,淡江大學,學士班(進修),2374,124,68,56,303,175,128
,104,1,私立,一般大學,1005,淡江大學,碩士班(日間),1972,131,73,58,419,234,185
,104,1,私立,一般大學,1005,淡江大學,碩士在職專班,1227,86,46,40,253,131,122
,104,1,私立,一般大學,1005,淡江大學,博士班,496,49,30,19,135,90,45
,104,1,私立,一般大學,1006,中國文化大學,學士班(日間),21348,459,270,189,754,448,306
,104,1,私立,一般大學,1006,中國文化大學,學士班(進修),2657,236,121,115,567,281,286
,104,1,私立,一般大學,1006,中國文化大學,碩士班(日間),1581,196,109,87,412,233,179
,104,1,私立,一般大學,1006,中國文化大學,碩士在職專班,603,49,30,19,99,50,49
,104,1,私立,一般大學,1006,中國文化大學,博士班,505,67,45,22,114,75,39
,104,1,私立,一般大學,1007,逢甲大學,學士班(日間),17063,391,306,85,470,374,96
,104,1,私立,一般大學,1007,逢甲大學,學士班(進修),974,91,51,40,115,70,45
,104,1,私立,一般大學,1007,逢甲大學,碩士班(日間),1646,151,111,40,191,137,54
,104,1,私立,一般大學,1007,逢甲大學,碩士在職專班,1110,114,71,43,154,95,59
,104,1,私立,一般大學,1007,逢甲大學,博士班,408,60,42,18,85,61,24
,104,1,私立,一般大學,1008,靜宜大學,學士班(日間),11446,231,144,87,378,241,137
,104,1,私立,一般大學,1008,靜宜大學,學士班(進修),47,4,3,1,10,7,3
,104,1,私立,一般大學,1008,靜宜大學,碩士班(日間),580,63,24,39,125,53,72
,104,1,私立,一般大學,1008,靜宜大學,碩士在職專班,326,19,10,9,47,19,28
,104,1,私立,一般大學,1008,靜宜大學,博士班,36,6,4,2,10,5,5
,104,1,私立,一般大學,1009,長庚大學,學士班(日間),5218,129,71,58,168,95,73
,104,1,私立,一般大學,1009,長庚大學,碩士班(日間),1322,70,27,43,182,84,98
,104,1,私立,一般大學,1009,長庚大學,碩士在職專班,296,15,9,6,79,44,35
,104,1,私立,一般大學,1009,長庚大學,博士班,550,35,25,10,95,65,30
,104,1,私立,一般大學,1010,元智大學,學士班(日間),7223,91,56,35,138,85,53
,104,1,私立,一般大學,1010,元智大學,碩士班(日間),1053,34,21,13,82,58,24
,104,1,私立,一般大學,1010,元智大學,碩士在職專班,837,54,42,12,134,96,38
,104,1,私立,一般大學,1010,元智大學,博士班,307,26,18,8,52,39,13
,104,1,私立,一般大學,1011,中華大學,學士班(日間),7062,178,120,58,342,251,91
,104,1,私立,一般大學,1011,中華大學,學士班(進修),379,26,21,5,42,31,11
,104,1,私立,一般大學,1011,中華大學,碩士班(日間),645,23,14,9,75,55,20
,104,1,私立,一般大學,1011,中華大學,碩士在職專班,261,9,7,2,32,25,7
,104,1,私立,一般大學,1011,中華大學,博士班,126,15,10,5,44,32,12
,104,1,私立,一般大學,1012,大葉大學,學士班(日間),8920,188,119,69,358,242,116
,104,1,私立,一般大學,1012,大葉大學,學士班(進修),1522,62,46,16,123,94,29
,104,1,私立,一般大學,1012,大葉大學,碩士班(日間),758,57,30,27,134,72,62
,104,1,私立,一般大學,1012,大葉大學,碩士在職專班,563,26,6,20,70,34,36
,104,1,私立,一般大學,1012,大葉大學,博士班,128,14,9,5,57,40,17
,104,1,私立,一般大學,1013,華梵大學,學士班(日間),2613,87,48,39,146,89,57
,104,1,私立,一般大學,1013,華梵大學,碩士班(日間),306,36,24,12,76,49,27
,104,1,私立,一般大學,1013,華梵大學,碩士在職專班,270,25,18,7,59,40,19
,104,1,私立,一般大學,1013,華梵大學,博士班,53,6,4,2,11,8,3
,104,1,私立,一般大學,1014,義守大學,學士班(日間),13137,186,124,62,257,185,72
,104,1,私立,一般大學,1014,義守大學,學士班(進修),2364,79,50,29,343,224,119
,104,1,私立,一般大學,1014,義守大學,碩士班(日間),576,18,12,6,34,25,9
,104,1,私立,一般大學,1014,義守大學,碩士在職專班,452,14,11,3,80,50,30
,104,1,私立,一般大學,1014,義守大學,博士班,137,9,6,3,15,10,5
,104,1,私立,一般大學,1015,世新大學,學士班(日間),9959,211,103,108,338,175,163
,104,1,私立,一般大學,1015,世新大學,學士班(進修),204,9,3,6,18,6,12
,104,1,私立,一般大學,1015,世新大學,碩士班(日間),681,85,50,35,157,90,67
,104,1,私立,一般大學,1015,世新大學,碩士在職專班,930,79,42,37,237,114,123
,104,1,私立,一般大學,1015,世新大學,博士班,76,10,4,6,19,7,12
,104,1,私立,一般大學,1016,銘傳大學,學士班(日間),17787,434,232,202,718,431,287
,104,1,私立,一般大學,1016,銘傳大學,碩士班(日間),720,60,34,26,130,76,54
,104,1,私立,一般大學,1016,銘傳大學,碩士在職專班,847,49,23,26,94,41,53
,104,1,私立,一般大學,1016,銘傳大學,博士班,59,11,6,5,23,12,11
,104,1,私立,一般大學,1017,實踐大學,學士班(日間),12477,325,139,186,468,208,260
,104,1,私立,一般大學,1017,實踐大學,學士班(進修),2538,144,42,102,212,71,141
,104,1,私立,一般大學,1017,實踐大學,碩士班(日間),389,34,22,12,78,44,34
