,學年度,學期,設立別 ,學校類別,學校代碼,學校名稱,學制,學生總人數,學生學期內退學人數,男,女
,101,1,私立,一般大學,1039,玄奘大學,博士班,29,0,0,0
,101,1,私立,一般大學,1048,亞洲大學,學士班(日間),9261,380,195,185
,101,1,私立,一般大學,1048,亞洲大學,學士班(進修),1513,159,100,59
,101,1,私立,一般大學,1048,亞洲大學,碩士班(日間),739,49,32,17
,101,1,私立,一般大學,1048,亞洲大學,碩士在職專班,472,14,5,9
,101,1,私立,一般大學,1048,亞洲大學,博士班,134,6,5,1
,101,1,私立,一般大學,1049,開南大學,學士班(日間),8020,376,229,147
,101,1,私立,一般大學,1049,開南大學,學士班(進修),1344,121,74,47
,101,1,私立,一般大學,1049,開南大學,碩士班(日間),343,14,7,7
,101,1,私立,一般大學,1049,開南大學,碩士在職專班,384,5,4,1
,101,1,私立,一般大學,1050,佛光大學,學士班(日間),2262,117,62,55
,101,1,私立,一般大學,1050,佛光大學,碩士班(日間),835,43,23,20
,101,1,私立,一般大學,1050,佛光大學,碩士在職專班,276,16,10,6
,101,1,私立,一般大學,1050,佛光大學,博士班,32,2,1,1
,101,1,私立,一般大學,1058,明道大學,學士班(日間),3346,194,106,88
,101,1,私立,一般大學,1058,明道大學,學士班(進修),2292,189,116,73
,101,1,私立,一般大學,1058,明道大學,碩士班(日間),265,17,13,4
,101,1,私立,一般大學,1058,明道大學,碩士在職專班,49,0,0,0
,101,1,私立,一般大學,1059,康寧大學,學士班(日間),1121,70,37,33
,101,1,私立,一般大學,1059,康寧大學,學士班(進修),400,16,12,4
,101,1,私立,一般大學,1059,康寧大學,碩士班(日間),223,9,9,0
,101,1,私立,一般大學,1059,康寧大學,碩士在職專班,162,0,0,0
,101,1,私立,一般大學,1067,台灣首府大學,學士班(日間),3722,261,170,91
,101,1,私立,一般大學,1067,台灣首府大學,學士班(進修),1533,81,58,23
,101,1,私立,一般大學,1067,台灣首府大學,碩士班(日間),81,3,2,1
,101,1,私立,一般大學,1125,興國管理學院,學士班(日間),199,38,25,13
,101,1,私立,一般大學,1125,興國管理學院,學士班(進修),1197,55,23,32
,101,1,私立,一般大學,1176,稻江科技暨管理學院,學士班(日間),1562,162,73,89
,101,1,私立,一般大學,1176,稻江科技暨管理學院,學士班(進修),1156,58,24,34
,101,1,私立,一般大學,1176,稻江科技暨管理學院,碩士班(日間),51,5,4,1
,101,1,私立,一般大學,1195,馬偕醫學院,學士班(日間),335,4,2,2
,101,1,私立,一般大學,1195,馬偕醫學院,碩士班(日間),2,0,0,0
,101,1,私立,一般大學,1R01,法鼓佛教學院,學士班(日間),54,0,0,0
,101,1,私立,一般大學,1R01,法鼓佛教學院,碩士班(日間),63,2,2,0
,101,1,私立,一般大學,1R01,法鼓佛教學院,博士班,3,0,0,0
,101,1,私立,一般大學,1R02,基督教台灣浸會神學院,碩士班(日間),39,0,0,0
,101,1,私立,一般大學,1R03,臺北基督學院,學士班(日間),41,0,0,0
,101,1,私立,技專校院,1018,朝陽科技大學,學士班(日間),11041,295,166,129
,101,1,私立,技專校院,1018,朝陽科技大學,學士班(進修),3853,260,132,128
,101,1,私立,技專校院,1018,朝陽科技大學,碩士班(日間),1007,56,35,21
,101,1,私立,技專校院,1018,朝陽科技大學,碩士在職專班,580,27,15,12
,101,1,私立,技專校院,1018,朝陽科技大學,博士班,72,2,0,2
,101,1,私立,技專校院,1023,南臺科技大學,學士班(日間),13094,237,150,87
,101,1,私立,技專校院,1023,南臺科技大學,學士班(進修),4929,170,85,85
,101,1,私立,技專校院,1023,南臺科技大學,碩士班(日間),1257,77,54,23
,101,1,私立,技專校院,1023,南臺科技大學,碩士在職專班,544,15,9,6
,101,1,私立,技專校院,1023,南臺科技大學,博士班,44,3,3,0
,101,1,私立,技專校院,1024,崑山科技大學,學士班(日間),8578,170,97,73
,101,1,私立,技專校院,1024,崑山科技大學,學士班(進修),3560,219,134,85
,101,1,私立,技專校院,1024,崑山科技大學,碩士班(日間),589,4,3,1
,101,1,私立,技專校院,1024,崑山科技大學,碩士在職專班,213,13,9,4
,101,1,私立,技專校院,1024,崑山科技大學,博士班,26,0,0,0
,101,1,私立,技專校院,1025,嘉南藥理大學,學士班(日間),12702,382,149,233
,101,1,私立,技專校院,1025,嘉南藥理大學,學士班(進修),3743,322,139,183
,101,1,私立,技專校院,1025,嘉南藥理大學,碩士班(日間),357,17,8,9
,101,1,私立,技專校院,1025,嘉南藥理大學,碩士在職專班,183,10,1,9
,101,1,私立,技專校院,1026,樹德科技大學,二專(日間),0,3,0,3
,101,1,私立,技專校院,1026,樹德科技大學,學士班(日間),8103,320,167,153
,101,1,私立,技專校院,1026,樹德科技大學,學士班(進修),2352,213,132,81
,101,1,私立,技專校院,1026,樹德科技大學,碩士班(日間),429,23,15,8
,101,1,私立,技專校院,1026,樹德科技大學,碩士在職專班,628,32,17,15
,101,1,私立,技專校院,1026,樹德科技大學,博士班,16,0,0,0
,101,1,私立,技專校院,1030,龍華科技大學,二專(日間),44,3,3,0
,101,1,私立,技專校院,1030,龍華科技大學,學士班(日間),6346,114,74,40
,101,1,私立,技專校院,1030,龍華科技大學,學士班(進修),4111,256,168,88
,101,1,私立,技專校院,1030,龍華科技大學,碩士班(日間),308,5,4,1
,101,1,私立,技專校院,1030,龍華科技大學,碩士在職專班,110,4,2,2
,101,1,私立,技專校院,1031,輔英科技大學,二專(進修),13,0,0,0
,101,1,私立,技專校院,1031,輔英科技大學,五專,3429,89,14,75
,101,1,私立,技專校院,1031,輔英科技大學,學士班(日間),5261,229,121,108
,101,1,私立,技專校院,1031,輔英科技大學,學士班(進修),1509,114,61,53
,101,1,私立,技專校院,1031,輔英科技大學,碩士班(日間),133,9,0,9
,101,1,私立,技專校院,1031,輔英科技大學,碩士在職專班,26,0,0,0
,101,1,私立,技專校院,1032,明新科技大學,二專(日間),9,2,1,1
,101,1,私立,技專校院,1032,明新科技大學,二專(進修),172,8,0,8
,101,1,私立,技專校院,1032,明新科技大學,學士班(日間),8583,148,90,58
,101,1,私立,技專校院,1032,明新科技大學,學士班(進修),4244,419,249,170
,101,1,私立,技專校院,1032,明新科技大學,碩士班(日間),451,1,1,0
,101,1,私立,技專校院,1032,明新科技大學,碩士在職專班,226,15,9,6
,101,1,私立,技專校院,1034,弘光科技大學,五專,391,14,2,12
,101,1,私立,技專校院,1034,弘光科技大學,學士班(日間),7618,188,80,108
,101,1,私立,技專校院,1034,弘光科技大學,學士班(進修),4396,195,77,118
,101,1,私立,技專校院,1034,弘光科技大學,碩士班(日間),223,10,2,8
,101,1,私立,技專校院,1034,弘光科技大學,碩士在職專班,109,7,4,3
,101,1,私立,技專校院,1036,健行科技大學,二專(日間),138,13,11,2
,101,1,私立,技專校院,1036,健行科技大學,學士班(日間),8701,263,174,89
,101,1,私立,技專校院,1036,健行科技大學,學士班(進修),3858,305,202,103
,101,1,私立,技專校院,1036,健行科技大學,碩士班(日間),389,15,13,2
,101,1,私立,技專校院,1036,健行科技大學,碩士在職專班,136,1,0,1
,101,1,私立,技專校院,1037,正修科技大學,二專(日間),114,6,3,3
,101,1,私立,技專校院,1037,正修科技大學,二專(進修),31,36,26,10
,101,1,私立,技專校院,1037,正修科技大學,五專,6,6,5,1
,101,1,私立,技專校院,1037,正修科技大學,學士班(日間),9183,260,136,124
,101,1,私立,技專校院,1037,正修科技大學,學士班(進修),6772,447,288,159
,101,1,私立,技專校院,1037,正修科技大學,碩士班(日間),371,10,5,5
,101,1,私立,技專校院,1037,正修科技大學,碩士在職專班,75,7,5,2
,101,1,私立,技專校院,1037,正修科技大學,博士班,8,0,0,0
,101,1,私立,技專校院,1038,萬能科技大學,二專(日間),21,5,3,2
,101,1,私立,技專校院,1038,萬能科技大學,學士班(日間),5383,201,133,68
,101,1,私立,技專校院,1038,萬能科技大學,學士班(進修),4856,272,164,108
,101,1,私立,技專校院,1038,萬能科技大學,碩士班(日間),131,1,0,1
,101,1,私立,技專校院,1038,萬能科技大學,碩士在職專班,143,2,1,1
,101,1,私立,技專校院,1040,建國科技大學,二專(日間),55,8,5,3
,101,1,私立,技專校院,1040,建國科技大學,二專(進修),88,12,10,2
,101,1,私立,技專校院,1040,建國科技大學,學士班(日間),7007,282,160,122
,101,1,私立,技專校院,1040,建國科技大學,學士班(進修),2039,121,78,43
,101,1,私立,技專校院,1040,建國科技大學,碩士班(日間),225,5,5,0
,101,1,私立,技專校院,1041,明志科技大學,二專(進修),47,4,0,4
,101,1,私立,技專校院,1041,明志科技大學,五專,40,0,0,0
,101,1,私立,技專校院,1041,明志科技大學,學士班(日間),3197,52,36,16
,101,1,私立,技專校院,1041,明志科技大學,學士班(進修),407,34,19,15
,101,1,私立,技專校院,1041,明志科技大學,碩士班(日間),437,16,13,3
,101,1,私立,技專校院,1041,明志科技大學,碩士在職專班,51,3,2,1
,101,1,私立,技專校院,1042,高苑科技大學,二專(日間),70,4,2,2
,101,1,私立,技專校院,1042,高苑科技大學,五專,158,28,22,6
,101,1,私立,技專校院,1042,高苑科技大學,學士班(日間),5376,246,168,78
,101,1,私立,技專校院,1042,高苑科技大學,學士班(進修),1468,90,66,24
,101,1,私立,技專校院,1042,高苑科技大學,碩士班(日間),162,8,8,0
,101,1,私立,技專校院,1042,高苑科技大學,碩士在職專班,263,7,7,0
,101,1,私立,技專校院,1043,大仁科技大學,二專(日間),1,10,8,2
,101,1,私立,技專校院,1043,大仁科技大學,二專(進修),2,40,18,22
,101,1,私立,技專校院,1043,大仁科技大學,五專,326,63,32,31
,101,1,私立,技專校院,1043,大仁科技大學,學士班(日間),6078,375,218,157
,101,1,私立,技專校院,1043,大仁科技大學,學士班(進修),2052,184,82,102
,101,1,私立,技專校院,1043,大仁科技大學,碩士班(日間),93,20,14,6
,101,1,私立,技專校院,1043,大仁科技大學,碩士在職專班,141,1,1,0
,101,1,私立,技專校院,1044,聖約翰科技大學,學士班(日間),6068,233,145,88
,101,1,私立,技專校院,1044,聖約翰科技大學,學士班(進修),865,84,58,26
,101,1,私立,技專校院,1044,聖約翰科技大學,碩士班(日間),251,14,14,0
,101,1,私立,技專校院,1044,聖約翰科技大學,碩士在職專班,132,0,0,0
,101,1,私立,技專校院,1045,嶺東科技大學,學士班(日間),7011,174,63,111
,101,1,私立,技專校院,1045,嶺東科技大學,學士班(進修),2994,181,92,89
,101,1,私立,技專校院,1045,嶺東科技大學,碩士班(日間),266,13,5,8
,101,1,私立,技專校院,1045,嶺東科技大學,碩士在職專班,138,4,2,2
,101,1,私立,技專校院,1046,中國科技大學,二專(進修),0,2,2,0
,101,1,私立,技專校院,1046,中國科技大學,五專,8,6,3,3
,101,1,私立,技專校院,1046,中國科技大學,學士班(日間),8300,324,151,173
,101,1,私立,技專校院,1046,中國科技大學,學士班(進修),3369,281,178,103
,101,1,私立,技專校院,1046,中國科技大學,碩士班(日間),161,6,1,5
,101,1,私立,技專校院,1046,中國科技大學,碩士在職專班,13,1,1,0
,101,1,私立,技專校院,1047,中臺科技大學,五專,123,7,1,6
,101,1,私立,技專校院,1047,中臺科技大學,學士班(日間),6355,166,79,87
,101,1,私立,技專校院,1047,中臺科技大學,學士班(進修),3379,140,52,88
,101,1,私立,技專校院,1047,中臺科技大學,碩士班(日間),212,7,4,3
,101,1,私立,技專校院,1047,中臺科技大學,碩士在職專班,348,3,1,2
,101,1,私立,技專校院,1047,中臺科技大學,博士班,14,0,0,0
,101,1,私立,技專校院,1051,台南應用科技大學,二專(進修),28,0,0,0
,101,1,私立,技專校院,1051,台南應用科技大學,五專,1386,50,4,46
,101,1,私立,技專校院,1051,台南應用科技大學,學士班(日間),8487,231,72,159
,101,1,私立,技專校院,1051,台南應用科技大學,學士班(進修),3029,183,65,118
,101,1,私立,技專校院,1051,台南應用科技大學,碩士班(日間),175,0,0,0
,101,1,私立,技專校院,1051,台南應用科技大學,碩士在職專班,180,5,1,4
,101,1,私立,技專校院,1052,遠東科技大學,二專(進修),73,1,1,0
,101,1,私立,技專校院,1052,遠東科技大學,五專,2,4,4,0
,101,1,私立,技專校院,1052,遠東科技大學,學士班(日間),8152,289,204,85
,101,1,私立,技專校院,1052,遠東科技大學,學士班(進修),748,37,31,6
,101,1,私立,技專校院,1052,遠東科技大學,碩士班(日間),180,7,5,2
,101,1,私立,技專校院,1052,遠東科技大學,碩士在職專班,38,2,2,0
,101,1,私立,技專校院,1053,元培醫事科技大學,學士班(日間),6112,305,186,119
,101,1,私立,技專校院,1053,元培醫事科技大學,學士班(進修),1651,123,92,31
,101,1,私立,技專校院,1053,元培醫事科技大學,碩士班(日間),174,19,10,9
,101,1,私立,技專校院,1053,元培醫事科技大學,碩士在職專班,24,0,0,0
,101,1,私立,技專校院,1054,景文科技大學,二專(進修),16,18,11,7
,101,1,私立,技專校院,1054,景文科技大學,學士班(日間),5977,205,101,104
,101,1,私立,技專校院,1054,景文科技大學,學士班(進修),2495,262,148,114
,101,1,私立,技專校院,1054,景文科技大學,碩士班(日間),59,1,1,0
,101,1,私立,技專校院,1054,景文科技大學,碩士在職專班,97,6,4,2
,101,1,私立,技專校院,1055,中華醫事科技大學,二專(日間),109,20,11,9
,101,1,私立,技專校院,1055,中華醫事科技大學,五專,1954,84,41,43
,101,1,私立,技專校院,1055,中華醫事科技大學,學士班(日間),4891,208,95,113
,101,1,私立,技專校院,1055,中華醫事科技大學,學士班(進修),2468,106,45,61
,101,1,私立,技專校院,1055,中華醫事科技大學,碩士班(日間),80,9,7,2
,101,1,私立,技專校院,1056,東南科技大學,二專(日間),83,10,10,0
,101,1,私立,技專校院,1056,東南科技大學,二專(進修),1,1,0,1
,101,1,私立,技專校院,1056,東南科技大學,學士班(日間),6448,339,251,88
,101,1,私立,技專校院,1056,東南科技大學,學士班(進修),615,39,34,5
,101,1,私立,技專校院,1056,東南科技大學,碩士班(日間),119,7,7,0
,101,1,私立,技專校院,1056,東南科技大學,碩士在職專班,68,0,0,0
,101,1,私立,技專校院,1057,德明財經科技大學,二專(日間),4,1,1,0
,101,1,私立,技專校院,1057,德明財經科技大學,二專(進修),3,9,7,2
,101,1,私立,技專校院,1057,德明財經科技大學,學士班(日間),6324,152,61,91
