,學年度,學期,設立別 ,學校類別,學校代碼,學校名稱,系所名稱,學制,輔系人次
,101,1,公立,一般大學,19,國立高雄大學,東亞語文學系,學士班(日間),1
,101,1,公立,一般大學,19,國立高雄大學,亞太工商管理學系,學士班(日間),2
,101,1,公立,一般大學,19,國立高雄大學,金融管理學系,學士班(日間),2
,101,1,公立,一般大學,19,國立高雄大學,政治法律學系,學士班(日間),1
,101,1,公立,一般大學,19,國立高雄大學,應用物理學系,學士班(日間),1
,101,1,公立,一般大學,19,國立高雄大學,應用數學系,學士班(日間),2
,101,1,公立,一般大學,19,國立高雄大學,資訊管理學系,學士班(日間),2
,101,1,公立,一般大學,19,國立高雄大學,電機工程學系,學士班(日間),1
,101,1,公立,一般大學,19,國立高雄大學,資訊工程學系,學士班(日間),1
,101,1,公立,一般大學,19,國立高雄大學,土木與環境工程學系,學士班(日間),1
,101,1,公立,一般大學,19,國立高雄大學,運動健康與休閒學系,學士班(日間),5
,101,1,公立,一般大學,20,國立東華大學,特殊教育學系,學士班(日間),1
,101,1,公立,一般大學,20,國立東華大學,藝術創意產業學系,學士班(日間),2
,101,1,公立,一般大學,20,國立東華大學,中國語文學系,學士班(日間),6
,101,1,公立,一般大學,20,國立東華大學,華文文學系,學士班(日間),4
,101,1,公立,一般大學,20,國立東華大學,民族語言與傳播學系,學士班(日間),5
,101,1,公立,一般大學,20,國立東華大學,歷史學系,學士班(日間),3
,101,1,公立,一般大學,20,國立東華大學,經濟學系,學士班(日間),15
,101,1,公立,一般大學,20,國立東華大學,社會暨公共行政學系,學士班(日間),1
,101,1,公立,一般大學,20,國立東華大學,族群關係與文化學系,學士班(日間),1
,101,1,公立,一般大學,20,國立東華大學,諮商與臨床心理學系,學士班(日間),2
,101,1,公立,一般大學,20,國立東華大學,臺灣文化學系,學士班(日間),4
,101,1,公立,一般大學,20,國立東華大學,會計學系,學士班(日間),2
,101,1,公立,一般大學,20,國立東華大學,企業管理學系,學士班(日間),1
,101,1,公立,一般大學,20,國立東華大學,國際企業學系,學士班(日間),3
,101,1,公立,一般大學,20,國立東華大學,物理學系,學士班(日間),3
,101,1,公立,一般大學,20,國立東華大學,應用數學系,學士班(日間),13
,101,1,公立,一般大學,20,國立東華大學,資訊管理學系,學士班(日間),3
,101,1,公立,一般大學,20,國立東華大學,光電工程學系,學士班(日間),2
,101,1,公立,一般大學,20,國立東華大學,材料科學與工程學系,學士班(日間),1
,101,1,公立,一般大學,20,國立東華大學,觀光暨休閒遊憩學系,學士班(日間),5
,101,1,公立,一般大學,21,國立暨南國際大學,國際文教與比較教育學系,學士班(日間),18
,101,1,公立,一般大學,21,國立暨南國際大學,教育政策與行政學系,學士班(日間),31
,101,1,公立,一般大學,21,國立暨南國際大學,中國語文學系,學士班(日間),4
,101,1,公立,一般大學,21,國立暨南國際大學,外國語文學系,學士班(日間),32
,101,1,公立,一般大學,21,國立暨南國際大學,歷史學系,學士班(日間),5
,101,1,公立,一般大學,21,國立暨南國際大學,經濟學系,學士班(日間),4
,101,1,公立,一般大學,21,國立暨南國際大學,公共行政與政策學系,學士班(日間),4
,101,1,公立,一般大學,21,國立暨南國際大學,國際企業學系,學士班(日間),3
,101,1,公立,一般大學,21,國立暨南國際大學,資訊管理學系,學士班(日間),1
,101,1,公立,一般大學,21,國立暨南國際大學,社會政策與社會工作學系,學士班(日間),1
,101,1,公立,一般大學,21,國立暨南國際大學,休閒學與觀光管理學系,學士班(日間),1
,101,1,公立,一般大學,28,國立臺北藝術大學,傳統音樂學系,學士班(日間),2
,101,1,公立,一般大學,29,國立臺灣藝術大學,美術學系,學士班(日間),6
,101,1,公立,一般大學,29,國立臺灣藝術大學,美術學系,學士班(進修),3
,101,1,公立,一般大學,29,國立臺灣藝術大學,書畫藝術學系,學士班(日間),9
,101,1,公立,一般大學,29,國立臺灣藝術大學,書畫藝術學系,學士班(進修),2
,101,1,公立,一般大學,29,國立臺灣藝術大學,雕塑學系,學士班(日間),5
,101,1,公立,一般大學,29,國立臺灣藝術大學,工藝設計學系,學士班(日間),2
,101,1,公立,一般大學,29,國立臺灣藝術大學,工藝設計學系,學士班(進修),5
,101,1,公立,一般大學,29,國立臺灣藝術大學,音樂學系,學士班(日間),3
,101,1,公立,一般大學,29,國立臺灣藝術大學,中國音樂學系,學士班(日間),7
,101,1,公立,一般大學,29,國立臺灣藝術大學,中國音樂學系,學士班(進修),1
,101,1,公立,一般大學,29,國立臺灣藝術大學,戲劇學系,學士班(日間),4
,101,1,公立,一般大學,29,國立臺灣藝術大學,戲劇學系,學士班(進修),1
,101,1,公立,一般大學,29,國立臺灣藝術大學,舞蹈學系,學士班(日間),3
,101,1,公立,一般大學,29,國立臺灣藝術大學,舞蹈學系,學士班(進修),1
,101,1,公立,一般大學,29,國立臺灣藝術大學,電影學系,學士班(日間),4
,101,1,公立,一般大學,29,國立臺灣藝術大學,古蹟藝術修護學系,學士班(日間),3
,101,1,公立,一般大學,29,國立臺灣藝術大學,多媒體動畫藝術學系,學士班(日間),2
,101,1,公立,一般大學,29,國立臺灣藝術大學,視覺傳達設計學系,學士班(進修),4
,101,1,公立,一般大學,29,國立臺灣藝術大學,廣播電視學系,學士班(日間),6
,101,1,公立,一般大學,29,國立臺灣藝術大學,廣播電視學系,學士班(進修),4
,101,1,公立,一般大學,29,國立臺灣藝術大學,圖文傳播藝術學系,學士班(日間),2
,101,1,公立,一般大學,29,國立臺灣藝術大學,圖文傳播藝術學系,學士班(進修),10
,101,1,公立,一般大學,30,國立臺東大學,英美語文學系,學士班(日間),1
,101,1,公立,一般大學,30,國立臺東大學,身心整合與運動休閒產業學系,學士班(日間),2
,101,1,公立,一般大學,31,國立宜蘭大學,外國語文學系,學士班(日間),1
,101,1,公立,一般大學,31,國立宜蘭大學,應用經濟與管理學系,學士班(日間),3
,101,1,公立,一般大學,31,國立宜蘭大學,電機工程學系,學士班(進修),1
,101,1,公立,一般大學,31,國立宜蘭大學,電資學院學士班,學士班(日間),2
,101,1,公立,一般大學,31,國立宜蘭大學,土木工程學系,學士班(日間),1
,101,1,公立,一般大學,31,國立宜蘭大學,生物技術與動物科學系,學士班(日間),1
,101,1,公立,一般大學,31,國立宜蘭大學,園藝學系,學士班(日間),5
,101,1,公立,一般大學,31,國立宜蘭大學,食品科學系,學士班(日間),9
,101,1,公立,一般大學,31,國立宜蘭大學,森林暨自然資源學系,學士班(日間),2
,101,1,公立,一般大學,32,國立聯合大學,臺灣語文與傳播學系,學士班(日間),6
,101,1,公立,一般大學,32,國立聯合大學,華語文學系,學士班(日間),10
,101,1,公立,一般大學,32,國立聯合大學,經營管理學系,學士班(日間),5
,101,1,公立,一般大學,32,國立聯合大學,財務金融學系,學士班(日間),1
,101,1,公立,一般大學,32,國立聯合大學,資訊管理學系,學士班(日間),1
,101,1,公立,一般大學,32,國立聯合大學,電機工程學系,學士班(日間),6
,101,1,公立,一般大學,32,國立聯合大學,光電工程學系,學士班(日間),2
,101,1,公立,一般大學,32,國立聯合大學,資訊工程學系,學士班(日間),2
,101,1,公立,一般大學,32,國立聯合大學,土木與防災工程學系,學士班(日間),1
,101,1,公立,一般大學,32,國立聯合大學,化學工程學系,學士班(日間),2
,101,1,公立,一般大學,32,國立聯合大學,材料科學工程學系,學士班(日間),1
,101,1,公立,一般大學,32,國立聯合大學,環境與安全衛生工程學系,學士班(日間),1
,101,1,公立,一般大學,32,國立聯合大學,能源工程學系,學士班(日間),1
,101,1,公立,一般大學,32,國立聯合大學,建築學系,學士班(日間),2
,101,1,公立,一般大學,37,國立臺北教育大學,教育學系,學士班(日間),22
,101,1,公立,一般大學,37,國立臺北教育大學,自然科學教育學系,學士班(日間),2
,101,1,公立,一般大學,37,國立臺北教育大學,數學暨資訊教育學系,學士班(日間),1
,101,1,公立,一般大學,37,國立臺北教育大學,兒童英語教育學系,學士班(日間),13
,101,1,公立,一般大學,37,國立臺北教育大學,體育學系,學士班(日間),4
,101,1,公立,一般大學,37,國立臺北教育大學,幼兒與家庭教育學系,學士班(日間),19
,101,1,公立,一般大學,37,國立臺北教育大學,特殊教育學系,學士班(日間),24
,101,1,公立,一般大學,37,國立臺北教育大學,教育經營與管理學系,學士班(日間),33
,101,1,公立,一般大學,37,國立臺北教育大學,音樂學系,學士班(日間),1
,101,1,公立,一般大學,37,國立臺北教育大學,藝術與造形設計學系,學士班(日間),18
,101,1,公立,一般大學,37,國立臺北教育大學,文化創意產業經營學系,學士班(日間),6
,101,1,公立,一般大學,37,國立臺北教育大學,語文與創作學系,學士班(日間),20
,101,1,公立,一般大學,37,國立臺北教育大學,數位科技設計學系,學士班(日間),2
,101,1,公立,一般大學,37,國立臺北教育大學,心理與諮商學系,學士班(日間),2
,101,1,公立,一般大學,37,國立臺北教育大學,社會與區域發展學系,學士班(日間),9
,101,1,公立,一般大學,38,國立新竹教育大學,教育學系,學士班(日間),49
,101,1,公立,一般大學,38,國立新竹教育大學,教育心理與諮商學系,學士班(日間),3
,101,1,公立,一般大學,38,國立新竹教育大學,英語教學系,學士班(日間),4
,101,1,公立,一般大學,38,國立新竹教育大學,體育學系,學士班(日間),2
,101,1,公立,一般大學,38,國立新竹教育大學,幼兒教育學系,學士班(日間),26
,101,1,公立,一般大學,38,國立新竹教育大學,特殊教育學系,學士班(日間),17
,101,1,公立,一般大學,38,國立新竹教育大學,音樂學系,學士班(日間),3
,101,1,公立,一般大學,38,國立新竹教育大學,藝術與設計學系,學士班(日間),1
,101,1,公立,一般大學,38,國立新竹教育大學,中國語文學系,學士班(日間),10
,101,1,公立,一般大學,38,國立新竹教育大學,應用科學系,學士班(日間),2
,101,1,公立,一般大學,38,國立新竹教育大學,應用數學系,學士班(日間),4
,101,1,公立,一般大學,38,國立新竹教育大學,環境與文化資源學系,學士班(日間),4
,101,1,公立,一般大學,39,國立臺中教育大學,教育學系,學士班(日間),5
,101,1,公立,一般大學,39,國立臺中教育大學,語文教育學系,學士班(日間),3
,101,1,公立,一般大學,39,國立臺中教育大學,科學應用與推廣學系,學士班(日間),4
,101,1,公立,一般大學,39,國立臺中教育大學,數學教育學系,學士班(日間),3
,101,1,公立,一般大學,39,國立臺中教育大學,幼兒教育學系,學士班(日間),7
,101,1,公立,一般大學,39,國立臺中教育大學,特殊教育學系,學士班(日間),6
,101,1,公立,一般大學,39,國立臺中教育大學,美術學系,學士班(日間),1
,101,1,公立,一般大學,39,國立臺中教育大學,音樂學系,學士班(日間),2
,101,1,公立,一般大學,39,國立臺中教育大學,臺灣語文學系,學士班(日間),8
,101,1,公立,一般大學,39,國立臺中教育大學,英語學系,學士班(日間),17
,101,1,公立,一般大學,39,國立臺中教育大學,文化創意產業設計與營運學系,學士班(日間),2
,101,1,公立,一般大學,39,國立臺中教育大學,諮商與應用心理學系,學士班(日間),4
,101,1,公立,一般大學,39,國立臺中教育大學,區域與社會發展學系,學士班(日間),5
,101,1,公立,一般大學,39,國立臺中教育大學,國際企業學系,學士班(日間),2
,101,1,公立,一般大學,39,國立臺中教育大學,數位內容科技學系,學士班(日間),1
,101,1,公立,一般大學,40,國立屏東教育大學,教育學系,學士班(日間),36
,101,1,公立,一般大學,40,國立屏東教育大學,幼兒教育學系,學士班(日間),2
,101,1,公立,一般大學,40,國立屏東教育大學,特殊教育學系,學士班(日間),3
,101,1,公立,一般大學,40,國立屏東教育大學,中國語文學系,學士班(日間),3
,101,1,公立,一般大學,40,國立屏東教育大學,英語學系,學士班(日間),1
,101,1,公立,一般大學,40,國立屏東教育大學,文化創意產業學系,學士班(日間),10
,101,1,公立,一般大學,40,國立屏東教育大學,社會發展學系,學士班(日間),5
,101,1,公立,一般大學,44,國立體育大學,運動保健學系,學士班(日間),4
,101,1,公立,一般大學,44,國立體育大學,休閒產業經營學系,學士班(日間),4
